CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,IB_REGISTER_DATE,CLIENT_CREATE_DATE,HIST_AVG_CA_BALANCE,ts_dt,BALANCE_COVERAGE_RATIO,DAYS_SINCE_LAST_TRANS,DAYS_SINCE_REG,cum_total_count,IS_DORMANT_WAKEUP,IS_LATE_NIGHT,cum_night_count,cum_night_ratio,IS_ANOMALOUS_TIME_ALERT,risk_score
218965,2019-09-15,22,22932360.0,Payment,Credit_card_repayment,2019-01-21,2019-01-19,40566.11083333333,2019-09-15 22:00:00,565.3083207449926,237.91666666666666,237.91666666666666,0,1,0,0,0.0,0,3.0
582590,2019-12-19,17,10035000.0,Transfer,Outside_bank,2019-09-05,2019-08-19,18269.824,2019-12-19 17:00:00,549.2663746792161,105.70833333333333,105.70833333333333,0,1,0,0,0.0,0,3.0
103580,2019-07-29,15,80940000.0,Transfer,Outside_bank,2019-04-26,2019-04-26,2077858.5799999998,2019-07-29 15:00:00,38.95356535747032,94.625,94.625,0,1,0,0,0.0,0,3.0
583083,2019-12-11,17,50000000.0,Transfer,Outside_bank,2019-01-07,2019-01-07,2882732.8525000005,2019-12-11 17:00:00,17.344652646694232,198.25,338.7083333333333,7,1,0,0,0.0,0,3.0
322479,2019-12-05,15,19900000.0,Payment,Credit_card_repayment,2019-06-14,2019-06-14,87096.77,2019-12-05 15:00:00,228.48149245620914,174.625,174.625,0,1,0,0,0.0,0,3.0
140325,2019-12-11,15,50000000.0,Transfer,Outside_bank,2019-08-09,2019-08-09,2167318.258,2019-12-11 15:00:00,23.069985137258648,124.625,124.625,0,1,0,0,0.0,0,3.0
584219,2019-12-27,10,399900000.0,Transfer,Outside_bank,2019-09-17,2019-09-17,3785045.435,2019-12-27 10:00:00,105.6526287111646,101.41666666666667,101.41666666666667,0,1,0,0,0.0,0,3.0
334944,2019-07-14,4,29800000.0,Transfer,Outside_bank,2019-06-06,2019-03-15,809213.3857142858,2019-07-14 04:00:00,36.8258861330223,1.75,38.166666666666664,7,0,1,0,0.0,1,3.0
477575,2019-12-31,13,50000000.0,Transfer,Outside_bank,2019-05-16,2019-05-16,3208187.90375,2019-12-31 13:00:00,15.585122037708558,120.66666666666667,229.54166666666666,5,1,0,0,0.0,0,3.0
584775,2019-08-18,4,10635607.0,Payment,Credit_card_repayment,2019-02-19,2019-01-30,462109.8190909091,2019-08-18 04:00:00,23.01532354515398,33.791666666666664,180.16666666666666,3,0,1,0,0.0,1,3.0
176016,2019-12-14,10,16124914.0,Payment,Credit_card_repayment,2019-05-21,2019-05-14,1401757.5371428572,2019-12-14 10:00:00,11.503354590660303,207.41666666666666,207.41666666666666,0,1,0,0,0.0,0,3.0
400625,2019-07-24,1,10500000.0,Transfer,Outside_bank,2019-06-12,2019-06-12,1046826.2814285714,2019-07-24 01:00:00,10.03031752849257,0.125,42.041666666666664,95,0,1,0,0.0,1,3.0
235219,2019-11-27,10,200000000.0,Transfer,Outside_bank,2019-02-19,2019-02-18,19276096.79,2019-11-27 10:00:00,10.37554449838889,205.91666666666666,281.4166666666667,3,1,0,0,0.0,0,3.0
584784,2019-11-25,15,300000000.0,Transfer,Outside_bank,2019-08-24,2019-08-24,2537529.752,2019-11-25 15:00:00,118.22521480284806,93.16666666666667,93.625,1,1,0,0,0.0,0,3.0
242784,2019-12-29,0,9000000.0,Transfer,Outside_bank,2019-04-10,2019-04-10,453615.1377777778,2019-12-29 00:00:00,19.840607709636483,0.16666666666666666,263.0,190,0,1,9,0.04736841855955692,1,3.0
66185,2019-11-27,12,19849000.0,Payment,Credit_card_repayment,2019-06-17,2019-06-17,1929456.6885714286,2019-11-27 12:00:00,10.287351935633934,163.5,163.5,0,1,0,0,0.0,0,3.0
585034,2019-12-20,14,17605000.0,Transfer,Within_bank,2019-06-17,2019-06-17,13.77,2019-12-20 14:00:00,1278503.065720359,186.58333333333334,186.58333333333334,0,1,0,0,0.0,0,3.0
242867,2019-10-23,15,22196413.0,Payment,Credit_card_repayment,2019-06-03,2019-06-03,495582.12666666665,2019-10-23 15:00:00,44.78856642560404,142.625,142.625,0,1,0,0,0.0,0,3.0
585173,2019-09-05,0,13400000.0,Transfer,Within_bank,2019-03-04,2019-03-04,614788.9519999999,2019-09-05 00:00:00,21.796097597703806,10.166666666666666,185.0,58,0,1,2,0.03448275267538747,1,3.0
585714,2019-11-09,0,100000000.0,Transfer,Outside_bank,2019-08-16,2019-07-03,8774920.214,2019-11-09 00:00:00,11.396115014281317,0.20833333333333334,85.0,115,0,1,3,0.026086954253308325,1,3.0
585714,2019-12-08,3,160000000.0,Transfer,Outside_bank,2019-08-16,2019-07-03,8774920.214,2019-12-08 03:00:00,18.23378402285011,0.4583333333333333,114.125,183,0,1,6,0.03278688345426866,1,3.0
149987,2019-06-28,5,50000000.0,Transfer,Outside_bank,2019-03-26,2019-03-26,3660530.0719999997,2019-06-28 05:00:00,13.659223941997276,0.5,94.20833333333333,4,0,1,0,0.0,1,3.0
46982,2019-08-11,2,5000000.0,Transfer,Outside_bank,2019-07-24,2019-07-24,217885.94499999998,2019-08-11 02:00:00,22.947785823314685,0.2916666666666667,18.083333333333332,4,0,1,0,0.0,1,3.0
587337,2019-08-29,6,28700000.0,Transfer,Outside_bank,2019-01-11,2019-01-08,2311730.2120000003,2019-08-29 06:00:00,12.41494351325969,230.25,230.25,0,1,0,0,0.0,0,3.0
235289,2019-11-21,8,50000000.0,Transfer,Within_bank,2019-08-10,2019-08-09,3177115.915,2019-11-21 08:00:00,15.737543526120488,103.33333333333333,103.33333333333333,0,1,0,0,0.0,0,3.0
587549,2019-08-31,3,50000000.0,Transfer,Outside_bank,2019-02-14,2019-02-14,3236216.4654545453,2019-08-31 03:00:00,15.450140784331838,0.5833333333333334,198.125,3,0,1,0,0.0,1,3.0
587777,2019-12-20,1,7820000.0,Transfer,Outside_bank,2019-03-11,2019-03-11,780534.1070000001,2019-12-20 01:00:00,10.018780639780308,0.125,284.0416666666667,183,0,1,4,0.021857922302845775,1,3.0
589306,2019-12-11,13,69517607.0,Payment,Credit_card_repayment,2019-08-08,2019-08-08,13427.52,2019-12-11 13:00:00,5177.248438149973,125.54166666666667,125.54166666666667,0,1,0,0,0.0,0,3.0
165551,2019-11-04,15,39999000.0,Payment,Credit_card_repayment,2019-07-30,2019-07-23,1256497.638,2019-11-04 15:00:00,31.833724783875525,97.625,97.625,0,1,0,0,0.0,0,3.0
589920,2019-11-02,10,48939000.0,Payment,Credit_card_repayment,2019-05-09,2019-02-15,2063867.839090909,2019-11-02 10:00:00,23.712274145092298,177.41666666666666,177.41666666666666,0,1,0,0,0.0,0,3.0
590931,2019-11-13,15,50000000.0,Transfer,Outside_bank,2019-04-08,2019-04-08,791188.0522222222,2019-11-13 15:00:00,63.196100925604554,146.0,219.625,6,1,0,0,0.0,0,3.0
116643,2019-09-10,18,110000000.0,Transfer,Outside_bank,2019-05-07,2019-05-07,603651.76375,2019-09-10 18:00:00,182.22426671105333,126.75,126.75,0,1,0,0,0.0,0,3.0
591368,2019-07-18,12,53785000.0,Payment,Credit_card_repayment,2019-03-19,2019-03-13,805704.1816666666,2019-07-18 12:00:00,66.75526976671968,121.5,121.5,0,1,0,0,0.0,0,3.0
592038,2019-07-26,8,36512186.0,Payment,Credit_card_repayment,2019-01-23,2019-01-23,121466.425,2019-07-26 08:00:00,300.5948845287416,154.91666666666666,184.33333333333334,1,1,0,0,0.0,0,3.0
592926,2019-12-11,1,50000000.0,Transfer,Outside_bank,2019-09-20,2019-09-20,222526.88249999998,2019-12-11 01:00:00,224.6919537811486,0.5,82.04166666666667,13,0,1,0,0.0,1,3.0
593580,2019-12-29,7,24000000.0,Transfer,Outside_bank,2019-01-22,2019-01-22,531061.0066666667,2019-12-29 07:00:00,45.19254793378618,162.95833333333334,341.2916666666667,3,1,0,1,0.3333322222259259,0,3.0
423884,2019-12-19,0,5000000.0,Transfer,Within_bank,2019-11-23,2019-11-23,99182.26,2019-12-19 00:00:00,50.41224105496162,2.0833333333333335,26.0,3,0,1,0,0.0,1,3.0
278763,2019-11-04,17,30000000.0,Transfer,Within_bank,2019-06-15,2019-06-15,193485.40714285715,2019-11-04 17:00:00,155.05045285559666,117.91666666666667,142.70833333333334,1,1,0,0,0.0,0,3.0
593963,2019-12-17,8,50000000.0,Transfer,Outside_bank,2019-07-11,2019-01-02,3290667.5316666663,2019-12-17 08:00:00,15.194485471014422,156.08333333333334,159.33333333333334,2,1,0,0,0.0,0,3.0
594581,2019-10-19,17,15950000.0,Payment,Credit_card_repayment,2019-03-06,2019-03-06,558663.661,2019-10-19 17:00:00,28.55027293374376,130.41666666666666,227.70833333333334,2,1,0,0,0.0,0,3.0
595152,2019-10-01,15,206000000.0,Transfer,Outside_bank,2019-04-04,2019-02-27,1038179.9390909091,2019-10-01 15:00:00,198.42417700577164,180.625,180.625,0,1,0,0,0.0,0,3.0
116859,2019-09-25,9,50000000.0,Payment,Credit_card_repayment,2019-05-27,2019-05-08,242791.7275,2019-09-25 09:00:00,205.93782379978586,121.375,121.375,0,1,0,0,0.0,0,3.0
66417,2019-04-19,5,95000000.0,Transfer,Outside_bank,2019-03-26,2019-03-22,8739183.204,2019-04-19 05:00:00,10.870581126667417,0.5416666666666666,24.208333333333332,13,0,1,0,0.0,1,3.0
66417,2019-11-28,8,399900000.0,Transfer,Outside_bank,2019-03-26,2019-03-22,8739183.204,2019-11-28 08:00:00,45.75942518478211,195.5,247.33333333333334,16,1,0,1,0.06249996093752441,0,3.0
596331,2019-06-08,15,200000000.0,Transfer,Outside_bank,2019-01-23,2019-01-23,8511730.538333332,2019-06-08 15:00:00,23.496984438011438,110.0,136.625,4,1,0,0,0.0,0,3.0
597858,2019-12-25,1,10000000.0,Transfer,Outside_bank,2019-09-17,2019-01-25,637257.1560000001,2019-12-25 01:00:00,15.692252186875525,19.416666666666668,99.04166666666667,7,0,1,0,0.0,1,3.0
598354,2019-11-04,12,14799000.0,Transfer,Outside_bank,2019-01-17,2019-01-11,447.3,2019-11-04 12:00:00,33085.17699340092,291.5,291.5,0,1,0,0,0.0,0,3.0
598652,2019-10-11,17,20321000.0,Transfer,Outside_bank,2019-05-31,2019-05-31,134487.36375,2019-10-11 17:00:00,151.09969763600935,125.33333333333333,133.70833333333334,1,1,0,0,0.0,0,3.0
599967,2019-12-31,8,10000000.0,Transfer,Outside_bank,2019-06-28,2019-06-28,523556.67285714287,2019-12-31 08:00:00,19.100129018005255,186.33333333333334,186.33333333333334,0,1,0,0,0.0,0,3.0
66496,2019-08-17,0,11000000.0,Transfer,Outside_bank,2019-04-25,2019-04-25,740123.2988888888,2019-08-17 00:00:00,14.862388491708264,0.041666666666666664,114.0,70,0,1,3,0.042857136734694753,1,3.0
255567,2019-10-08,7,40200000.0,Transfer,Outside_bank,2019-01-29,2019-01-29,320703.1425,2019-10-08 07:00:00,125.34956684668751,252.29166666666666,252.29166666666666,0,1,0,0,0.0,0,3.0
602302,2019-06-29,0,37526112.0,Payment,Credit_card_repayment,2019-03-26,2019-03-26,646574.38,2019-06-29 00:00:00,58.038352833311485,95.0,95.0,0,1,1,0,0.0,0,3.0
151131,2019-12-01,0,19100000.0,Transfer,Outside_bank,2019-10-26,2019-10-26,225396.415,2019-12-01 00:00:00,84.73959090765753,11.375,36.0,3,0,1,0,0.0,1,3.0
602995,2019-11-05,13,50000000.0,Transfer,Outside_bank,2019-01-07,2019-01-07,689964.8066666666,2019-11-05 13:00:00,72.46746430565574,302.5416666666667,302.5416666666667,0,1,0,0,0.0,0,3.0
603510,2019-10-08,16,37500000.0,Payment,Credit_card_repayment,2019-05-08,2019-01-30,906199.2616666667,2019-10-08 16:00:00,41.381627182764205,153.66666666666666,153.66666666666666,0,1,0,0,0.0,0,3.0
91029,2019-11-06,15,27718145.0,Payment,Credit_card_repayment,2019-03-05,2019-01-23,172703.706,2019-11-06 15:00:00,160.49536886252486,246.625,246.625,0,1,0,0,0.0,0,3.0
161731,2019-08-29,17,49145051.0,Payment,Credit_card_repayment,2019-05-29,2019-05-29,18433.18,2019-08-29 17:00:00,2666.118975311846,92.70833333333333,92.70833333333333,0,1,0,0,0.0,0,3.0
116906,2019-08-01,1,112000000.0,Transfer,Outside_bank,2019-07-27,2019-07-27,3381874.151666667,2019-08-01 01:00:00,33.11773146391997,0.25,5.041666666666667,3,0,1,0,0.0,1,3.0
606084,2019-11-19,0,7000000.0,Topup,eWallet,2019-10-15,2019-10-15,99934.98,2019-11-19 00:00:00,70.0455436054477,2.375,35.0,11,0,1,0,0.0,1,3.0
608370,2019-12-17,13,400000000.0,Transfer,Outside_bank,2019-07-20,2019-06-20,7341609.292857142,2019-12-17 13:00:00,54.48396721256012,150.54166666666666,150.54166666666666,0,1,0,0,0.0,0,3.0
287914,2019-11-08,11,15389183.0,Payment,Credit_card_repayment,2019-05-10,2019-05-02,1439898.5574999999,2019-11-08 11:00:00,10.687685545440324,182.45833333333334,182.45833333333334,0,1,0,0,0.0,0,3.0
235551,2019-09-20,4,50000000.0,Transfer,Outside_bank,2019-01-26,2019-01-24,4518960.445,2019-09-20 04:00:00,11.064491625548929,0.4166666666666667,237.16666666666666,4,0,1,0,0.0,1,3.0
488554,2019-12-30,11,410000000.0,Transfer,Outside_bank,2019-06-28,2019-06-28,591579.6585714285,2019-12-30 11:00:00,693.0596650046331,185.45833333333334,185.45833333333334,0,1,0,0,0.0,0,3.0
608400,2019-11-19,8,20000000.0,Transfer,Outside_bank,2019-05-27,2019-05-27,724567.32375,2019-11-19 08:00:00,27.602680032842116,176.33333333333334,176.33333333333334,0,1,0,0,0.0,0,3.0
608433,2019-12-06,5,9500000.0,Transfer,Outside_bank,2019-07-09,2019-07-08,112870.43,2019-12-06 05:00:00,84.16730581391714,0.5416666666666666,150.20833333333334,7,0,1,0,0.0,1,3.0
612078,2019-11-22,16,400000000.0,Transfer,Outside_bank,2019-02-11,2019-02-11,127298.70090909091,2019-11-22 16:00:00,3142.2158836815925,284.6666666666667,284.6666666666667,0,1,0,0,0.0,0,3.0
613411,2019-06-01,1,7055000.0,Transfer,Outside_bank,2019-03-27,2019-03-27,334806.245,2019-06-01 01:00:00,21.07188890634128,16.25,66.04166666666667,4,0,1,0,0.0,1,3.0
614601,2019-10-07,20,100000000.0,Transfer,Outside_bank,2019-04-05,2019-04-05,1924843.487777778,2019-10-07 20:00:00,51.952275930200415,131.33333333333334,185.83333333333334,4,1,0,0,0.0,0,3.0
497825,2019-06-26,11,50260524.0,Payment,Credit_card_repayment,2019-03-11,2019-02-21,1109969.7736363637,2019-06-26 11:00:00,45.28098439553814,107.45833333333333,107.45833333333333,0,1,0,0,0.0,0,3.0
615037,2019-12-28,11,48000000.0,Transfer,Outside_bank,2019-06-18,2019-06-18,3361453.27,2019-12-28 11:00:00,14.279538087958368,127.375,193.45833333333334,3,1,0,2,0.6666644444518518,0,3.0
615240,2019-12-24,15,10534942.0,Payment,Credit_card_repayment,2019-08-09,2019-08-09,85749.382,2019-12-24 15:00:00,122.8573518905527,137.625,137.625,0,1,0,0,0.0,0,3.0
141224,2019-10-16,9,16765000.0,Payment,Credit_card_repayment,2019-04-12,2019-04-12,0.0,2019-10-16 09:00:00,1676499999999.9998,187.375,187.375,0,1,0,0,0.0,0,3.0
615314,2019-11-26,11,40009500.0,Payment,Insurance_payment,2019-08-22,2019-08-22,1019849.458,2019-11-26 11:00:00,39.23079007961555,96.45833333333333,96.45833333333333,0,1,0,0,0.0,0,3.0
615324,2019-09-16,8,14000000.0,Transfer,Outside_bank,2019-03-15,2019-03-15,897974.092,2019-09-16 08:00:00,15.590650247673398,97.54166666666667,185.33333333333334,14,1,0,0,0.0,0,3.0
616206,2019-11-01,11,33170506.0,Payment,Credit_card_repayment,2019-07-16,2019-07-16,360300.45,2019-11-01 11:00:00,92.06345981271842,108.45833333333333,108.45833333333333,0,1,0,0,0.0,0,3.0
616928,2019-11-01,0,15000000.0,Payment,Credit_card_repayment,2019-07-13,2019-07-13,552018.8239999999,2019-11-01 00:00:00,27.172986404768462,8.666666666666666,111.0,5,0,1,0,0.0,1,3.0
620470,2019-09-19,13,50000000.0,Transfer,Outside_bank,2019-03-27,2019-03-27,3321082.4579999996,2019-09-19 13:00:00,15.055332299686444,176.54166666666666,176.54166666666666,0,1,0,0,0.0,0,3.0
620715,2019-04-25,9,100000000.0,Transfer,Outside_bank,2019-01-14,2019-01-02,1792497.2033333334,2019-04-25 09:00:00,55.7880926193256,95.54166666666667,101.375,1,1,0,0,0.0,0,3.0
373573,2019-10-10,0,34000000.0,Transfer,Outside_bank,2019-08-17,2019-08-17,2401121.05,2019-10-10 00:00:00,14.160052447109404,0.4583333333333333,54.0,9,0,1,0,0.0,1,3.0
621562,2019-11-27,16,100000000.0,Transfer,Outside_bank,2019-08-26,2019-05-08,9921869.336,2019-11-27 16:00:00,10.07874591102146,93.66666666666667,93.66666666666667,0,1,0,0,0.0,0,3.0
31609,2019-07-31,1,50000000.0,Transfer,Outside_bank,2019-05-31,2019-05-31,2423877.15,2019-07-31 01:00:00,20.62810815300343,2.5,61.041666666666664,5,0,1,0,0.0,1,3.0
505750,2019-10-25,15,29000000.0,Payment,Credit_card_repayment,2019-05-28,2019-05-22,1621494.64125,2019-10-25 15:00:00,17.884733789477856,150.625,150.625,0,1,0,0,0.0,0,3.0
452216,2019-10-17,3,5000000.0,Transfer,Outside_bank,2019-07-11,2019-07-11,280584.945,2019-10-17 03:00:00,17.819915462042342,0.5833333333333334,98.125,25,0,1,1,0.0399999840000064,1,3.0
462975,2019-09-22,0,32500000.0,Transfer,Outside_bank,2019-08-01,2019-08-01,1680326.254,2019-09-22 00:00:00,19.341482002343685,0.3333333333333333,52.0,66,0,1,1,0.015151512855831386,1,3.0
622873,2019-12-16,22,16400000.0,Transfer,Outside_bank,2019-03-28,2019-01-15,171552.078,2019-12-16 22:00:00,95.59779275331205,183.5,263.9166666666667,1,1,0,0,0.0,0,3.0
623017,2019-11-14,2,115000000.0,Transfer,Outside_bank,2019-05-13,2019-05-13,1080017.5375,2019-11-14 02:00:00,106.4797524169233,0.5833333333333334,185.08333333333334,13,0,1,0,0.0,1,3.0
354422,2019-08-25,0,19850000.0,Payment,Credit_card_repayment,2019-01-25,2019-01-25,457340.9483333333,2019-08-25 00:00:00,43.40306738748064,15.458333333333334,212.0,41,0,1,1,0.024390237953600496,1,3.0
425947,2019-09-10,5,14700000.0,Transfer,Outside_bank,2019-02-27,2019-02-26,150994.41818181818,2019-09-10 05:00:00,97.35459215005962,195.20833333333334,195.20833333333334,0,1,1,0,0.0,0,3.0
447996,2019-10-20,20,30000000.0,Transfer,Outside_bank,2019-04-16,2019-04-13,773417.7533333334,2019-10-20 20:00:00,38.78886910769229,114.25,187.83333333333334,9,1,0,0,0.0,0,3.0
390497,2019-12-01,11,32733000.0,Payment,Credit_card_repayment,2019-06-17,2019-03-07,858825.1657142857,2019-12-01 11:00:00,38.11369450544081,153.125,167.45833333333334,1,1,0,0,0.0,0,3.0
627903,2019-11-23,20,20000000.0,Payment,Credit_card_repayment,2019-08-09,2019-08-09,43884.5,2019-11-23 20:00:00,455.74177660546616,106.83333333333333,106.83333333333333,0,1,0,0,0.0,0,3.0
340888,2019-07-31,15,50000000.0,Transfer,Outside_bank,2019-01-22,2019-01-22,251817.84583333333,2019-07-31 15:00:00,198.55622159164662,134.20833333333334,190.625,4,1,0,0,0.0,0,3.0
208074,2019-12-30,13,50000000.0,Transfer,Outside_bank,2019-08-16,2019-08-16,1205683.95,2019-12-30 13:00:00,41.47023770166742,136.54166666666666,136.54166666666666,0,1,0,0,0.0,0,3.0
371274,2019-12-23,19,18422941.0,Payment,Credit_card_repayment,2019-08-23,2019-08-23,650578.4550000001,2019-12-23 19:00:00,28.31778528496893,122.79166666666667,122.79166666666667,0,1,0,0,0.0,0,3.0
104177,2019-09-15,0,50000000.0,Transfer,Outside_bank,2019-08-21,2019-02-15,3447334.533636363,2019-09-15 00:00:00,14.503959366865766,0.25,25.0,8,0,1,0,0.0,1,3.0
373715,2019-10-26,0,23000000.0,Transfer,Outside_bank,2019-09-20,2019-09-20,561492.4724999999,2019-10-26 00:00:00,40.96225884771836,9.25,36.0,3,0,1,0,0.0,1,3.0
311694,2019-08-27,15,35000000.0,Payment,Credit_card_repayment,2019-01-21,2019-01-21,269100.86,2019-08-27 15:00:00,130.06275787709995,218.625,218.625,0,1,0,0,0.0,0,3.0
141945,2019-11-19,10,25000000.0,Transfer,Outside_bank,2019-07-26,2019-07-26,1619011.8566666665,2019-11-19 10:00:00,15.441517550907449,116.41666666666667,116.41666666666667,0,1,0,0,0.0,0,3.0
381813,2019-12-16,16,29638157.0,Payment,Credit_card_repayment,2019-02-01,2019-02-01,94195.62818181819,2019-12-16 16:00:00,314.6447193880954,318.6666666666667,318.6666666666667,0,1,0,0,0.0,0,3.0
627959,2019-12-17,21,100000000.0,Payment,Credit_card_repayment,2019-05-20,2019-05-11,537164.6742857143,2019-12-17 21:00:00,186.16265139011924,173.16666666666666,211.875,1,1,0,0,0.0,0,3.0
630178,2019-05-08,14,10000000.0,Transfer,Outside_bank,2019-01-02,2019-01-02,377470.57,2019-05-08 14:00:00,26.49213155805783,126.58333333333333,126.58333333333333,0,1,0,0,0.0,0,3.0
300903,2019-12-09,15,334000000.0,Transfer,Outside_bank,2019-08-01,2019-08-01,22104850.158,2019-12-09 15:00:00,15.109806110989197,130.625,130.625,0,1,0,0,0.0,0,3.0
631011,2019-05-14,14,50000000.0,Transfer,Outside_bank,2019-01-25,2019-01-14,4040401.0883333334,2019-05-14 14:00:00,12.37500904161504,109.58333333333333,109.58333333333333,0,1,0,0,0.0,0,3.0
142049,2019-07-29,10,100000000.0,Transfer,Outside_bank,2019-01-28,2019-01-28,174117.29333333333,2019-07-29 10:00:00,574.3254910516839,182.41666666666666,182.41666666666666,0,1,0,0,0.0,0,3.0
4944,2019-12-26,16,50000000.0,Transfer,Outside_bank,2019-08-05,2019-08-05,3679594.118,2019-12-26 16:00:00,13.588455247080628,143.66666666666666,143.66666666666666,0,1,0,0,0.0,0,3.0
631421,2019-12-11,12,52073020.0,Payment,Credit_card_repayment,2019-06-08,2019-06-07,450764.05,2019-12-11 12:00:00,115.52167924404083,119.95833333333333,186.5,3,1,0,0,0.0,0,3.0
632280,2019-12-20,17,11000000.0,Transfer,Outside_bank,2019-05-06,2019-03-19,23733.321,2019-12-20 17:00:00,463.48338672725856,228.70833333333334,228.70833333333334,0,1,0,0,0.0,0,3.0
632818,2019-09-18,10,43850000.0,Payment,Credit_card_repayment,2019-04-26,2019-01-08,127510.70333333334,2019-09-18 10:00:00,343.89269959503065,138.875,145.41666666666666,1,1,0,0,0.0,0,3.0
92383,2019-12-12,9,50000000.0,Transfer,Outside_bank,2019-05-13,2019-05-13,1693396.17625,2019-12-12 09:00:00,29.526463270059445,213.375,213.375,0,1,0,0,0.0,0,3.0
104352,2019-11-27,14,18087000.0,Transfer,Outside_bank,2019-06-03,2019-05-24,1540151.7242857143,2019-11-27 14:00:00,11.743648183928686,124.20833333333333,177.58333333333334,2,1,0,0,0.0,0,3.0
187270,2019-11-05,10,32032000.0,Payment,Credit_card_repayment,2019-07-31,2019-07-26,657757.13,2019-11-05 10:00:00,48.69882596257529,97.41666666666667,97.41666666666667,0,1,0,0,0.0,0,3.0
633339,2019-10-25,21,30000000.0,Payment,Credit_card_repayment,2019-02-21,2019-02-21,710035.9481818182,2019-10-25 21:00:00,42.251381886224465,246.875,246.875,0,1,0,0,0.0,0,3.0
637725,2019-12-06,0,50000000.0,Transfer,Within_bank,2019-03-27,2019-03-26,1798448.628,2019-12-06 00:00:00,27.80173935539402,0.2916666666666667,254.0,13,0,1,0,0.0,1,3.0
638089,2019-12-27,16,26080000.0,Transfer,Outside_bank,2019-04-08,2019-04-05,149569.07555555558,2019-12-27 16:00:00,174.36759504854487,263.6666666666667,263.6666666666667,0,1,0,0,0.0,0,3.0
335845,2019-09-26,11,18000000.0,Transfer,Outside_bank,2019-06-26,2019-06-26,1370443.1614285712,2019-09-26 11:00:00,13.134437462627181,92.45833333333333,92.45833333333333,0,1,0,0,0.0,0,3.0
639460,2019-10-12,11,213000000.0,Transfer,Outside_bank,2019-06-04,2019-06-04,1162396.365,2019-10-12 11:00:00,183.24214219146114,130.45833333333334,130.45833333333334,0,1,0,0,0.0,0,3.0
639460,2019-10-18,2,16215000.0,Transfer,Outside_bank,2019-06-04,2019-06-04,1162396.365,2019-10-18 02:00:00,13.949630683730247,0.16666666666666666,136.08333333333334,4,0,1,0,0.0,1,3.0
639631,2019-11-23,10,49811148.0,Payment,Credit_card_repayment,2019-05-16,2019-05-08,335732.115,2019-11-23 10:00:00,148.36575285184244,191.41666666666666,191.41666666666666,0,1,0,0,0.0,0,3.0
48378,2019-12-01,5,16300000.0,Transfer,Outside_bank,2019-10-22,2019-10-22,40187.365000000005,2019-12-01 05:00:00,405.6001182447268,3.7916666666666665,40.208333333333336,3,0,1,0,0.0,1,3.0
640282,2019-12-03,8,50000000.0,Transfer,Outside_bank,2019-03-30,2019-03-30,1888920.6989999998,2019-12-03 08:00:00,26.470142460827205,154.58333333333334,248.33333333333334,2,1,0,0,0.0,0,3.0
641175,2019-11-23,4,17000000.0,Payment,Credit_card_repayment,2019-11-05,2019-11-05,118387.095,2019-11-23 04:00:00,143.5967323850968,0.5416666666666666,18.166666666666668,6,0,1,0,0.0,1,3.0
641186,2019-12-26,13,50000000.0,Transfer,Outside_bank,2019-06-11,2019-06-11,1523550.6742857143,2019-12-26 13:00:00,32.81807480615195,198.54166666666666,198.54166666666666,0,1,0,0,0.0,0,3.0
642013,2019-12-20,16,10135435.0,Transfer,Outside_bank,2019-09-05,2019-09-05,834145.445,2019-12-20 16:00:00,12.150680748341788,106.66666666666667,106.66666666666667,0,1,0,0,0.0,0,3.0
643981,2019-09-07,6,22800000.0,Transfer,Outside_bank,2019-03-06,2019-03-06,238110.33000000002,2019-09-07 06:00:00,95.7539305373373,185.25,185.25,0,1,0,0,0.0,0,3.0
497825,2019-07-13,0,20000000.0,Transfer,Outside_bank,2019-03-11,2019-02-21,1109969.7736363637,2019-07-13 00:00:00,18.018508679112912,0.25,124.0,3,0,1,0,0.0,1,3.0
644360,2019-10-18,6,140000000.0,Transfer,Within_bank,2019-07-04,2019-07-04,3419630.2883333336,2019-10-18 06:00:00,40.94009825483915,106.25,106.25,0,1,0,0,0.0,0,3.0
142224,2019-12-02,15,178000000.0,Transfer,Outside_bank,2019-02-01,2019-02-01,7907244.836363637,2019-12-02 15:00:00,22.51100145289457,304.625,304.625,0,1,0,0,0.0,0,3.0
400625,2019-08-04,1,15000000.0,Transfer,Outside_bank,2019-06-12,2019-06-12,1046826.2814285714,2019-08-04 01:00:00,14.329025040703673,0.16666666666666666,53.041666666666664,152,0,1,2,0.013157893871191192,1,3.0
648258,2019-12-05,0,11000000.0,Transfer,Outside_bank,2019-04-04,2019-03-14,360284.81444444443,2019-12-05 00:00:00,30.531400599430135,0.0,245.0,47,0,1,2,0.042553182435493095,1,3.0
488640,2019-05-04,0,50000000.0,Transfer,Outside_bank,2019-05-02,2019-05-02,968996.38875,2019-05-04 00:00:00,51.59977950380571,0.041666666666666664,2.0,7,0,1,0,0.0,1,3.0
311818,2019-11-19,0,44747754.0,Payment,Credit_card_repayment,2019-04-08,2019-04-08,999649.381111111,2019-11-19 00:00:00,44.763448910272125,51.541666666666664,225.0,3,0,1,0,0.0,1,3.0
92978,2019-12-14,10,15000000.0,Transfer,Outside_bank,2019-07-23,2019-07-23,532242.15,2019-12-14 10:00:00,28.18266084284789,116.04166666666667,144.41666666666666,14,1,0,0,0.0,0,3.0
