CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Device_ID_Hash,Beneficiary_CUSTOMER_NUMBER,ts_dt,tx_id,DEVICE_TOTAL_DISTINCT_CUSTOMERS,DEVICE_TOTAL_TRANS_COUNT,BENEFICIARY_TOTAL_DISTINCT_SENDERS,BENEFICIARY_TOTAL_TRANS_COUNT,BENEFICIARY_TOTAL_AMOUNT,IS_SHARED_DEVICE_ALERT,IS_COMMON_RECEIVER_ALERT,risk_score
434988,2019-10-07,13,55000.0,543973bc82a413b4,758279,2019-10-07 13:00:00,619,1,172,662,693,9064454590.0,0,1,2.0
434988,2019-10-10,8,5000000.0,543973bc82a413b4,758279,2019-10-10 08:00:00,620,1,172,662,693,9064454590.0,0,1,2.0
434988,2019-11-01,12,35000.0,543973bc82a413b4,365022,2019-11-01 12:00:00,621,1,172,634,660,6399600520.0,0,1,2.0
434988,2019-11-05,13,100000.0,543973bc82a413b4,944525,2019-11-05 13:00:00,622,1,172,624,644,5572610296.0,0,1,2.0
434988,2019-11-17,23,100000.0,543973bc82a413b4,59630,2019-11-17 23:00:00,624,1,172,8,8,51396920.0,0,1,2.0
434988,2019-11-27,12,70000.0,543973bc82a413b4,671660,2019-11-27 12:00:00,626,1,172,661,684,7042926342.0,0,1,2.0
434988,2019-12-02,15,15000000.0,543973bc82a413b4,694973,2019-12-02 15:00:00,627,1,172,13,13,134483960.0,0,1,2.0
434988,2019-12-03,9,120000.0,3e069e96f35aecdb,46784,2019-12-03 09:00:00,628,1,1,617,641,5449630314.0,0,1,2.0
434988,2019-12-12,16,200000.0,543973bc82a413b4,544752,2019-12-12 16:00:00,629,1,172,646,670,6681043761.0,0,1,2.0
434988,2019-12-23,13,70000.0,543973bc82a413b4,286459,2019-12-23 13:00:00,630,1,172,619,637,9013417271.0,0,1,2.0
434988,2019-12-25,13,50000.0,543973bc82a413b4,989778,2019-12-25 13:00:00,631,1,172,7,7,12210000.0,0,1,2.0
434988,2019-12-30,12,30000.0,543973bc82a413b4,940473,2019-12-30 12:00:00,633,1,172,600,622,5628460571.0,0,1,2.0
434988,2019-04-26,7,24000000.0,543973bc82a413b4,433352,2019-04-26 07:00:00,636,1,172,629,650,6887168540.0,0,1,2.0
434988,2019-05-31,14,1154000.0,543973bc82a413b4,35058,2019-05-31 14:00:00,638,1,172,8,8,87454000.0,0,1,2.0
434988,2019-06-26,6,25000000.0,543973bc82a413b4,739225,2019-06-26 06:00:00,639,1,172,617,633,7504680302.0,0,1,2.0
434988,2019-07-23,10,50000000.0,543973bc82a413b4,824813,2019-07-23 10:00:00,640,1,172,7,7,79200000.0,0,1,2.0
434988,2019-09-06,15,851000.0,543973bc82a413b4,25744,2019-09-06 15:00:00,642,1,172,643,675,6718022425.0,0,1,2.0
434988,2019-09-14,10,500000.0,543973bc82a413b4,416379,2019-09-14 10:00:00,643,1,172,628,656,6669302853.0,0,1,2.0
434988,2019-10-03,8,2500000.0,543973bc82a413b4,796810,2019-10-03 08:00:00,644,1,172,622,639,7115937501.0,0,1,2.0
434988,2019-10-31,12,45000.0,543973bc82a413b4,440524,2019-10-31 12:00:00,646,1,172,9,9,55083000.0,0,1,2.0
434988,2019-11-23,21,650000.0,543973bc82a413b4,820862,2019-11-23 21:00:00,647,1,172,708,741,7977338084.0,0,1,2.0
434988,2019-11-29,20,30000.0,543973bc82a413b4,806479,2019-11-29 20:00:00,648,1,172,7,7,155380000.0,0,1,2.0
434988,2019-12-09,17,41214.0,543973bc82a413b4,433473,2019-12-09 17:00:00,649,1,172,6,6,5351214.0,0,1,2.0
434988,2019-12-09,17,55000.0,543973bc82a413b4,543041,2019-12-09 17:00:00,650,1,172,642,664,6084381274.0,0,1,2.0
434988,2019-12-31,17,125000.0,543973bc82a413b4,78182,2019-12-31 17:00:00,651,1,172,4,4,4270000.0,0,1,2.0
434988,2019-12-31,8,550000.0,543973bc82a413b4,623896,2019-12-31 08:00:00,652,1,172,606,625,5486424694.0,0,1,2.0
434988,2019-12-31,9,69000.0,543973bc82a413b4,326400,2019-12-31 09:00:00,653,1,172,629,654,5890750062.0,0,1,2.0
434988,2019-03-20,16,63000.0,543973bc82a413b4,197818,2019-03-20 16:00:00,654,1,172,646,667,8136130430.0,0,1,2.0
434988,2019-04-03,14,42500.0,543973bc82a413b4,939211,2019-04-03 14:00:00,655,1,172,657,686,7272581397.0,0,1,2.0
434988,2019-04-03,13,93000.0,543973bc82a413b4,708086,2019-04-03 13:00:00,656,1,172,629,657,7038769038.0,0,1,2.0
434988,2019-05-25,6,9000000.0,543973bc82a413b4,193362,2019-05-25 06:00:00,657,1,172,664,692,6007886686.0,0,1,2.0
434988,2019-07-04,11,147000.0,543973bc82a413b4,281748,2019-07-04 11:00:00,659,1,172,8,8,25467000.0,0,1,2.0
434988,2019-09-03,13,200000.0,543973bc82a413b4,42545,2019-09-03 13:00:00,661,1,172,665,686,7848831501.0,0,1,2.0
434988,2019-09-26,10,3500000.0,543973bc82a413b4,297594,2019-09-26 10:00:00,662,1,172,624,643,7077668478.0,0,1,2.0
434988,2019-10-13,22,1100000.0,cdf0ba0f49f5a081,716659,2019-10-13 22:00:00,663,1,1,689,715,6102119040.0,0,1,2.0
434988,2019-10-18,7,800000.0,543973bc82a413b4,188357,2019-10-18 07:00:00,664,1,172,634,665,6565972764.0,0,1,2.0
434988,2019-10-23,12,40000.0,543973bc82a413b4,120843,2019-10-23 12:00:00,665,1,172,7,7,166068000.0,0,1,2.0
434988,2019-10-24,13,130000.0,543973bc82a413b4,237174,2019-10-24 13:00:00,666,1,172,6,6,6195000.0,0,1,2.0
434988,2019-10-30,16,1050000.0,543973bc82a413b4,727038,2019-10-30 16:00:00,667,1,172,635,660,6720031665.0,0,1,2.0
434988,2019-10-29,12,45000.0,543973bc82a413b4,59710,2019-10-29 12:00:00,668,1,172,6,6,85549000.0,0,1,2.0
434988,2019-11-04,10,90000.0,543973bc82a413b4,433633,2019-11-04 10:00:00,669,1,172,647,671,7616982661.0,0,1,2.0
434988,2019-11-09,13,1000000.0,543973bc82a413b4,667733,2019-11-09 13:00:00,670,1,172,11,11,10401000.0,0,1,2.0
434988,2019-11-22,13,152000.0,543973bc82a413b4,423633,2019-11-22 13:00:00,671,1,172,672,704,8225220196.0,0,1,2.0
434988,2019-12-10,15,23000.0,543973bc82a413b4,539650,2019-12-10 15:00:00,672,1,172,692,720,7561103624.0,0,1,2.0
434988,2019-12-11,11,400000.0,543973bc82a413b4,443694,2019-12-11 11:00:00,673,1,172,628,651,6392183653.0,0,1,2.0
434988,2019-12-16,9,200000.0,543973bc82a413b4,822177,2019-12-16 09:00:00,675,1,172,624,654,7741313111.0,0,1,2.0
434988,2019-12-24,12,75000.0,543973bc82a413b4,229974,2019-12-24 12:00:00,677,1,172,677,703,5722560353.0,0,1,2.0
434988,2019-01-28,8,226000.0,543973bc82a413b4,513133,2019-01-28 08:00:00,680,1,172,584,599,7458884539.0,0,1,2.0
434988,2019-03-08,19,10000000.0,543973bc82a413b4,849124,2019-03-08 19:00:00,682,1,172,645,670,8813279806.0,0,1,2.0
434988,2019-04-20,0,138000.0,736f520731616a4d,706685,2019-04-20 00:00:00,683,1,1,618,641,5616196787.0,0,1,2.0
434988,2019-05-04,8,50000.0,543973bc82a413b4,224924,2019-05-04 08:00:00,684,1,172,4,4,5690000.0,0,1,2.0
434988,2019-07-01,14,2250000.0,543973bc82a413b4,640832,2019-07-01 14:00:00,685,1,172,629,654,7483835545.0,0,1,2.0
434988,2019-07-24,12,40000.0,543973bc82a413b4,535383,2019-07-24 12:00:00,686,1,172,6,6,48880000.0,0,1,2.0
434988,2019-08-26,7,105000000.0,543973bc82a413b4,412350,2019-08-26 07:00:00,687,1,172,10,10,270757000.0,0,1,2.0
434988,2019-10-29,9,2300000.0,543973bc82a413b4,603331,2019-10-29 09:00:00,689,1,172,660,690,7668382734.0,0,1,2.0
434988,2019-11-26,8,2000000.0,543973bc82a413b4,152251,2019-11-26 08:00:00,691,1,172,622,651,7351563895.0,0,1,2.0
434988,2019-12-17,17,243000.0,543973bc82a413b4,661388,2019-12-17 17:00:00,692,1,172,664,690,6954406510.0,0,1,2.0
434988,2019-01-17,16,80000.0,543973bc82a413b4,655950,2019-01-17 16:00:00,694,1,172,4,4,3280000.0,0,1,2.0
434988,2019-01-23,12,40000.0,543973bc82a413b4,389344,2019-01-23 12:00:00,695,1,172,634,655,8560804340.0,0,1,2.0
434988,2019-03-07,16,195000.0,543973bc82a413b4,678694,2019-03-07 16:00:00,696,1,172,678,718,8034037458.0,0,1,2.0
434988,2019-03-25,20,25000000.0,543973bc82a413b4,243544,2019-03-25 20:00:00,697,1,172,596,620,5850692764.0,0,1,2.0
434988,2019-03-26,14,40000000.0,543973bc82a413b4,502658,2019-03-26 14:00:00,698,1,172,632,658,9156140164.0,0,1,2.0
434988,2019-06-05,11,295000.0,543973bc82a413b4,442743,2019-06-05 11:00:00,699,1,172,10,10,11026000.0,0,1,2.0
434988,2019-07-30,13,70000.0,543973bc82a413b4,799547,2019-07-30 13:00:00,700,1,172,619,651,6352705624.0,0,1,2.0
434988,2019-10-02,14,170000.0,543973bc82a413b4,933892,2019-10-02 14:00:00,701,1,172,650,667,7250602497.0,0,1,2.0
434988,2019-10-08,12,80000.0,543973bc82a413b4,36572,2019-10-08 12:00:00,702,1,172,604,629,8493144809.0,0,1,2.0
434988,2019-10-13,8,1400000.0,4767057ff4911bd8,469616,2019-10-13 08:00:00,703,1,1,637,665,7878252631.0,0,1,2.0
434988,2019-10-14,13,70000.0,543973bc82a413b4,841912,2019-10-14 13:00:00,704,1,172,650,673,9758320335.0,0,1,2.0
434988,2019-11-05,10,5533000.0,543973bc82a413b4,757012,2019-11-05 10:00:00,706,1,172,653,677,8264148878.0,0,1,2.0
434988,2019-11-13,11,93000.0,543973bc82a413b4,494394,2019-11-13 11:00:00,707,1,172,670,700,7656564102.0,0,1,2.0
434988,2019-11-14,17,2000000.0,543973bc82a413b4,933892,2019-11-14 17:00:00,708,1,172,650,667,7250602497.0,0,1,2.0
434988,2019-02-22,15,106000.0,543973bc82a413b4,383408,2019-02-22 15:00:00,709,1,172,662,679,6339283370.0,0,1,2.0
434988,2019-05-27,20,2000000.0,543973bc82a413b4,814606,2019-05-27 20:00:00,712,1,172,656,682,6277392682.0,0,1,2.0
434988,2019-07-23,8,50000000.0,543973bc82a413b4,937908,2019-07-23 08:00:00,714,1,172,654,679,7313734026.0,0,1,2.0
434988,2019-07-26,8,20000000.0,57efc7e9e4301f11,837301,2019-07-26 08:00:00,715,1,1,614,634,6001829574.0,0,1,2.0
434988,2019-07-29,14,488000.0,543973bc82a413b4,712611,2019-07-29 14:00:00,716,1,172,680,706,7812026942.0,0,1,2.0
434988,2019-08-12,19,445000.0,543973bc82a413b4,586234,2019-08-12 19:00:00,717,1,172,642,659,6287576360.0,0,1,2.0
434988,2019-08-28,13,134.0,543973bc82a413b4,260138,2019-08-28 13:00:00,718,1,172,642,663,8132121226.0,0,1,2.0
434988,2019-08-28,8,293000.0,543973bc82a413b4,63571,2019-08-28 08:00:00,719,1,172,633,651,8090827458.0,0,1,2.0
434988,2019-08-28,9,6400000.0,543973bc82a413b4,169630,2019-08-28 09:00:00,720,1,172,628,657,7008535979.0,0,1,2.0
434988,2019-09-09,11,291000.0,543973bc82a413b4,22638,2019-09-09 11:00:00,721,1,172,654,675,7462550857.0,0,1,2.0
434988,2019-09-17,16,700000.0,543973bc82a413b4,502658,2019-09-17 16:00:00,722,1,172,632,658,9156140164.0,0,1,2.0
434988,2019-09-19,11,148000.0,543973bc82a413b4,968963,2019-09-19 11:00:00,723,1,172,649,671,6520958873.0,0,1,2.0
434988,2019-10-09,12,600000.0,543973bc82a413b4,231033,2019-10-09 12:00:00,725,1,172,623,649,7461934676.0,0,1,2.0
434988,2019-10-11,16,95000.0,543973bc82a413b4,622860,2019-10-11 16:00:00,726,1,172,608,625,7555997837.0,0,1,2.0
434988,2019-10-21,8,715000.0,543973bc82a413b4,886796,2019-10-21 08:00:00,727,1,172,4,4,2515000.0,0,1,2.0
434988,2019-10-22,13,116000.0,543973bc82a413b4,915483,2019-10-22 13:00:00,728,1,172,636,652,5959123623.0,0,1,2.0
434988,2019-10-29,11,61000.0,543973bc82a413b4,9513,2019-10-29 11:00:00,729,1,172,12,12,131018000.0,0,1,2.0
434988,2019-11-06,17,145000.0,543973bc82a413b4,687405,2019-11-06 17:00:00,730,1,172,582,601,6169816844.0,0,1,2.0
434988,2019-11-19,7,1000000.0,543973bc82a413b4,286459,2019-11-19 07:00:00,731,1,172,619,637,9013417271.0,0,1,2.0
434988,2019-12-13,17,167000.0,543973bc82a413b4,616641,2019-12-13 17:00:00,732,1,172,628,646,6089029292.0,0,1,2.0
434988,2019-01-21,10,29000.0,543973bc82a413b4,528415,2019-01-21 10:00:00,734,1,172,5,5,7009000.0,0,1,2.0
434988,2019-01-25,17,125000.0,543973bc82a413b4,543461,2019-01-25 17:00:00,735,1,172,638,666,7378799990.0,0,1,2.0
434988,2019-01-26,13,25000000.0,543973bc82a413b4,145308,2019-01-26 13:00:00,737,1,172,637,661,6932841623.0,0,1,2.0
434988,2019-02-18,15,69000.0,543973bc82a413b4,465169,2019-02-18 15:00:00,739,1,172,669,698,10253544428.0,0,1,2.0
434988,2019-03-11,18,500000.0,543973bc82a413b4,780006,2019-03-11 18:00:00,740,1,172,676,699,7860634998.0,0,1,2.0
434988,2019-04-01,11,160000.0,543973bc82a413b4,169602,2019-04-01 11:00:00,741,1,172,5,5,58010000.0,0,1,2.0
434988,2019-04-12,18,136000.0,543973bc82a413b4,58485,2019-04-12 18:00:00,742,1,172,611,621,6924013253.0,0,1,2.0
434988,2019-05-10,13,1062000.0,543973bc82a413b4,490916,2019-05-10 13:00:00,743,1,172,642,655,8204828906.0,0,1,2.0
434988,2019-05-29,8,182000.0,543973bc82a413b4,833071,2019-05-29 08:00:00,744,1,172,641,666,6518503337.0,0,1,2.0
434988,2019-06-02,9,15000000.0,543973bc82a413b4,591693,2019-06-02 09:00:00,745,1,172,665,688,5961279722.0,0,1,2.0
434988,2019-09-10,17,500000.0,543973bc82a413b4,774523,2019-09-10 17:00:00,746,1,172,645,666,7393558290.0,0,1,2.0
434988,2019-10-09,16,1455000.0,543973bc82a413b4,159107,2019-10-09 16:00:00,747,1,172,653,670,6078034107.0,0,1,2.0
434988,2019-10-08,11,93000.0,543973bc82a413b4,951914,2019-10-08 11:00:00,748,1,172,623,637,6413961616.0,0,1,2.0
434988,2019-10-10,17,10000.0,543973bc82a413b4,69325,2019-10-10 17:00:00,749,1,172,668,692,7458118485.0,0,1,2.0
434988,2019-10-17,16,1000000.0,543973bc82a413b4,187691,2019-10-17 16:00:00,750,1,172,7,7,47105000.0,0,1,2.0
434988,2019-11-13,12,40000.0,543973bc82a413b4,19743,2019-11-13 12:00:00,751,1,172,606,636,7330753547.0,0,1,2.0
434988,2019-11-19,11,306000.0,543973bc82a413b4,669880,2019-11-19 11:00:00,752,1,172,703,731,9903116188.0,0,1,2.0
434988,2019-12-05,10,113000.0,543973bc82a413b4,487177,2019-12-05 10:00:00,753,1,172,675,703,7688765722.0,0,1,2.0
434988,2019-12-20,11,5740000.0,543973bc82a413b4,39876,2019-12-20 11:00:00,754,1,172,678,705,8062378857.0,0,1,2.0
434988,2019-01-11,15,63000.0,543973bc82a413b4,539650,2019-01-11 15:00:00,755,1,172,692,720,7561103624.0,0,1,2.0
434988,2019-02-01,15,157000.0,543973bc82a413b4,908479,2019-02-01 15:00:00,757,1,172,663,683,7682965914.0,0,1,2.0
434988,2019-02-21,16,800000.0,543973bc82a413b4,469443,2019-02-21 16:00:00,760,1,172,637,658,7262298250.0,0,1,2.0
434988,2019-02-27,16,129000.0,4e5568c1ca1fb5e6,185385,2019-02-27 16:00:00,761,1,1,652,684,7885851004.0,0,1,2.0
434988,2019-05-23,15,1100000.0,9ab504d8fb734db0,311061,2019-05-23 15:00:00,762,1,1,635,669,7057293366.0,0,1,2.0
434988,2019-05-27,21,47800000.0,543973bc82a413b4,347505,2019-05-27 21:00:00,763,1,172,661,683,7367186998.0,0,1,2.0
434988,2019-06-05,18,2000000.0,543973bc82a413b4,745889,2019-06-05 18:00:00,764,1,172,666,695,7013066758.0,0,1,2.0
434988,2019-06-26,17,142500.0,543973bc82a413b4,729312,2019-06-26 17:00:00,765,1,172,658,678,8320400027.0,0,1,2.0
434988,2019-07-01,8,500000.0,543973bc82a413b4,288609,2019-07-01 08:00:00,766,1,172,5,5,20186000.0,0,1,2.0
434988,2019-07-11,9,1800000.0,543973bc82a413b4,680234,2019-07-11 09:00:00,767,1,172,11,11,45838491.0,0,1,2.0
434988,2019-07-25,12,40000.0,543973bc82a413b4,494394,2019-07-25 12:00:00,768,1,172,670,700,7656564102.0,0,1,2.0
434988,2019-10-15,14,45000.0,543973bc82a413b4,874445,2019-10-15 14:00:00,770,1,172,643,667,7582370094.0,0,1,2.0
434988,2019-10-17,6,500000.0,543973bc82a413b4,375005,2019-10-17 06:00:00,771,1,172,636,655,8620555253.0,0,1,2.0
434988,2019-11-04,19,2500000.0,543973bc82a413b4,141567,2019-11-04 19:00:00,772,1,172,671,695,7719838681.0,0,1,2.0
434988,2019-11-07,14,144000.0,543973bc82a413b4,954662,2019-11-07 14:00:00,773,1,172,635,659,10533159451.0,0,1,2.0
434988,2019-11-15,11,2500000.0,543973bc82a413b4,983293,2019-11-15 11:00:00,774,1,172,596,614,6113266418.0,0,1,2.0
434988,2019-12-10,20,200000.0,543973bc82a413b4,31440,2019-12-10 20:00:00,775,1,172,11,11,16369000.0,0,1,2.0
434988,2019-12-27,13,87000.0,543973bc82a413b4,67141,2019-12-27 13:00:00,776,1,172,7,7,153289000.0,0,1,2.0
998148,2019-01-08,10,500000.0,4cfcd50d2a7789b4,354821,2019-01-08 10:00:00,778,1,172,626,651,6853649358.0,0,1,2.0
998148,2019-01-04,16,500000.0,4cfcd50d2a7789b4,450535,2019-01-04 16:00:00,779,1,172,605,627,7528866178.0,0,1,2.0
998148,2019-07-03,0,3310000.0,4cfcd50d2a7789b4,548358,2019-07-03 00:00:00,789,1,172,644,663,7192320375.0,0,1,2.0
998148,2019-11-05,14,220000.0,4cfcd50d2a7789b4,738188,2019-11-05 14:00:00,795,1,172,7,7,8480000.0,0,1,2.0
998148,2019-11-08,11,20000.0,4cfcd50d2a7789b4,54295,2019-11-08 11:00:00,797,1,172,6,6,3968000.0,0,1,2.0
998148,2019-11-17,21,560000.0,4cfcd50d2a7789b4,46812,2019-11-17 21:00:00,799,1,172,665,699,8771220956.0,0,1,2.0
998148,2019-12-20,16,300000.0,4cfcd50d2a7789b4,628373,2019-12-20 16:00:00,801,1,172,610,637,6856777438.0,0,1,2.0
998148,2019-03-24,12,280000.0,4cfcd50d2a7789b4,105357,2019-03-24 12:00:00,803,1,172,569,595,6754033450.0,0,1,2.0
998148,2019-04-03,9,720000.0,4cfcd50d2a7789b4,140202,2019-04-03 09:00:00,805,1,172,637,661,8730559851.0,0,1,2.0
998148,2019-04-16,20,80000.0,4cfcd50d2a7789b4,939551,2019-04-16 20:00:00,806,1,172,676,698,8841616675.0,0,1,2.0
998148,2019-08-06,14,5000000.0,4cfcd50d2a7789b4,669880,2019-08-06 14:00:00,812,1,172,703,731,9903116188.0,0,1,2.0
998148,2019-01-10,23,2000000.0,4cfcd50d2a7789b4,712620,2019-01-10 23:00:00,824,1,172,611,630,6290590400.0,0,1,2.0
998148,2019-01-23,23,15000000.0,4cfcd50d2a7789b4,762956,2019-01-23 23:00:00,825,1,172,646,662,9701707226.0,0,1,2.0
998148,2019-03-02,12,1200000.0,4cfcd50d2a7789b4,236643,2019-03-02 12:00:00,827,1,172,626,644,7814691794.0,0,1,2.0
998148,2019-05-03,20,1200000.0,4cfcd50d2a7789b4,781612,2019-05-03 20:00:00,830,1,172,6,6,16700000.0,0,1,2.0
998148,2019-05-26,10,666000.0,4cfcd50d2a7789b4,85511,2019-05-26 10:00:00,831,1,172,676,710,6692801093.0,0,1,2.0
998148,2019-09-17,20,120000.0,4cfcd50d2a7789b4,483817,2019-09-17 20:00:00,838,1,172,638,661,8345206971.0,0,1,2.0
998148,2019-12-25,18,750000.0,4cfcd50d2a7789b4,427069,2019-12-25 18:00:00,847,1,172,12,12,30080000.0,0,1,2.0
998148,2019-08-17,23,350000.0,4cfcd50d2a7789b4,368388,2019-08-17 23:00:00,861,1,172,632,659,7793946480.0,0,1,2.0
998148,2019-09-04,19,520000.0,4cfcd50d2a7789b4,770452,2019-09-04 19:00:00,863,1,172,632,656,8071060772.0,0,1,2.0
998148,2019-09-18,20,600000.0,4cfcd50d2a7789b4,908025,2019-09-18 20:00:00,865,1,172,672,692,7708543191.0,0,1,2.0
998148,2019-11-28,17,500000.0,4cfcd50d2a7789b4,881187,2019-11-28 17:00:00,874,1,172,617,645,6528157418.0,0,1,2.0
998148,2019-12-23,10,1230000.0,4cfcd50d2a7789b4,735255,2019-12-23 10:00:00,875,1,172,682,710,7285305206.0,0,1,2.0
998148,2019-10-30,12,1200000.0,4cfcd50d2a7789b4,424315,2019-10-30 12:00:00,887,1,172,626,653,7417376685.0,0,1,2.0
998148,2019-12-23,15,1300000.0,4cfcd50d2a7789b4,885037,2019-12-23 15:00:00,891,1,172,667,689,9826788650.0,0,1,2.0
998148,2019-01-06,14,1000000.0,4cfcd50d2a7789b4,581381,2019-01-06 14:00:00,893,1,172,617,646,8720615062.0,0,1,2.0
998148,2019-01-21,11,2000000.0,4cfcd50d2a7789b4,395804,2019-01-21 11:00:00,894,1,172,609,644,9750752649.0,0,1,2.0
998148,2019-05-05,20,200000.0,4cfcd50d2a7789b4,489881,2019-05-05 20:00:00,898,1,172,4,4,66500000.0,0,1,2.0
998148,2019-06-21,17,2650000.0,4cfcd50d2a7789b4,595668,2019-06-21 17:00:00,902,1,172,707,738,7872376097.0,0,1,2.0
998148,2019-08-20,13,2000000.0,4cfcd50d2a7789b4,547573,2019-08-20 13:00:00,904,1,172,636,663,7182305476.0,0,1,2.0
998148,2019-11-12,19,1000000.0,4cfcd50d2a7789b4,744075,2019-11-12 19:00:00,909,1,172,667,696,6649979168.0,0,1,2.0
998148,2019-03-07,16,500000.0,4cfcd50d2a7789b4,609523,2019-03-07 16:00:00,913,1,172,644,684,7306301816.0,0,1,2.0
998148,2019-04-27,10,252000.0,4cfcd50d2a7789b4,15561,2019-04-27 10:00:00,916,1,172,4,4,702000.0,0,1,2.0
998148,2019-07-04,8,500000.0,4cfcd50d2a7789b4,58623,2019-07-04 08:00:00,921,1,172,7,7,8450000.0,0,1,2.0
998148,2019-04-25,13,335000.0,4cfcd50d2a7789b4,840479,2019-04-25 13:00:00,933,1,172,7,7,5145000.0,0,1,2.0
998148,2019-10-21,19,5000000.0,4cfcd50d2a7789b4,374192,2019-10-21 19:00:00,947,1,172,6,6,27659000.0,0,1,2.0
105797,2019-01-08,14,12488.0,ec305979cfec3242,350535,2019-01-08 14:00:00,952,1,753,623,645,6686625497.0,0,1,2.0
105797,2019-01-11,8,2000.0,ec305979cfec3242,751734,2019-01-11 08:00:00,953,1,753,7,7,900062000.0,0,1,2.0
105797,2019-01-30,9,2500.0,ec305979cfec3242,607191,2019-01-30 09:00:00,954,1,753,640,654,7080586597.0,0,1,2.0
105797,2019-02-01,8,3000.0,ec305979cfec3242,494394,2019-02-01 08:00:00,955,1,753,670,700,7656564102.0,0,1,2.0
105797,2019-02-12,13,11000.0,ec305979cfec3242,730965,2019-02-12 13:00:00,956,1,753,636,669,5908633849.0,0,1,2.0
105797,2019-02-26,8,5000.0,ec305979cfec3242,534485,2019-02-26 08:00:00,957,1,753,9,9,36079400.0,0,1,2.0
105797,2019-03-01,13,5000.0,ec305979cfec3242,741476,2019-03-01 13:00:00,958,1,753,7,8,15699049.0,0,1,2.0
105797,2019-03-01,15,170.0,ec305979cfec3242,616904,2019-03-01 15:00:00,959,1,753,6,6,14110170.0,0,1,2.0
105797,2019-03-04,14,3505.0,ec305979cfec3242,631517,2019-03-04 14:00:00,960,1,753,650,669,7485108259.0,0,1,2.0
105797,2019-03-19,10,5000.0,ec305979cfec3242,311818,2019-03-19 10:00:00,961,1,753,691,715,8627800044.0,0,1,2.0
105797,2019-03-27,15,1750.0,ec305979cfec3242,975853,2019-03-27 15:00:00,962,1,753,637,666,10574082712.0,0,1,2.0
105797,2019-03-28,9,997.0,ec305979cfec3242,592218,2019-03-28 09:00:00,963,1,753,626,656,6750598484.0,0,1,2.0
105797,2019-04-01,14,5951.0,ec305979cfec3242,553000,2019-04-01 14:00:00,964,1,753,5,5,2495951.0,0,1,2.0
105797,2019-04-19,8,7503.0,ec305979cfec3242,504955,2019-04-19 08:00:00,965,1,753,653,674,9913582648.0,0,1,2.0
105797,2019-04-25,13,1383.0,ec305979cfec3242,416379,2019-04-25 13:00:00,966,1,753,628,656,6669302853.0,0,1,2.0
105797,2019-04-22,13,7780.0,ec305979cfec3242,923970,2019-04-22 13:00:00,968,1,753,618,632,7755687515.0,0,1,2.0
105797,2019-04-22,15,2927.0,ec305979cfec3242,837301,2019-04-22 15:00:00,969,1,753,614,634,6001829574.0,0,1,2.0
105797,2019-04-29,10,825.0,ec305979cfec3242,114375,2019-04-29 10:00:00,970,1,753,626,654,7730660077.0,0,1,2.0
105797,2019-05-06,8,772.0,ec305979cfec3242,383696,2019-05-06 08:00:00,972,1,753,636,658,7494104975.0,0,1,2.0
105797,2019-05-07,15,17693.0,ec305979cfec3242,104895,2019-05-07 15:00:00,973,1,753,626,659,5894712202.0,0,1,2.0
105797,2019-05-08,7,10200.0,ec305979cfec3242,986670,2019-05-08 07:00:00,974,1,753,8,8,67026200.0,0,1,2.0
105797,2019-05-13,11,14049.0,ec305979cfec3242,741476,2019-05-13 11:00:00,975,1,753,7,8,15699049.0,0,1,2.0
105797,2019-05-17,10,4295.0,ec305979cfec3242,301135,2019-05-17 10:00:00,976,1,753,12,12,21486295.0,0,1,2.0
105797,2019-05-17,11,20000.0,ec305979cfec3242,360954,2019-05-17 11:00:00,977,1,753,656,676,4713051348.0,0,1,2.0
105797,2019-05-20,14,11955.0,ec305979cfec3242,504955,2019-05-20 14:00:00,978,1,753,653,674,9913582648.0,0,1,2.0
105797,2019-05-30,10,3435.0,ec305979cfec3242,816292,2019-05-30 10:00:00,979,1,753,627,649,8590050788.0,0,1,2.0
105797,2019-06-06,7,12000.0,ec305979cfec3242,425947,2019-06-06 07:00:00,980,1,753,4,4,33012000.0,0,1,2.0
105797,2019-06-12,10,228.0,ec305979cfec3242,926282,2019-06-12 10:00:00,981,1,753,7,7,18269228.0,0,1,2.0
105797,2019-06-18,9,9453.0,ec305979cfec3242,189173,2019-06-18 09:00:00,982,1,753,631,644,9286360809.0,0,1,2.0
105797,2019-06-25,9,5501.0,ec305979cfec3242,565054,2019-06-25 09:00:00,984,1,753,631,666,6502414963.0,0,1,2.0
105797,2019-06-25,20,200000.0,ec305979cfec3242,898466,2019-06-25 20:00:00,985,1,753,659,672,6940178277.0,0,1,2.0
105797,2019-07-01,14,444.0,ec305979cfec3242,164083,2019-07-01 14:00:00,986,1,753,645,674,8533509861.0,0,1,2.0
105797,2019-07-10,16,13000.0,ec305979cfec3242,516377,2019-07-10 16:00:00,987,1,753,679,705,7208979634.0,0,1,2.0
105797,2019-07-11,16,16000.0,ec305979cfec3242,775080,2019-07-11 16:00:00,989,1,753,6,6,4070000.0,0,1,2.0
105797,2019-07-15,14,7862.0,ec305979cfec3242,820862,2019-07-15 14:00:00,990,1,753,708,741,7977338084.0,0,1,2.0
