CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,Merchant_ID_Masked,ts_dt,tx_id,is_high_risk_cat,cum_cat_count,cum_tx_count,IS_FIRST_TIME_HIGH_RISK_CAT,IS_FIRST_TIME_HIGH_RISK_HIGH_VAL,MERCHANT_TOTAL_DISTINCT_CUSTOMERS,MERCHANT_TOTAL_TRANS_COUNT,MERCHANT_TOTAL_AMOUNT,risk_score
438964,2019-01-18,11,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-01-18 11:00:00,34964,1,0,1,1,1,46204,989006,10890308817423.29,2.5
441480,2019-06-10,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-10 15:00:00,503661,1,0,2,1,1,46204,989006,10890308817423.29,2.5
441576,2019-08-27,9,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-27 09:00:00,1355437,1,0,1,1,1,46204,989006,10890308817423.29,2.5
441669,2019-10-01,15,68000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-01 15:00:00,901685,1,0,13,1,1,46204,989006,10890308817423.29,2.5
442019,2019-04-02,16,47332000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-02 16:00:00,1157452,1,0,2,1,1,46204,989006,10890308817423.29,2.5
443523,2019-06-20,5,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-20 05:00:00,838878,1,0,4,1,1,46204,989006,10890308817423.29,2.5
444248,2019-07-13,22,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-13 22:00:00,1353649,1,0,1,1,1,46204,989006,10890308817423.29,2.5
447750,2019-11-04,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-04 10:00:00,1370753,1,0,5,1,1,46204,989006,10890308817423.29,2.5
449221,2019-12-01,22,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-01 22:00:00,1341427,1,0,6,1,1,46204,989006,10890308817423.29,2.5
451963,2019-04-23,15,51400000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-23 15:00:00,223467,1,0,2,1,1,46204,989006,10890308817423.29,2.5
453606,2019-04-20,18,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-20 18:00:00,239814,1,0,2,1,1,46204,989006,10890308817423.29,2.5
455514,2019-10-25,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-25 09:00:00,1132053,1,0,2,1,1,46204,989006,10890308817423.29,2.5
455708,2019-09-27,11,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-27 11:00:00,1394076,1,0,1,1,1,46204,989006,10890308817423.29,2.5
456834,2019-05-15,10,45730000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-15 10:00:00,356319,1,0,1,1,1,46204,989006,10890308817423.29,2.5
457772,2019-05-31,16,45250000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-31 16:00:00,1111613,1,0,1,1,1,46204,989006,10890308817423.29,2.5
459265,2019-08-06,13,106000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-06 13:00:00,795533,1,0,1,1,1,46204,989006,10890308817423.29,2.5
460647,2019-11-06,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-06 19:00:00,1395655,1,0,4,1,1,46204,989006,10890308817423.29,2.5
461788,2019-05-07,8,46000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-07 08:00:00,1345930,1,0,3,1,1,46204,989006,10890308817423.29,2.5
467104,2019-06-17,10,750000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-17 10:00:00,675381,1,0,3,1,1,46204,989006,10890308817423.29,2.5
468149,2019-12-06,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-06 08:00:00,1315182,1,0,4,1,1,46204,989006,10890308817423.29,2.5
469513,2019-03-14,17,45190000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-14 17:00:00,96671,1,0,1,1,1,46204,989006,10890308817423.29,2.5
473530,2019-11-21,21,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-21 21:00:00,1265279,1,0,1,1,1,46204,989006,10890308817423.29,2.5
474020,2019-11-10,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-10 09:00:00,1017886,1,0,3,1,1,46204,989006,10890308817423.29,2.5
477575,2019-12-31,13,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-31 13:00:00,1410589,1,0,5,1,1,46204,989006,10890308817423.29,2.5
479071,2019-12-03,12,553000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-03 12:00:00,1402475,1,0,1,1,1,46204,989006,10890308817423.29,2.5
479772,2019-11-29,10,50000050.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-29 10:00:00,1399177,1,0,1,1,1,46204,989006,10890308817423.29,2.5
480702,2019-06-19,10,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-19 10:00:00,536533,1,0,2,1,1,46204,989006,10890308817423.29,2.5
483901,2019-10-06,9,44000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-06 09:00:00,1332194,1,0,2,1,1,46204,989006,10890308817423.29,2.5
484916,2019-09-09,15,46404000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-09 15:00:00,977165,1,0,1,1,1,46204,989006,10890308817423.29,2.5
486117,2019-09-20,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-20 09:00:00,1393809,1,0,1,1,1,46204,989006,10890308817423.29,2.5
488899,2019-12-04,1,178350000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-04 01:00:00,1378859,1,0,1,1,1,46204,989006,10890308817423.29,2.5
491043,2019-11-28,16,42000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 16:00:00,1298882,1,0,1,1,1,46204,989006,10890308817423.29,2.5
491829,2019-11-29,9,77300000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-29 09:00:00,1331835,1,0,3,1,1,46204,989006,10890308817423.29,2.5
492450,2019-12-28,22,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 22:00:00,1339812,1,0,1,1,1,46204,989006,10890308817423.29,2.5
494049,2019-10-30,19,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-30 19:00:00,1202023,1,0,7,1,1,46204,989006,10890308817423.29,2.5
494224,2019-11-21,17,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-21 17:00:00,1248829,1,0,1,1,1,46204,989006,10890308817423.29,2.5
494846,2019-06-24,14,185000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-24 14:00:00,1133641,1,0,1,1,1,46204,989006,10890308817423.29,2.5
495575,2019-06-04,16,42900000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-04 16:00:00,568074,1,0,1,1,1,46204,989006,10890308817423.29,2.5
497989,2019-04-18,15,49100000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-18 15:00:00,253790,1,0,5,1,1,46204,989006,10890308817423.29,2.5
500617,2019-11-21,15,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-21 15:00:00,1264075,1,0,4,1,1,46204,989006,10890308817423.29,2.5
501562,2019-08-01,22,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-01 22:00:00,1054390,1,0,7,1,1,46204,989006,10890308817423.29,2.5
501660,2019-12-02,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-02 07:00:00,1407832,1,0,1,1,1,46204,989006,10890308817423.29,2.5
503798,2019-09-24,16,59025000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-24 16:00:00,1306927,1,0,2,1,1,46204,989006,10890308817423.29,2.5
504937,2019-11-26,8,400000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-26 08:00:00,1398086,1,0,1,1,1,46204,989006,10890308817423.29,2.5
506873,2019-12-30,18,115000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-30 18:00:00,1388625,1,0,1,1,1,46204,989006,10890308817423.29,2.5
507023,2019-07-26,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-26 19:00:00,700666,1,0,4,1,1,46204,989006,10890308817423.29,2.5
507140,2019-12-14,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-14 08:00:00,1367934,1,0,6,1,1,46204,989006,10890308817423.29,2.5
507839,2019-05-06,10,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-06 10:00:00,4747,1,0,47,1,1,46204,989006,10890308817423.29,2.5
509459,2019-08-02,5,246000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-02 05:00:00,1353085,1,0,1,1,1,46204,989006,10890308817423.29,2.5
515653,2019-05-23,17,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-23 17:00:00,1404254,1,0,1,1,1,46204,989006,10890308817423.29,2.5
515767,2019-07-24,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-24 15:00:00,756789,1,0,1,1,1,46204,989006,10890308817423.29,2.5
517827,2019-10-01,20,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-01 20:00:00,1361249,1,0,1,1,1,46204,989006,10890308817423.29,2.5
518100,2019-03-28,18,140000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-28 18:00:00,1345844,1,0,5,1,1,46204,989006,10890308817423.29,2.5
518132,2019-04-22,11,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-22 11:00:00,435152,1,0,1,1,1,46204,989006,10890308817423.29,2.5
519008,2019-05-17,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-17 14:00:00,363926,1,0,1,1,1,46204,989006,10890308817423.29,2.5
519899,2019-12-27,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-27 16:00:00,1035752,1,0,13,1,1,46204,989006,10890308817423.29,2.5
520810,2019-12-07,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-07 14:00:00,1314708,1,0,2,1,1,46204,989006,10890308817423.29,2.5
522262,2019-08-27,13,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-27 13:00:00,818481,1,0,9,1,1,46204,989006,10890308817423.29,2.5
524416,2019-12-27,11,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-27 11:00:00,1338158,1,0,2,1,1,46204,989006,10890308817423.29,2.5
526800,2019-06-03,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-03 08:00:00,456905,1,0,1,1,1,46204,989006,10890308817423.29,2.5
526908,2019-06-20,3,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-20 03:00:00,83587,1,0,2,1,1,46204,989006,10890308817423.29,2.5
528618,2019-07-31,16,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-31 16:00:00,850139,1,0,1,1,1,46204,989006,10890308817423.29,2.5
529007,2019-04-04,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-04 14:00:00,139683,1,0,2,1,1,46204,989006,10890308817423.29,2.5
529598,2019-09-25,8,132460000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-25 08:00:00,1326266,1,0,2,1,1,46204,989006,10890308817423.29,2.5
529662,2019-07-08,16,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-08 16:00:00,416122,1,0,6,1,1,46204,989006,10890308817423.29,2.5
530097,2019-04-05,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-05 09:00:00,171339,1,0,2,1,1,46204,989006,10890308817423.29,2.5
530831,2019-09-20,14,73700000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-20 14:00:00,1346772,1,0,3,1,1,46204,989006,10890308817423.29,2.5
531966,2019-09-20,16,107901715.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-20 16:00:00,1096137,1,0,1,1,1,46204,989006,10890308817423.29,2.5
532265,2019-12-25,19,46300000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-25 19:00:00,1386886,1,0,1,1,1,46204,989006,10890308817423.29,2.5
533076,2019-05-24,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-24 17:00:00,589112,1,0,3,1,1,46204,989006,10890308817423.29,2.5
535799,2019-10-04,11,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-04 11:00:00,613148,1,0,6,1,1,46204,989006,10890308817423.29,2.5
536626,2019-09-30,15,112000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-30 15:00:00,1164038,1,0,1,1,1,46204,989006,10890308817423.29,2.5
538890,2019-10-03,11,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-03 11:00:00,1150093,1,0,3,1,1,46204,989006,10890308817423.29,2.5
539272,2019-10-25,13,130000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-25 13:00:00,1069390,1,0,1,1,1,46204,989006,10890308817423.29,2.5
541446,2019-09-12,5,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-12 05:00:00,978546,1,0,1,1,1,46204,989006,10890308817423.29,2.5
542324,2019-06-19,16,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-19 16:00:00,491206,1,0,2,1,1,46204,989006,10890308817423.29,2.5
544798,2019-12-02,15,90000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-02 15:00:00,1335677,1,0,2,1,1,46204,989006,10890308817423.29,2.5
547115,2019-08-12,11,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-12 11:00:00,438603,1,0,1,1,1,46204,989006,10890308817423.29,2.5
547188,2019-12-08,13,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-08 13:00:00,1380674,1,0,2,1,1,46204,989006,10890308817423.29,2.5
550196,2019-07-31,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-31 09:00:00,1020268,1,0,2,1,1,46204,989006,10890308817423.29,2.5
552363,2019-06-10,10,407000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-10 10:00:00,509839,1,0,1,1,1,46204,989006,10890308817423.29,2.5
552833,2019-11-28,10,500000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-28 10:00:00,1276485,1,0,2,1,1,46204,989006,10890308817423.29,2.5
552847,2019-05-31,9,149000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-31 09:00:00,347613,1,0,15,1,1,46204,989006,10890308817423.29,2.5
554553,2019-09-27,8,62000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-27 08:00:00,1394064,1,0,4,1,1,46204,989006,10890308817423.29,2.5
556243,2019-12-12,8,45500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-12 08:00:00,1388883,1,0,2,1,1,46204,989006,10890308817423.29,2.5
558258,2019-11-29,11,70000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-29 11:00:00,1399137,1,0,3,1,1,46204,989006,10890308817423.29,2.5
559061,2019-08-08,8,45000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 08:00:00,276652,1,0,2,1,1,46204,989006,10890308817423.29,2.5
560193,2019-05-31,10,49228000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-31 10:00:00,132549,1,0,2,1,1,46204,989006,10890308817423.29,2.5
562663,2019-05-26,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-26 17:00:00,514303,1,0,1,1,1,46204,989006,10890308817423.29,2.5
563026,2019-04-12,15,1000000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-12 15:00:00,200287,1,0,1,1,1,46204,989006,10890308817423.29,2.5
563520,2019-02-20,11,95000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-02-20 11:00:00,44142,1,0,1,1,1,46204,989006,10890308817423.29,2.5
565007,2019-12-26,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-26 12:00:00,1331627,1,0,2,1,1,46204,989006,10890308817423.29,2.5
565626,2019-10-29,8,42000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-29 08:00:00,1021512,1,0,12,1,1,46204,989006,10890308817423.29,2.5
567699,2019-12-06,21,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-06 21:00:00,1299969,1,0,1,1,1,46204,989006,10890308817423.29,2.5
570757,2019-10-22,9,150000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-22 09:00:00,1221550,1,0,1,1,1,46204,989006,10890308817423.29,2.5
571607,2019-05-08,20,47800000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-08 20:00:00,239824,1,0,1,1,1,46204,989006,10890308817423.29,2.5
572827,2019-11-06,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-06 15:00:00,1370461,1,0,1,1,1,46204,989006,10890308817423.29,2.5
572970,2019-08-27,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-27 10:00:00,1402185,1,0,1,1,1,46204,989006,10890308817423.29,2.5
573309,2019-07-16,8,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-16 08:00:00,1299826,1,0,3,1,1,46204,989006,10890308817423.29,2.5
573566,2019-08-08,15,45800000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 15:00:00,1392206,1,0,1,1,1,46204,989006,10890308817423.29,2.5
576543,2019-12-19,12,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-19 12:00:00,1316350,1,0,1,1,1,46204,989006,10890308817423.29,2.5
576664,2019-08-11,13,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-11 13:00:00,38450,1,0,3,1,1,46204,989006,10890308817423.29,2.5
577984,2019-12-17,11,250000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-17 11:00:00,1379227,1,0,1,1,1,46204,989006,10890308817423.29,2.5
584784,2019-11-25,15,300000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-25 15:00:00,888771,1,0,1,1,1,46204,989006,10890308817423.29,2.5
586291,2019-09-14,19,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-14 19:00:00,1003015,1,0,1,1,1,46204,989006,10890308817423.29,2.5
587687,2019-09-06,6,800000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-06 06:00:00,1007335,1,0,1,1,1,46204,989006,10890308817423.29,2.5
588565,2019-11-18,10,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-18 10:00:00,1245109,1,0,9,1,1,46204,989006,10890308817423.29,2.5
589418,2019-06-06,17,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-06 17:00:00,617663,1,0,1,1,1,46204,989006,10890308817423.29,2.5
590804,2019-11-04,15,47000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-04 15:00:00,1199682,1,0,16,1,1,46204,989006,10890308817423.29,2.5
591368,2019-07-29,17,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-29 17:00:00,748339,1,0,9,1,1,46204,989006,10890308817423.29,2.5
591885,2019-07-23,21,46538000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-23 21:00:00,124319,1,0,24,1,1,46204,989006,10890308817423.29,2.5
592610,2019-07-18,18,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-18 18:00:00,954598,1,0,2,1,1,46204,989006,10890308817423.29,2.5
593866,2019-12-27,17,450000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-27 17:00:00,1381988,1,0,1,1,1,46204,989006,10890308817423.29,2.5
593943,2019-03-27,13,85000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-27 13:00:00,119338,1,0,2,1,1,46204,989006,10890308817423.29,2.5
596876,2019-06-03,9,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-03 09:00:00,429122,1,0,8,1,1,46204,989006,10890308817423.29,2.5
600225,2019-09-29,12,48500000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-29 12:00:00,1060980,1,0,1,1,1,46204,989006,10890308817423.29,2.5
605867,2019-05-11,14,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-11 14:00:00,1017860,1,0,3,1,1,46204,989006,10890308817423.29,2.5
606700,2019-12-25,16,180000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-25 16:00:00,932598,1,0,11,1,1,46204,989006,10890308817423.29,2.5
608563,2019-08-08,15,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-08 15:00:00,806535,1,0,1,1,1,46204,989006,10890308817423.29,2.5
610260,2019-03-06,11,497000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-03-06 11:00:00,127359,1,0,1,1,1,46204,989006,10890308817423.29,2.5
610263,2019-08-28,13,71100000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-28 13:00:00,1055652,1,0,2,1,1,46204,989006,10890308817423.29,2.5
610312,2019-11-25,15,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-25 15:00:00,1246391,1,0,6,1,1,46204,989006,10890308817423.29,2.5
612474,2019-12-22,21,55000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-22 21:00:00,1398584,1,0,1,1,1,46204,989006,10890308817423.29,2.5
612556,2019-10-22,15,49000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-22 15:00:00,1130260,1,0,2,1,1,46204,989006,10890308817423.29,2.5
612901,2019-06-18,17,57790000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-06-18 17:00:00,1392259,1,0,1,1,1,46204,989006,10890308817423.29,2.5
614040,2019-10-14,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-14 15:00:00,1268943,1,0,1,1,1,46204,989006,10890308817423.29,2.5
614112,2019-01-08,18,229697000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-01-08 18:00:00,77053,1,0,3,1,1,46204,989006,10890308817423.29,2.5
614225,2019-05-31,8,340000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-31 08:00:00,1392517,1,0,1,1,1,46204,989006,10890308817423.29,2.5
614601,2019-05-22,12,247400000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-22 12:00:00,1404074,1,0,1,1,1,46204,989006,10890308817423.29,2.5
615037,2019-12-28,11,48000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-28 11:00:00,638466,1,0,3,1,1,46204,989006,10890308817423.29,2.5
617156,2019-09-30,9,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-30 09:00:00,1128500,1,0,1,1,1,46204,989006,10890308817423.29,2.5
617207,2019-05-06,10,140000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-06 10:00:00,1347590,1,0,2,1,1,46204,989006,10890308817423.29,2.5
619798,2019-10-30,7,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-30 07:00:00,1364394,1,0,1,1,1,46204,989006,10890308817423.29,2.5
622119,2019-05-28,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-28 09:00:00,451008,1,0,1,1,1,46204,989006,10890308817423.29,2.5
622568,2019-09-21,7,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-21 07:00:00,1188737,1,0,1,1,1,46204,989006,10890308817423.29,2.5
622662,2019-12-09,10,99750000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-09 10:00:00,1263663,1,0,1,1,1,46204,989006,10890308817423.29,2.5
623818,2019-09-17,9,100000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-17 09:00:00,1410941,1,0,1,1,1,46204,989006,10890308817423.29,2.5
626241,2019-10-05,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-05 09:00:00,1394425,1,0,1,1,1,46204,989006,10890308817423.29,2.5
626415,2019-07-06,8,200000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-07-06 08:00:00,1352433,1,0,1,1,1,46204,989006,10890308817423.29,2.5
626478,2019-10-06,22,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-10-06 22:00:00,1279526,1,0,2,1,1,46204,989006,10890308817423.29,2.5
627134,2019-12-03,15,90000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-12-03 15:00:00,1284975,1,0,1,1,1,46204,989006,10890308817423.29,2.5
627548,2019-08-09,15,290000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-09 15:00:00,917524,1,0,1,1,1,46204,989006,10890308817423.29,2.5
630611,2019-09-30,18,40000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-30 18:00:00,1288715,1,0,2,1,1,46204,989006,10890308817423.29,2.5
633053,2019-11-05,17,53700000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-11-05 17:00:00,1172995,1,0,12,1,1,46204,989006,10890308817423.29,2.5
634470,2019-09-05,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-09-05 09:00:00,938956,1,0,2,1,1,46204,989006,10890308817423.29,2.5
636415,2019-05-13,14,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-05-13 14:00:00,249323,1,0,3,1,1,46204,989006,10890308817423.29,2.5
639314,2019-04-05,9,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-04-05 09:00:00,175989,1,0,2,1,1,46204,989006,10890308817423.29,2.5
640139,2019-08-06,15,50000000.0,Transfer,Outside_bank,BANK_TRANSFER_GATEWAY,2019-08-06 15:00:00,475359,1,0,3,1,1,46204,989006,10890308817423.29,2.5
