CUSTOMER_NUMBER,anomaly_score_sample,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
13990,-0.5696029849157356,Transfer,Outside_bank,2019-04-27,Sat,22,1,46698000.0,676990,iOS,57.40.xx.xx (HN),F,2019-02-27,1982-10-02,0,2019-03-22,BRANCH,1,SMART_OTP,Businessman,46698000.0,1,46698000.0,1,46698000.0,1,46698000.0,1,46698000.0,1,46698000.0,1,16445162.812222222,11145899.314285714,35,36.916666666666664,1,173.0,LOGIN,0.0,1.0,0.3076265553918081,-1.5895690473238637
14112,-0.6210006080814109,Transfer,Within_bank,2019-10-18,Fri,1,1,1000000.0,999661,Web,172.226.xx.xx (HN),F,2019-04-29,1985-03-25,0,2019-08-06,BRANCH,1,SMART_OTP,Businessman,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,1835876.3342857142,2522071.4285714286,14,73.04166666666667,1,657.0,LOGIN,0.0,25.0,0.6711598209301486,-1.0154845358194373
14112,-0.5737211299031483,Transfer,Outside_bank,2019-10-18,Fri,1,1,1750000.0,572836,Web,124.14.xx.xx (HN),F,2019-04-29,1985-03-25,0,2019-08-06,BRANCH,1,SMART_OTP,Businessman,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,2750000.0,2,1835876.3342857142,2522071.4285714286,14,0.0,2,657.0,LOGIN,0.0,25.0,0.6711598209301486,-1.0154845358194373
14123,-0.5704601523334342,Topup,eWallet,2019-12-05,Thu,6,2,4000000.0,NaN,Android,233.102.xx.xx (BD),F,2019-03-21,1997-12-23,0,2019-03-21,BRANCH,1,SMART_OTP,Commercial associate,4000000.0,1,4000000.0,1,5000000.0,2,5000000.0,2,5300000.0,3,5630000.0,5,724926.375,494837.8378378378,74,0.5,1,5702.0,LOGIN_FINGER,0.3947367901662118,76.0,0.3480799671043128,-1.025642284175714
14156,-0.6178413904324007,Payment,Credit_card_repayment,2019-10-22,Tue,10,1,27550000.0,NaN,Android,110.209.xx.xx (CT),F,2019-07-03,1994-03-14,1,2019-07-03,BRANCH,1,SMART_OTP,State servant,27550000.0,1,27550000.0,1,28300000.0,2,28300000.0,2,28300000.0,2,43450000.0,11,834246.0266666667,3155306.8571428573,63,0.625,0,999.0,LOGIN,0.0,46.0,0.1849990810848561,-1.0473337492280925
14252,-0.5730479136841563,Topup,eWallet,2019-04-06,Sat,4,2,200000.0,NaN,iOS,246.94.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,200000.0,1,200000.0,1,200000.0,1,200000.0,1,250000.0,2,250000.0,2,220454.85499999998,314001.7397260274,146,5.5,0,159.0,LOGIN,0.0,12.0,0.1549066379303361,-1.4663122478296682
14252,-0.5795018061293679,Topup,eWallet,2019-05-18,Sat,9,1,2880000.0,NaN,iOS,222.221.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,2880000.0,1,2880000.0,1,2880000.0,1,2900000.0,2,6572000.0,17,7273000.0,23,220454.85499999998,314001.7397260274,146,1.1666666666666667,0,1172.0,LOGIN,0.0,58.0,0.1549066379303361,-1.4663122478296682
14252,-0.5726836493801686,Topup,eWallet,2019-05-20,Mon,0,3,700000.0,NaN,iOS,5.185.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,950000.0,2,1250000.0,3,1250000.0,3,4130000.0,4,5573816.0,13,8523000.0,26,220454.85499999998,314001.7397260274,146,0.041666666666666664,0,1211.0,LOGIN,0.0,59.0,0.1549066379303361,-1.4663122478296682
14252,-0.5670294521101241,Topup,eWallet,2019-05-20,Mon,1,2,600000.0,NaN,iOS,82.70.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,1300000.0,2,1850000.0,4,1850000.0,4,4730000.0,5,6173816.0,14,9123000.0,27,220454.85499999998,314001.7397260274,146,0.041666666666666664,0,1212.0,LOGIN,0.0,60.0,0.1549066379303361,-1.4663122478296682
14252,-0.5789498423851881,Topup,eWallet,2019-08-14,Wed,0,1,284000.0,NaN,iOS,67.215.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,484000.0,2,484000.0,2,769000.0,4,769000.0,4,1019000.0,6,1097000.0,8,220454.85499999998,314001.7397260274,146,0.041666666666666664,0,3275.0,LOGIN,0.0,71.0,0.1549066379303361,-1.4663122478296682
14252,-0.5747895938387707,Topup,eWallet,2019-08-14,Wed,1,1,200000.0,NaN,iOS,178.98.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,484000.0,2,684000.0,3,969000.0,5,969000.0,5,1219000.0,7,1297000.0,9,220454.85499999998,314001.7397260274,146,0.041666666666666664,0,3276.0,LOGIN,0.0,71.0,0.1549066379303361,-1.4663122478296682
14252,-0.5723051164719912,Topup,eWallet,2019-09-20,Fri,0,2,450000.0,NaN,iOS,93.90.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,450000.0,1,500000.0,2,1800000.0,7,1800000.0,7,1900000.0,8,10734000.0,35,220454.85499999998,314001.7397260274,146,0.08333333333333333,1,4163.0,LOGIN,0.0,106.0,0.1549066379303361,-1.4663122478296682
14252,-0.5671485434100594,Transfer,Outside_bank,2019-09-25,Wed,2,2,1500000.0,469443,iOS,59.205.xx.xx (HN),M,2019-03-30,1994-11-14,0,2019-03-30,BRANCH,1,SMART_OTP,State servant,1600000.0,2,1600000.0,2,3000000.0,4,3385000.0,7,6086135.0,17,14020135.0,43,220454.85499999998,314001.7397260274,146,0.16666666666666666,2,4285.0,LOGIN,0.0,114.0,0.1549066379303361,-1.4663122478296682
14325,-0.5962531921402755,Transfer,Outside_bank,2019-09-18,Wed,10,1,384600000.0,379014,Android,9.154.xx.xx (HCM),M,2019-06-18,1963-08-05,0,2019-06-18,BRANCH,0,SMART_OTP,Pensioner,384600000.0,1,384600000.0,1,384600000.0,1,384600000.0,1,384600000.0,1,384600000.0,1,2833024.5200000005,192302000.0,2,92.41666666666667,1,2207.0,LOGIN,0.0,29.0,0.0,-0.9901746099320191
14342,-0.62076133763899,Transfer,Outside_bank,2019-04-10,Wed,3,1,20000000.0,826711,iOS,152.241.xx.xx (HCM),M,2019-01-29,1990-08-21,0,2019-01-29,BRANCH,0,SMART_OTP,State servant,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,20000000.0,1,8353923.4375,2964119.090909091,11,71.125,1,1696.0,LOGIN,0.4897958184090166,49.0,0.36797937203687225,-1.2368033137654693
14342,-0.6067880678975794,Payment,Utilities_payment,2019-06-05,Wed,5,1,138999.0,NaN,iOS,253.164.xx.xx (HCM),M,2019-01-29,1990-08-21,0,2019-01-29,BRANCH,0,SMART_OTP,State servant,8223999.0,2,8223999.0,2,8223999.0,2,8223999.0,2,8223999.0,2,8223999.0,2,8353923.4375,2964119.090909091,11,50.125,0,3042.0,LOGIN_FINGER,0.4886363081095104,88.0,0.36797937203687225,-1.2368033137654693
14342,-0.5688577722738374,Transfer,Within_bank,2019-08-23,Fri,13,1,1750000.0,491498,iOS,177.126.xx.xx (HCM),M,2019-01-29,1990-08-21,0,2019-01-29,BRANCH,0,SMART_OTP,State servant,1750000.0,1,1750000.0,1,1750000.0,1,1750000.0,1,1750000.0,1,1750000.0,1,8353923.4375,2964119.090909091,11,79.33333333333333,1,4946.0,LOGIN,0.49074069530178743,108.0,0.36797937203687225,-1.2368033137654693
14342,-0.5932073389638283,Payment,Credit_card_repayment,2019-12-15,Sun,13,1,899000.0,NaN,iOS,16.89.xx.xx (HCM),M,2019-01-29,1990-08-21,0,2019-01-29,BRANCH,0,SMART_OTP,State servant,899000.0,1,899000.0,1,899000.0,1,899000.0,1,899000.0,1,1060469.0,2,8353923.4375,2964119.090909091,11,28.791666666666668,0,0.0,LOGIN,0.4937499691406269,160.0,0.36797937203687225,-1.2368033137654693
14353,-0.5719593406667854,Payment,Credit_card_repayment,2019-11-21,Thu,9,1,3906258.0,NaN,Android,3.11.xx.xx (HN),M,2019-10-29,1983-06-04,0,2019-10-29,AUTO-JOB,0,SMART_OTP,Working,3906258.0,1,3906258.0,1,3906258.0,1,3906258.0,1,3906258.0,1,3906258.0,1,336016.83999999997,4189566.5,2,23.375,0,336.0,LOGIN,0.0,5.0,0.0,-1.1486666309555327
14353,-0.5811419694642683,Payment,Credit_card_repayment,2019-12-21,Sat,12,1,4472875.0,NaN,Android,247.171.xx.xx (HN),M,2019-10-29,1983-06-04,0,2019-10-29,AUTO-JOB,0,SMART_OTP,Working,4472875.0,1,4472875.0,1,4472875.0,1,4472875.0,1,4472875.0,1,4472875.0,1,336016.83999999997,4189566.5,2,30.125,0,1059.0,LOGIN,0.0,10.0,0.0,-1.1486666309555327
14464,-0.5743516318779073,Topup,Mobile,2019-11-20,Wed,23,1,100000.0,NaN,Android,121.14.xx.xx (HN),M,2019-08-12,1979-01-01,0,2019-08-22,AUTO-JOB,0,SMART_OTP,Businessman,100000.0,1,100000.0,1,100000.0,1,100000.0,1,100000.0,1,100000.0,1,738158.738,100000.0,1,90.95833333333333,0,1921.0,LOGIN_FINGER,0.3124999023437805,32.0,0.0,-0.9123275762060975
14638,-0.5715197620829101,Transfer,Outside_bank,2019-08-12,Mon,16,1,1000000.0,667182,Android,169.121.xx.xx (BD),M,2019-01-17,1988-11-16,0,2019-01-17,BRANCH,1,SMART_OTP,Working,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,1000000.0,1,7407005.161818182,2952142.8571428573,7,207.66666666666666,1,4957.0,LOGIN,0.14285707482996438,21.0,0.5651852399337975,-1.2875929990388486
14871,-0.6131509078861117,Transfer,Outside_bank,2019-05-14,Tue,0,3,6257000.0,119512,iOS,110.60.xx.xx (HN),F,2019-01-17,1983-07-13,0,2019-01-21,BRANCH,0,SMART_OTP,Businessman,6257000.0,1,6257000.0,1,6257000.0,1,6257000.0,1,6257000.0,1,6257000.0,1,43740785.02363636,83537846.0909091,44,76.20833333333333,1,2653.0,LOGIN,0.0,18.0,0.1447710130949166,-1.0633926756224543
14871,-0.56522005137041,Transfer,Outside_bank,2019-05-15,Wed,0,1,5000000.0,432475,iOS,210.175.xx.xx (HN),F,2019-01-17,1983-07-13,0,2019-01-21,BRANCH,0,SMART_OTP,Businessman,5000000.0,1,5000000.0,1,16257000.0,3,16257000.0,3,16257000.0,3,16257000.0,3,43740785.02363636,83537846.0909091,44,0.16666666666666666,3,2677.0,LOGIN,0.0,20.0,0.1447710130949166,-1.0633926756224543
14871,-0.5872282955031269,Transfer,Outside_bank,2019-06-16,Sun,16,2,464100000.0,166324,iOS,29.8.xx.xx (HN),F,2019-01-17,1983-07-13,0,2019-01-21,BRANCH,0,SMART_OTP,Businessman,464100000.0,1,464100000.0,1,464100000.0,1,464100000.0,1,464100000.0,1,835924000.0,9,43740785.02363636,83537846.0909091,44,15.833333333333334,1,3461.0,LOGIN,0.0,36.0,0.1447710130949166,-1.0633926756224543
14871,-0.5736818850640321,Transfer,Outside_bank,2019-09-27,Fri,16,3,722000000.0,191343,iOS,246.221.xx.xx (HN),F,2019-01-17,1983-07-13,0,2019-01-21,BRANCH,0,SMART_OTP,Businessman,726700000.0,2,729900000.0,3,729900000.0,3,729900000.0,3,729900000.0,3,729900000.0,3,43740785.02363636,83537846.0909091,44,0.041666666666666664,3,5933.0,LOGIN,0.0,72.0,0.1447710130949166,-1.0633926756224543
14919,-0.6488298719679955,Payment,Credit_card_repayment,2019-12-13,Fri,5,1,733625.0,NaN,Android,24.47.xx.xx (HP),M,2019-06-27,1987-12-01,0,2019-08-14,AUTO-JOB,1,SMS,Working,733625.0,1,733625.0,1,733625.0,1,733625.0,1,733625.0,1,733625.0,1,1311677.9314285715,630054.0,2,121.20833333333333,0,2874.0,LOGIN,0.0,4.0,0.0,-1.0386082211958458
14930,-0.6438790916514193,Payment,Credit_card_repayment,2019-12-20,Fri,16,1,341000.0,NaN,iOS,35.108.xx.xx (HN),F,2019-06-07,1985-01-01,0,2019-08-23,BRANCH,0,SMART_OTP,Working,341000.0,1,341000.0,1,341000.0,1,341000.0,1,341000.0,1,341000.0,1,588102.7283333334,341000.0,1,119.66666666666667,0,0.0,LOGIN,0.0,1.0,0.0,-1.6570300400893656
14954,-0.5769990786324088,Transfer,Outside_bank,2019-09-16,Mon,0,1,7000000.0,294469,Android,132.163.xx.xx (HCM),F,2019-09-14,1980-01-01,0,2019-09-14,BRANCH,0,SMART_OTP,Businessman,7000000.0,1,7000000.0,1,7000000.0,1,7600000.0,2,7600000.0,2,7600000.0,2,9387739.57,3997784.6153846155,26,1.1666666666666667,1,39.0,LOGIN,0.0,26.0,0.19583468794119568,-0.9016572892091946
14956,-0.5788944933821486,Transfer,Outside_bank,2019-07-19,Fri,15,1,30000000.0,779691,iOS,186.58.xx.xx (HCM),M,2019-05-28,1996-10-01,0,2019-05-28,BRANCH,0,SMART_OTP,Working,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,30000000.0,1,1304758.43,5274508.333333333,6,49.958333333333336,1,1250.0,LOGIN,0.4374997265626709,16.0,0.894847941191427,-1.0845088580867366
14956,-0.5946279331693893,Topup,eWallet,2019-11-26,Tue,14,1,350000.0,NaN,iOS,34.229.xx.xx (HCM),M,2019-05-28,1996-10-01,0,2019-05-28,BRANCH,0,SMART_OTP,Working,350000.0,1,350000.0,1,350000.0,1,350000.0,1,350000.0,1,350000.0,1,1304758.43,5274508.333333333,6,114.08333333333333,0,4369.0,LOGIN_FINGER,0.4482757074911354,29.0,0.894847941191427,-1.0845088580867366
14962,-0.5647014303955236,Transfer,Outside_bank,2019-08-26,Mon,0,1,3200000.0,725225,iOS,231.225.xx.xx (DN),M,2019-05-02,1992-07-07,0,2019-05-02,BRANCH,1,SMART_OTP,Working,3200000.0,1,3200000.0,1,3200000.0,1,3200000.0,1,3200000.0,1,10902000.0,7,3308281.8875,1305000.0,20,9.583333333333334,1,2768.0,LOGIN,0.499999953703708,108.0,0.3453170727705312,-1.1312764148813612
15165,-0.5701275415414957,Transfer,Outside_bank,2019-10-17,Thu,0,1,200000.0,83898,iOS,157.21.xx.xx (HN),M,2019-10-16,1994-12-08,0,2019-10-16,BRANCH,1,SMART_OTP,Commercial associate,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,581494.98,570370.3703703703,27,1.0,1,8.0,LOGIN,0.0,3.0,0.29031015242838754,-1.5685497740435819
15202,-0.5713628510519733,Topup,Mobile,2019-12-31,Tue,13,1,100000.0,NaN,iOS,126.166.xx.xx (NA),M,2019-10-23,1989-05-25,0,2019-10-23,BRANCH,0,SMART_OTP,Businessman,100000.0,1,100000.0,1,100000.0,1,100000.0,1,100000.0,1,100000.0,1,151612.90333333335,100000.0,1,69.54166666666667,0,1661.0,LOGIN_FACEID,0.39999973333351113,15.0,0.0,-1.4615154530178924
15215,-0.5706069383881388,Transfer,Within_bank,2019-11-29,Fri,8,1,450000.0,312388,Android,175.158.xx.xx (NA),F,2019-08-20,1983-05-31,0,2019-08-20,BRANCH,0,SMART_OTP,Working,450000.0,1,450000.0,1,450000.0,1,450000.0,1,450000.0,1,450000.0,1,1506816.292,474500.0,2,101.33333333333333,1,2419.0,LOGIN,0.0,42.0,0.0,-0.8326613929429992
15394,-0.5836758792491711,Transfer,Within_bank,2019-07-31,Wed,19,1,9990000.0,502852,iOS,197.242.xx.xx (HP),M,2019-06-05,1989-01-06,0,2019-06-05,BRANCH,0,SMART_OTP,Commercial associate,9990000.0,1,9990000.0,1,9990000.0,1,9990000.0,1,9990000.0,1,9990000.0,1,435930.7214285714,7251000.0,10,30.291666666666668,1,1349.0,LOGIN,0.0,1.0,0.9311546065618759,-2.18599489577607
15394,-0.5803724241479651,Transfer,Within_bank,2019-10-02,Wed,14,1,9980000.0,326400,iOS,104.251.xx.xx (HP),M,2019-06-05,1989-01-06,0,2019-06-05,BRANCH,0,SMART_OTP,Commercial associate,9980000.0,1,9980000.0,1,9980000.0,1,9980000.0,1,9980000.0,1,19970000.0,3,435930.7214285714,7251000.0,10,29.0,1,2856.0,LOGIN,0.0,3.0,0.9311546065618759,-2.18599489577607
15394,-0.5879155981869696,Transfer,Within_bank,2019-10-31,Thu,21,1,9990000.0,736724,iOS,68.102.xx.xx (HP),M,2019-06-05,1989-01-06,0,2019-06-05,BRANCH,0,SMART_OTP,Commercial associate,9990000.0,1,9990000.0,1,9990000.0,1,9990000.0,1,9990000.0,1,19970000.0,2,435930.7214285714,7251000.0,10,29.291666666666668,1,3559.0,LOGIN,0.0,4.0,0.9311546065618759,-2.18599489577607
15394,-0.5755798984641427,Transfer,Outside_bank,2019-11-30,Sat,11,1,9000000.0,241585,iOS,98.191.xx.xx (HP),M,2019-06-05,1989-01-06,0,2019-06-05,BRANCH,0,SMART_OTP,Commercial associate,10880000.0,2,10880000.0,2,10880000.0,2,10880000.0,2,10880000.0,2,20870000.0,3,435930.7214285714,7251000.0,10,29.583333333333332,1,4269.0,LOGIN,0.0,6.0,0.9311546065618759,-2.18599489577607
15394,-0.6037809377581228,Transfer,Within_bank,2019-12-31,Tue,8,1,11690000.0,708338,iOS,80.155.xx.xx (HP),M,2019-06-05,1989-01-06,0,2019-06-05,BRANCH,0,SMART_OTP,Commercial associate,11690000.0,1,11690000.0,1,11690000.0,1,11690000.0,1,11690000.0,1,11690000.0,1,435930.7214285714,7251000.0,10,30.875,1,5010.0,LOGIN,0.0,9.0,0.9311546065618759,-2.18599489577607
15466,-0.5860465512474181,Transfer,Outside_bank,2019-09-06,Fri,17,1,3800000.0,984826,Android,9.51.xx.xx (NA),F,2019-04-19,1999-01-15,0,2019-06-19,MYbank,1,SMART_OTP,Working,3800000.0,1,3800000.0,1,3800000.0,1,3800000.0,1,3800000.0,1,3800000.0,1,851744.0859999999,211800.0,30,79.70833333333333,1,1898.0,LOGIN,0.04545452479339782,22.0,0.3430001752165099,-1.038575342064679
15543,-0.6061652280569438,Topup,eWallet,2019-11-07,Thu,1,1,60000.0,NaN,iOS,118.61.xx.xx (HN),M,2019-10-16,1995-11-26,0,2019-11-06,BRANCH,1,SMART_OTP,Commercial associate,60000.0,1,60000.0,1,60000.0,1,60000.0,1,60000.0,1,60000.0,1,262242.45,5580000.0,2,1.0416666666666667,0,3.0,LOGIN_FINGER,0.0,2.0,0.0,-1.5167639650473346
15543,-0.5713066856512212,Transfer,Outside_bank,2019-12-04,Wed,19,2,11100000.0,169925,iOS,104.144.xx.xx (HN),M,2019-10-16,1995-11-26,0,2019-11-06,BRANCH,1,SMART_OTP,Commercial associate,11100000.0,1,11100000.0,1,11100000.0,1,11100000.0,1,11100000.0,1,11160000.0,2,262242.45,5580000.0,2,27.75,1,4.0,LOGIN,0.16666638888935187,6.0,0.0,-1.5167639650473346
15588,-0.5925702567318455,Payment,Credit_card_repayment,2019-12-11,Wed,18,1,3587543.0,NaN,Android,184.14.xx.xx (HCM),F,2019-11-01,1983-04-20,0,2019-11-01,BRANCH,0,SMART_OTP,State servant,3587543.0,1,3587543.0,1,3587543.0,1,3587543.0,1,3587543.0,1,3587543.0,1,14994541.885,38396885.75,4,40.75,0,964.0,LOGIN,0.0,2.0,0.0,-0.7079336393816077
15588,-0.624339718215811,Payment,Credit_card_repayment,2019-12-31,Tue,0,1,50000000.0,NaN,Android,247.232.xx.xx (HCM),F,2019-11-01,1983-04-20,0,2019-11-01,BRANCH,0,SMART_OTP,State servant,50000000.0,1,50000000.0,1,50000000.0,1,50000000.0,1,100000000.0,2,153587543.0,4,14994541.885,38396885.75,4,6.458333333333333,0,1426.0,LOGIN,0.0,5.0,0.0,-0.7079336393816077
15639,-0.583732375995931,Transfer,Outside_bank,2019-09-05,Thu,0,1,9000000.0,471452,Android,95.103.xx.xx (HN),F,2019-07-11,1995-02-03,0,2019-07-13,BRANCH,1,SMART_OTP,Working,9000000.0,1,9000000.0,1,9000000.0,1,9000000.0,1,9000000.0,1,9940000.0,2,1492805.1050000002,1291448.4666666666,15,11.583333333333334,1,851.0,LOGIN,0.289473608033261,38.0,0.37810247755984217,-1.059603971634631
15639,-0.6333318871415697,Payment,Credit_card_repayment,2019-12-08,Sun,0,1,932000.0,NaN,Android,197.170.xx.xx (HN),F,2019-07-11,1995-02-03,0,2019-07-13,BRANCH,1,SMART_OTP,Working,932000.0,1,932000.0,1,932000.0,1,932000.0,1,1392000.0,3,1392000.0,3,1492805.1050000002,1291448.4666666666,15,4.291666666666667,0,3107.0,LOGIN,0.3999999555555605,90.0,0.37810247755984217,-1.059603971634631
15707,-0.6103174843017506,Topup,eWallet,2019-09-20,Fri,1,1,40000.0,NaN,iOS,254.252.xx.xx (DN),M,2019-06-12,1998-02-11,0,2019-09-19,BRANCH,1,SMART_OTP,Commercial associate,40000.0,1,40000.0,1,40000.0,1,40000.0,1,40000.0,1,40000.0,1,153485.335,172873.33333333334,15,1.0416666666666667,0,0.0,LOGIN,0.0,1.0,0.6477757828731212,-1.1187452560567575
15707,-0.6176064473825471,Topup,eWallet,2019-12-19,Thu,2,1,200000.0,NaN,iOS,234.77.xx.xx (DN),M,2019-06-12,1998-02-11,0,2019-09-19,BRANCH,1,SMART_OTP,Commercial associate,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,200000.0,1,153485.335,172873.33333333334,15,30.5,0,954.0,LOGIN,0.3728812927319843,59.0,0.6477757828731212,-1.1187452560567575
15707,-0.5760422182934267,Topup,eWallet,2019-12-28,Sat,0,1,97000.0,NaN,iOS,68.234.xx.xx (DN),M,2019-06-12,1998-02-11,0,2019-09-19,BRANCH,1,SMART_OTP,Commercial associate,97000.0,1,97000.0,1,97000.0,1,97000.0,1,197000.0,2,397000.0,3,153485.335,172873.33333333334,15,4.208333333333333,0,1168.0,LOGIN,0.38461532544379606,65.0,0.6477757828731212,-1.1187452560567575
15867,-0.5825988164288877,Payment,Credit_card_repayment,2019-09-25,Wed,13,1,672983.0,NaN,iOS,14.249.xx.xx (HN),M,2019-08-15,1987-02-02,0,2019-08-15,BRANCH,0,SMART_OTP,Commercial associate,672983.0,1,672983.0,1,672983.0,1,672983.0,1,672983.0,1,672983.0,1,10314843.588000001,11952685.272727273,11,30.083333333333332,0,960.0,LOGIN_FINGER,0.4523808446712274,42.0,0.6823453281603936,-1.1014797283320665
15867,-0.5654557889660202,Payment,Credit_card_repayment,2019-10-26,Sat,21,1,5354306.0,NaN,iOS,111.18.xx.xx (HN),M,2019-08-15,1987-02-02,0,2019-08-15,BRANCH,0,SMART_OTP,Commercial associate,5354306.0,1,5354306.0,1,5354306.0,1,5354306.0,1,6354306.0,2,6354306.0,2,10314843.588000001,11952685.272727273,11,3.5,0,1712.0,LOGIN,0.4745761907497982,59.0,0.6823453281603936,-1.1014797283320665
15867,-0.5667334130715551,Payment,Credit_card_repayment,2019-11-24,Sun,20,1,15837662.0,NaN,iOS,75.127.xx.xx (HN),M,2019-08-15,1987-02-02,0,2019-08-15,BRANCH,0,SMART_OTP,Commercial associate,15837662.0,1,15837662.0,1,15837662.0,1,15837662.0,1,15837662.0,1,26191968.0,3,10314843.588000001,11952685.272727273,11,13.0,0,2407.0,LOGIN,0.4814814220393306,81.0,0.6823453281603936,-1.1014797283320665
15867,-0.5994662918264577,Payment,Utilities_payment,2019-12-07,Sat,1,1,784799.0,NaN,iOS,3.138.xx.xx (HN),M,2019-08-15,1987-02-02,0,2019-08-15,BRANCH,0,SMART_OTP,Commercial associate,784799.0,1,784799.0,1,784799.0,1,784799.0,1,784799.0,1,21622461.0,3,10314843.588000001,11952685.272727273,11,12.208333333333334,0,2700.0,LOGIN_FINGER,0.4772726730371962,88.0,0.6823453281603936,-1.1014797283320665
15934,-0.5934367809134433,Payment,Credit_card_repayment,2019-08-29,Thu,9,1,27174900.0,NaN,iOS,2.151.xx.xx (HCM),F,2019-05-24,1993-12-22,0,2019-06-19,AUTO-JOB,0,SMART_OTP,State servant,27174900.0,1,27174900.0,1,27174900.0,1,27174900.0,1,27174900.0,1,27175900.0,2,3891792.8242857144,12112375.0,4,29.916666666666668,0,999.0,LOGIN,0.0,20.0,0.0,-0.8232187793651872
15934,-0.5948479008277001,Payment,Credit_card_repayment,2019-10-03,Thu,12,1,10073600.0,NaN,iOS,110.253.xx.xx (HCM),F,2019-05-24,1993-12-22,0,2019-06-19,AUTO-JOB,0,SMART_OTP,State servant,10073600.0,1,10073600.0,1,10073600.0,1,10073600.0,1,10073600.0,1,10073600.0,1,3891792.8242857144,12112375.0,4,34.0,0,999.0,LOGIN,0.0,38.0,0.0,-0.8232187793651872
15953,-0.57240087013587,Transfer,Outside_bank,2019-12-03,Tue,15,1,47000000.0,553160,Android,219.93.xx.xx (HN),F,2019-04-25,1992-03-18,0,2019-04-25,BRANCH,1,SMART_OTP,Commercial associate,47000000.0,1,47000000.0,1,47000000.0,1,47000000.0,1,47000000.0,1,47000000.0,1,2078313.977777778,22647500.0,4,169.375,1,4065.0,LOGIN,0.0,966.0,0.0,-1.1832540572693007
15967,-0.5952001397427847,Transfer,Within_bank,2019-07-01,Mon,5,1,50000.0,671660,Android,152.223.xx.xx (HP),F,2019-05-22,1987-10-22,0,2019-05-22,BRANCH,1,SMART_OTP,Working,50000.0,1,50000.0,1,50000.0,1,50000.0,1,50000.0,1,50000.0,1,418756.18124999997,50000.0,1,40.208333333333336,1,324.0,LOGIN,0.0,0.0,0.0,-2.6662926490869743
15971,-0.568137707685359,Topup,eWallet,2019-10-15,Tue,15,1,15000.0,NaN,iOS,56.172.xx.xx (HN),M,2019-09-25,1997-10-15,0,2019-10-05,BRANCH,1,SMART_OTP,Businessman,15000.0,1,15000.0,1,15000.0,1,15000.0,1,15000.0,1,15000.0,1,0.0,638475.3846153846,13,10.625,0,244.0,LOGIN,0.0,3.0,0.31186295316838186,-1.383823612926859
15971,-0.6117469994209856,Transfer,Within_bank,2019-11-04,Mon,20,1,3240000.0,456834,iOS,187.71.xx.xx (HN),M,2019-09-25,1997-10-15,0,2019-10-05,BRANCH,1,SMART_OTP,Businessman,3240000.0,1,3240000.0,1,3240000.0,1,3240000.0,1,3240000.0,1,3255000.0,2,0.0,638475.3846153846,13,20.208333333333332,1,0.0,LOGIN,0.0,5.0,0.31186295316838186,-1.383823612926859
