CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,TRANS_LV1,TRANS_LV2,ts_dt,IS_STRUCTURED_AMT,STRUCTURING_24H_COUNT,IS_STRUCTURING_ALERT,UNIQUE_BENEFICIARIES_24H,SUM_AMOUNT_24H,IS_MULE_ALERT,risk_score
62461,2019-09-11,12,10000000.0,591693,Transfer,Outside_bank,2019-09-11 12:00:00,0,2.0,1,16,389040000.0,1,4.0
62461,2019-09-11,13,13000000.0,161690,Transfer,Outside_bank,2019-09-11 13:00:00,0,2.0,1,16,402040000.0,1,4.0
62461,2019-09-11,14,4170000.0,542054,Transfer,Outside_bank,2019-09-11 14:00:00,0,2.0,1,17,385210000.0,1,4.0
62461,2019-09-11,15,7930000.0,55754,Transfer,Within_bank,2019-09-11 15:00:00,0,2.0,1,17,387140000.0,1,4.0
62461,2019-11-25,19,3000000.0,822177,Transfer,Outside_bank,2019-11-25 19:00:00,0,2.0,1,17,570524000.0,1,4.0
62461,2019-11-25,20,27900000.0,282649,Transfer,Outside_bank,2019-11-25 20:00:00,0,2.0,1,17,545440000.0,1,4.0
160339,2019-04-17,0,27540000.0,465871,Transfer,Outside_bank,2019-04-17 00:00:00,0,2.0,1,13,949489000.0,1,4.0
160339,2019-04-17,1,2500000.0,772602,Transfer,Outside_bank,2019-04-17 01:00:00,0,2.0,1,13,940929000.0,1,4.0
72411,2019-12-13,17,90038750.0,586234,Transfer,Outside_bank,2019-12-13 17:00:00,1,2.0,1,5,253093998.0,1,4.0
72411,2019-12-13,18,151030000.0,780006,Transfer,Outside_bank,2019-12-13 18:00:00,0,2.0,1,6,329323998.0,1,4.0
72411,2019-12-13,19,136390520.0,995400,Transfer,Outside_bank,2019-12-13 19:00:00,0,2.0,1,6,435938718.0,1,4.0
160339,2019-04-17,2,7600000.0,901600,Transfer,Outside_bank,2019-04-17 02:00:00,0,2.0,1,13,826631000.0,1,4.0
44677,2019-11-21,8,98885000.0,295216,Transfer,Outside_bank,2019-11-21 08:00:00,1,2.0,1,5,592639388.0,1,4.0
160339,2019-04-17,11,67937600.0,389728,Transfer,Outside_bank,2019-04-17 11:00:00,0,2.0,1,13,675500600.0,1,4.0
44677,2019-11-21,10,90129000.0,669880,Transfer,Outside_bank,2019-11-21 10:00:00,1,2.0,1,6,575396000.0,1,4.0
44677,2019-11-21,14,46021844.0,209087,Transfer,Outside_bank,2019-11-21 14:00:00,1,3.0,1,6,621417844.0,1,4.0
44662,2019-12-18,7,93000000.0,948504,Transfer,Outside_bank,2019-12-18 07:00:00,1,2.0,1,6,283434000.0,1,4.0
44662,2019-12-18,7,27760000.0,312878,Transfer,Within_bank,2019-12-18 07:00:00,0,2.0,1,7,311194000.0,1,4.0
44662,2019-12-18,8,10000000.0,844352,Transfer,Within_bank,2019-12-18 08:00:00,0,2.0,1,7,316194000.0,1,4.0
44662,2019-12-18,9,1663000.0,475528,Transfer,Within_bank,2019-12-18 09:00:00,0,2.0,1,7,317857000.0,1,4.0
44662,2019-12-18,10,1920000.0,56664,Transfer,Outside_bank,2019-12-18 10:00:00,0,2.0,1,8,319777000.0,1,4.0
44662,2019-12-18,10,8000000.0,970337,Transfer,Within_bank,2019-12-18 10:00:00,0,2.0,1,9,327777000.0,1,4.0
44677,2019-11-21,15,5000000.0,155495,Transfer,Within_bank,2019-11-21 15:00:00,0,3.0,1,7,492031844.0,1,4.0
44677,2019-11-21,15,2662000.0,325485,Transfer,Outside_bank,2019-11-21 15:00:00,0,3.0,1,8,494693844.0,1,4.0
44677,2019-11-22,8,8500000.0,208610,Transfer,Outside_bank,2019-11-22 08:00:00,0,2.0,1,7,241918844.0,1,4.0
44677,2019-11-22,9,23703000.0,43147,Transfer,Outside_bank,2019-11-22 09:00:00,0,2.0,1,7,176015844.0,1,4.0
160339,2019-04-17,12,27793600.0,830422,Transfer,Outside_bank,2019-04-17 12:00:00,0,2.0,1,13,689794200.0,1,4.0
348242,2019-12-13,19,98178065.0,395646,Transfer,Outside_bank,2019-12-13 19:00:00,1,2.0,1,5,318369771.0,1,4.0
317017,2019-07-24,20,95495000.0,108040,Transfer,Outside_bank,2019-07-24 20:00:00,1,2.0,1,6,162880804.0,1,4.0
393920,2019-11-07,16,48000000.0,154821,Transfer,Outside_bank,2019-11-07 16:00:00,1,2.0,1,5,173850000.0,1,4.0
150875,2019-12-18,19,95414000.0,561451,Transfer,Outside_bank,2019-12-18 19:00:00,1,2.0,1,4,294414000.0,1,4.0
72411,2019-12-15,21,46610000.0,473621,Transfer,Outside_bank,2019-12-15 21:00:00,1,2.0,1,5,209866804.0,1,4.0
72411,2019-12-16,11,3614900.0,807794,Transfer,Outside_bank,2019-12-16 11:00:00,0,2.0,1,6,213481704.0,1,4.0
62461,2019-09-12,15,90000000.0,20903,Transfer,Outside_bank,2019-09-12 15:00:00,1,2.0,1,17,580099578.0,1,4.0
62461,2019-09-12,16,4200000.0,170318,Transfer,Outside_bank,2019-09-12 16:00:00,0,2.0,1,17,574999578.0,1,4.0
7012,2019-08-31,12,94003000.0,281501,Transfer,Outside_bank,2019-08-31 12:00:00,1,2.0,1,8,316406790.0,1,4.0
7012,2019-08-31,13,51915320.0,778839,Transfer,Outside_bank,2019-08-31 13:00:00,0,2.0,1,9,368322110.0,1,4.0
7012,2019-08-31,15,2277000.0,104311,Transfer,Outside_bank,2019-08-31 15:00:00,0,2.0,1,9,343099110.0,1,4.0
7012,2019-08-31,18,108592000.0,825878,Transfer,Outside_bank,2019-08-31 18:00:00,0,2.0,1,7,311814320.0,1,4.0
62461,2019-09-12,17,44520000.0,320447,Transfer,Outside_bank,2019-09-12 17:00:00,0,2.0,1,16,467719578.0,1,4.0
62461,2019-09-12,18,28810000.0,396884,Transfer,Outside_bank,2019-09-12 18:00:00,0,2.0,1,16,468979578.0,1,4.0
62461,2019-09-12,19,7970000.0,719955,Transfer,Within_bank,2019-09-12 19:00:00,0,2.0,1,15,467449578.0,1,4.0
62461,2019-09-12,19,3760000.0,866873,Transfer,Outside_bank,2019-09-12 19:00:00,0,2.0,1,16,471209578.0,1,4.0
7012,2019-09-04,19,99901000.0,839251,Transfer,Outside_bank,2019-09-04 19:00:00,1,2.0,1,3,197901000.0,1,4.0
452538,2019-11-26,7,49600000.0,344818,Transfer,Outside_bank,2019-11-26 07:00:00,1,2.0,1,3,98600000.0,1,4.0
452616,2019-08-06,15,47230000.0,443694,Transfer,Outside_bank,2019-08-06 15:00:00,1,2.0,1,7,251100000.0,1,4.0
452616,2019-08-06,18,37100000.0,111664,Transfer,Outside_bank,2019-08-06 18:00:00,0,2.0,1,7,267430000.0,1,4.0
453109,2019-09-25,11,97300000.0,340919,Transfer,Outside_bank,2019-09-25 11:00:00,1,2.0,1,7,505143144.0,1,4.0
453109,2019-09-25,15,73000000.0,645762,Transfer,Outside_bank,2019-09-25 15:00:00,0,2.0,1,6,311899000.0,1,4.0
453109,2019-09-25,16,50000000.0,561451,Transfer,Within_bank,2019-09-25 16:00:00,0,2.0,1,6,322899000.0,1,4.0
453109,2019-09-25,16,156000000.0,385346,Transfer,Outside_bank,2019-09-25 16:00:00,0,2.0,1,7,478899000.0,1,4.0
453109,2019-12-10,16,90984213.0,78956,Transfer,Outside_bank,2019-12-10 16:00:00,1,2.0,1,8,859846879.0,1,4.0
453109,2019-12-10,20,32879567.0,258083,Transfer,Outside_bank,2019-12-10 20:00:00,0,2.0,1,9,892726446.0,1,4.0
458055,2019-12-25,11,47000000.0,889277,Transfer,Within_bank,2019-12-25 11:00:00,1,2.0,1,4,117500000.0,1,4.0
477520,2019-07-08,14,46363636.0,242427,Transfer,Outside_bank,2019-07-08 14:00:00,1,2.0,1,4,114011522.0,1,4.0
477520,2019-07-09,9,20000000.0,737296,Transfer,Outside_bank,2019-07-09 09:00:00,0,2.0,1,5,114011522.0,1,4.0
485006,2019-09-17,11,200000000.0,79202,Transfer,Outside_bank,2019-09-17 11:00:00,0,2.0,1,3,1103570000.0,1,4.0
485006,2019-09-17,12,80326000.0,301498,Transfer,Outside_bank,2019-09-17 12:00:00,0,2.0,1,4,1183896000.0,1,4.0
515166,2019-11-17,9,47000000.0,860624,Transfer,Outside_bank,2019-11-17 09:00:00,1,2.0,1,3,231000000.0,1,4.0
523566,2019-09-11,21,190000000.0,143310,Transfer,Outside_bank,2019-09-11 21:00:00,1,2.0,1,4,419342000.0,1,4.0
530199,2019-08-12,15,10000000.0,52055,Transfer,Outside_bank,2019-08-12 15:00:00,0,2.0,1,3,297300000.0,1,4.0
530199,2019-08-13,10,2000000.0,906153,Transfer,Outside_bank,2019-08-13 10:00:00,0,2.0,1,4,299300000.0,1,4.0
530199,2019-08-13,10,100000.0,NaN,Topup,Mobile,2019-08-13 10:00:00,0,2.0,1,4,299400000.0,1,4.0
530199,2019-08-27,12,10000000.0,626343,Transfer,Outside_bank,2019-08-27 12:00:00,0,2.0,1,3,156985000.0,1,4.0
530199,2019-08-27,16,86810000.0,169925,Transfer,Outside_bank,2019-08-27 16:00:00,0,2.0,1,4,243795000.0,1,4.0
536626,2019-11-29,9,180000000.0,584919,Transfer,Within_bank,2019-11-29 09:00:00,1,2.0,1,5,993400000.0,1,4.0
536626,2019-11-29,13,38000000.0,229056,Transfer,Outside_bank,2019-11-29 13:00:00,0,2.0,1,6,421000000.0,1,4.0
536626,2019-11-29,14,10000000.0,779691,Transfer,Outside_bank,2019-11-29 14:00:00,0,2.0,1,5,431000000.0,1,4.0
542392,2019-08-02,14,45800000.0,442437,Transfer,Outside_bank,2019-08-02 14:00:00,1,2.0,1,3,127290000.0,1,4.0
542392,2019-08-03,13,95870000.0,458419,Transfer,Outside_bank,2019-08-03 13:00:00,1,2.0,1,3,217740000.0,1,4.0
542392,2019-12-18,9,47500000.0,199083,Transfer,Outside_bank,2019-12-18 09:00:00,1,2.0,1,6,235400000.0,1,4.0
542392,2019-12-18,10,26900000.0,619946,Transfer,Outside_bank,2019-12-18 10:00:00,0,2.0,1,6,262300000.0,1,4.0
542392,2019-12-18,13,299700000.0,47455,Transfer,Outside_bank,2019-12-18 13:00:00,0,2.0,1,5,474100000.0,1,4.0
548824,2019-08-09,15,188475000.0,847942,Transfer,Outside_bank,2019-08-09 15:00:00,1,2.0,1,7,276881000.0,1,4.0
548824,2019-08-09,15,2000000.0,619946,Transfer,Within_bank,2019-08-09 15:00:00,0,2.0,1,8,278881000.0,1,4.0
548824,2019-08-10,2,8400000.0,378970,Transfer,Outside_bank,2019-08-10 02:00:00,0,2.0,1,8,275881000.0,1,4.0
548824,2019-10-01,16,45000000.0,463439,Transfer,Outside_bank,2019-10-01 16:00:00,1,2.0,1,4,244178000.0,1,4.0
561840,2019-11-04,22,46532300.0,371962,Transfer,Outside_bank,2019-11-04 22:00:00,1,2.0,1,8,323534380.0,1,4.0
561840,2019-11-04,23,43700000.0,632091,Transfer,Outside_bank,2019-11-04 23:00:00,0,2.0,1,9,367234380.0,1,4.0
561840,2019-11-05,0,234263400.0,548358,Transfer,Outside_bank,2019-11-05 00:00:00,0,2.0,1,10,601497780.0,1,4.0
561840,2019-11-05,15,1000000.0,422456,Transfer,Outside_bank,2019-11-05 15:00:00,0,2.0,1,8,547945780.0,1,4.0
561840,2019-11-05,18,182133000.0,23204,Transfer,Outside_bank,2019-11-05 18:00:00,1,3.0,1,9,716628780.0,1,4.0
561840,2019-11-05,19,48407500.0,666452,Transfer,Outside_bank,2019-11-05 19:00:00,1,4.0,1,9,690279780.0,1,4.0
561840,2019-12-26,6,92446907.0,672296,Transfer,Outside_bank,2019-12-26 06:00:00,1,2.0,1,5,585238997.0,1,4.0
561840,2019-12-26,7,65335988.0,1213,Transfer,Outside_bank,2019-12-26 07:00:00,0,2.0,1,6,589439475.0,1,4.0
561840,2019-12-26,8,90466000.0,379014,Transfer,Outside_bank,2019-12-26 08:00:00,1,2.0,1,6,490043895.0,1,4.0
561840,2019-12-26,20,99300000.0,612022,Transfer,Outside_bank,2019-12-26 20:00:00,1,3.0,1,6,367648895.0,1,4.0
571963,2019-06-15,13,180000000.0,538932,Transfer,Outside_bank,2019-06-15 13:00:00,1,2.0,1,10,290500000.0,1,4.0
571963,2019-06-16,6,10000000.0,104466,Transfer,Within_bank,2019-06-16 06:00:00,0,2.0,1,7,280000000.0,1,4.0
571963,2019-06-16,7,60000000.0,119512,Transfer,Within_bank,2019-06-16 07:00:00,0,2.0,1,8,330000000.0,1,4.0
571963,2019-06-16,8,20000000.0,798727,Transfer,Within_bank,2019-06-16 08:00:00,0,2.0,1,8,350000000.0,1,4.0
571963,2019-06-16,9,24800000.0,985993,Transfer,Within_bank,2019-06-16 09:00:00,0,2.0,1,9,364800000.0,1,4.0
571963,2019-06-16,10,20000000.0,275806,Transfer,Within_bank,2019-06-16 10:00:00,0,2.0,1,9,364800000.0,1,4.0
571963,2019-06-16,11,30000000.0,24584,Transfer,Within_bank,2019-06-16 11:00:00,0,2.0,1,9,394800000.0,1,4.0
577275,2019-10-26,9,45219110.0,NaN,Payment,Credit_card_repayment,2019-10-26 09:00:00,1,2.0,1,5,559562614.0,1,4.0
577275,2019-11-15,13,48000000.0,879827,Transfer,Outside_bank,2019-11-15 13:00:00,1,2.0,1,4,228108820.0,1,4.0
580233,2019-12-31,16,90000000.0,716659,Transfer,Outside_bank,2019-12-31 16:00:00,1,2.0,1,4,213940000.0,1,4.0
586893,2019-09-09,20,96798040.0,477831,Transfer,Outside_bank,2019-09-09 20:00:00,1,2.0,1,4,296663040.0,1,4.0
586893,2019-09-09,21,2939000.0,433534,Transfer,Outside_bank,2019-09-09 21:00:00,0,2.0,1,5,299602040.0,1,4.0
586893,2019-09-10,18,31361000.0,335993,Transfer,Outside_bank,2019-09-10 18:00:00,0,2.0,1,4,226068040.0,1,4.0
586893,2019-09-19,19,181378250.0,433534,Transfer,Outside_bank,2019-09-19 19:00:00,1,2.0,1,3,355578250.0,1,4.0
586893,2019-09-20,16,30255000.0,692313,Transfer,Outside_bank,2019-09-20 16:00:00,0,2.0,1,3,310833250.0,1,4.0
586893,2019-09-20,17,62254000.0,497043,Transfer,Outside_bank,2019-09-20 17:00:00,0,2.0,1,4,373087250.0,1,4.0
587505,2019-11-05,19,94460000.0,39626,Transfer,Outside_bank,2019-11-05 19:00:00,1,2.0,1,6,243935500.0,1,4.0
596579,2019-11-14,10,190000000.0,34261,Transfer,Outside_bank,2019-11-14 10:00:00,1,2.0,1,5,370500000.0,1,4.0
596579,2019-11-14,14,3000000.0,493404,Transfer,Outside_bank,2019-11-14 14:00:00,0,2.0,1,6,373500000.0,1,4.0
596579,2019-11-14,16,4500000.0,768353,Transfer,Within_bank,2019-11-14 16:00:00,0,2.0,1,7,377800000.0,1,4.0
596579,2019-11-14,16,13380000.0,347641,Transfer,Outside_bank,2019-11-14 16:00:00,0,2.0,1,8,391180000.0,1,4.0
596579,2019-12-03,16,45200000.0,25744,Transfer,Outside_bank,2019-12-03 16:00:00,1,2.0,1,5,92740000.0,1,4.0
596579,2019-12-03,19,2000000.0,147878,Transfer,Outside_bank,2019-12-03 19:00:00,0,2.0,1,4,94740000.0,1,4.0
596579,2019-12-03,23,600000.0,202833,Transfer,Outside_bank,2019-12-03 23:00:00,0,2.0,1,4,92800000.0,1,4.0
596579,2019-12-04,10,460000.0,173688,Transfer,Outside_bank,2019-12-04 10:00:00,0,2.0,1,5,93260000.0,1,4.0
602611,2019-10-15,9,49999000.0,668460,Transfer,Outside_bank,2019-10-15 09:00:00,1,2.0,1,3,99274000.0,1,4.0
625048,2019-08-10,20,95376000.0,506980,Transfer,Outside_bank,2019-08-10 20:00:00,1,2.0,1,3,195027500.0,1,4.0
625048,2019-08-11,12,91245000.0,571969,Transfer,Outside_bank,2019-08-11 12:00:00,1,3.0,1,3,286272500.0,1,4.0
625048,2019-08-12,6,62675009.0,770862,Transfer,Outside_bank,2019-08-12 06:00:00,0,2.0,1,3,201600009.0,1,4.0
625048,2019-08-12,7,2000000.0,656335,Transfer,Outside_bank,2019-08-12 07:00:00,0,2.0,1,4,203600009.0,1,4.0
625048,2019-09-27,17,48430000.0,136359,Transfer,Outside_bank,2019-09-27 17:00:00,1,2.0,1,7,405961589.0,1,4.0
625048,2019-09-27,19,100000000.0,131249,Transfer,Outside_bank,2019-09-27 19:00:00,0,2.0,1,8,481575829.0,1,4.0
625048,2019-10-04,20,92012995.0,425803,Transfer,Outside_bank,2019-10-04 20:00:00,1,2.0,1,5,301756778.0,1,4.0
625048,2019-10-04,20,21195000.0,983203,Transfer,Within_bank,2019-10-04 20:00:00,0,2.0,1,6,322951778.0,1,4.0
625048,2019-10-04,21,26931850.0,27006,Transfer,Outside_bank,2019-10-04 21:00:00,0,2.0,1,6,349883628.0,1,4.0
625048,2019-10-05,11,78500000.0,899609,Transfer,Outside_bank,2019-10-05 11:00:00,0,2.0,1,7,328383628.0,1,4.0
625048,2019-10-05,18,88843620.0,541150,Transfer,Outside_bank,2019-10-05 18:00:00,0,2.0,1,7,401884748.0,1,4.0
625048,2019-10-05,19,181831050.0,188357,Transfer,Outside_bank,2019-10-05 19:00:00,1,2.0,1,7,489314515.0,1,4.0
625048,2019-10-18,18,47890000.0,512807,Transfer,Outside_bank,2019-10-18 18:00:00,1,2.0,1,9,422514320.0,1,4.0
625048,2019-10-19,7,93590000.0,456724,Transfer,Outside_bank,2019-10-19 07:00:00,1,2.0,1,6,292417920.0,1,4.0
625048,2019-10-19,8,7985000.0,164083,Transfer,Outside_bank,2019-10-19 08:00:00,0,2.0,1,6,300402920.0,1,4.0
625048,2019-10-19,16,400000.0,81169,Transfer,Outside_bank,2019-10-19 16:00:00,0,2.0,1,6,244202920.0,1,4.0
625048,2019-10-19,17,4605000.0,771320,Transfer,Outside_bank,2019-10-19 17:00:00,0,2.0,1,7,226339000.0,1,4.0
625048,2019-10-28,19,98000000.0,426923,Transfer,Outside_bank,2019-10-28 19:00:00,1,2.0,1,3,197694700.0,1,4.0
625048,2019-10-31,8,49207000.0,198526,Transfer,Outside_bank,2019-10-31 08:00:00,1,2.0,1,3,296988920.0,1,4.0
625048,2019-10-31,9,67576400.0,918809,Transfer,Outside_bank,2019-10-31 09:00:00,0,2.0,1,4,364565320.0,1,4.0
625048,2019-10-31,10,1307500.0,526686,Transfer,Outside_bank,2019-10-31 10:00:00,0,2.0,1,5,365872820.0,1,4.0
625048,2019-10-31,19,121940000.0,877454,Transfer,Outside_bank,2019-10-31 19:00:00,0,2.0,1,6,487812820.0,1,4.0
625048,2019-12-12,7,93183000.0,238041,Transfer,Outside_bank,2019-12-12 07:00:00,1,2.0,1,10,292804249.0,1,4.0
625048,2019-12-12,9,14059500.0,117965,Transfer,Outside_bank,2019-12-12 09:00:00,0,2.0,1,11,289013019.0,1,4.0
625048,2019-12-12,10,26370000.0,510799,Transfer,Outside_bank,2019-12-12 10:00:00,0,2.0,1,11,301315660.0,1,4.0
625048,2019-12-12,11,9252000.0,526803,Transfer,Outside_bank,2019-12-12 11:00:00,0,2.0,1,11,292647160.0,1,4.0
625048,2019-12-12,12,20478000.0,95364,Transfer,Outside_bank,2019-12-12 12:00:00,0,2.0,1,11,311233160.0,1,4.0
625048,2019-12-12,13,10708000.0,221301,Transfer,Outside_bank,2019-12-12 13:00:00,0,2.0,1,11,321941160.0,1,4.0
625048,2019-12-12,14,800000.0,768419,Transfer,Outside_bank,2019-12-12 14:00:00,0,2.0,1,12,322741160.0,1,4.0
625048,2019-12-12,16,2125000.0,565732,Transfer,Outside_bank,2019-12-12 16:00:00,0,2.0,1,12,320667160.0,1,4.0
628016,2019-08-20,16,47000000.0,655831,Transfer,Outside_bank,2019-08-20 16:00:00,1,2.0,1,3,147260000.0,1,4.0
630970,2019-10-02,22,197626675.0,199278,Transfer,Outside_bank,2019-10-02 22:00:00,1,2.0,1,4,297721550.0,1,4.0
630970,2019-10-02,23,3000000.0,631517,Transfer,Outside_bank,2019-10-02 23:00:00,0,2.0,1,5,300721550.0,1,4.0
630970,2019-10-03,18,170750807.0,367166,Transfer,Outside_bank,2019-10-03 18:00:00,0,2.0,1,6,471472357.0,1,4.0
646299,2019-12-08,8,48240000.0,170318,Transfer,Outside_bank,2019-12-08 08:00:00,1,2.0,1,3,249600000.0,1,4.0
655363,2019-05-25,10,9800000.0,4841,Transfer,Outside_bank,2019-05-25 10:00:00,0,2.0,1,3,515507000.0,1,4.0
655363,2019-05-25,11,15000000.0,86239,Transfer,Outside_bank,2019-05-25 11:00:00,0,2.0,1,4,530507000.0,1,4.0
655363,2019-07-26,16,47404000.0,453217,Transfer,Outside_bank,2019-07-26 16:00:00,1,2.0,1,8,663331000.0,1,4.0
655363,2019-12-17,19,97700000.0,NaN,Payment,Credit_card_repayment,2019-12-17 19:00:00,1,2.0,1,5,608090000.0,1,4.0
680896,2019-08-30,14,93577570.0,441847,Transfer,Outside_bank,2019-08-30 14:00:00,1,2.0,1,4,818943398.0,1,4.0
682386,2019-10-09,17,92054000.0,444326,Transfer,Outside_bank,2019-10-09 17:00:00,1,2.0,1,3,182824000.0,1,4.0
682386,2019-10-25,11,97000000.0,158836,Transfer,Outside_bank,2019-10-25 11:00:00,1,2.0,1,4,193454000.0,1,4.0
691287,2019-06-20,0,46110000.0,393468,Transfer,Outside_bank,2019-06-20 00:00:00,1,2.0,1,3,96290000.0,1,4.0
691287,2019-07-27,17,50000000.0,142138,Transfer,Within_bank,2019-07-27 17:00:00,0,2.0,1,3,199248000.0,1,4.0
691850,2019-12-24,15,108600000.0,234674,Transfer,Outside_bank,2019-12-24 15:00:00,0,2.0,1,3,248100000.0,1,4.0
691850,2019-12-25,6,100000000.0,771772,Transfer,Outside_bank,2019-12-25 06:00:00,0,2.0,1,4,348100000.0,1,4.0
697022,2019-05-27,10,50000000.0,114375,Transfer,Outside_bank,2019-05-27 10:00:00,0,2.0,1,3,286250000.0,1,4.0
702956,2019-06-27,20,46000000.0,513133,Transfer,Outside_bank,2019-06-27 20:00:00,1,2.0,1,4,285000000.0,1,4.0
702956,2019-06-27,21,107000000.0,405482,Transfer,Outside_bank,2019-06-27 21:00:00,0,2.0,1,5,392000000.0,1,4.0
702956,2019-06-28,11,660000.0,353924,Transfer,Outside_bank,2019-06-28 11:00:00,0,2.0,1,6,392660000.0,1,4.0
705870,2019-10-30,10,489460000.0,827479,Transfer,Outside_bank,2019-10-30 10:00:00,1,2.0,1,3,537820000.0,1,4.0
705870,2019-11-14,8,186000000.0,207357,Transfer,Outside_bank,2019-11-14 08:00:00,1,2.0,1,4,238490000.0,1,4.0
705870,2019-11-14,10,100000000.0,547653,Transfer,Outside_bank,2019-11-14 10:00:00,0,2.0,1,5,338490000.0,1,4.0
705870,2019-11-14,11,25500000.0,34836,Transfer,Outside_bank,2019-11-14 11:00:00,0,2.0,1,6,363990000.0,1,4.0
709178,2019-08-22,15,49650000.0,206659,Transfer,Outside_bank,2019-08-22 15:00:00,1,3.0,1,3,249420000.0,1,4.0
709178,2019-08-22,18,49700000.0,837296,Transfer,Outside_bank,2019-08-22 18:00:00,1,4.0,1,4,299120000.0,1,4.0
709178,2019-09-08,10,49750000.0,456015,Transfer,Outside_bank,2019-09-08 10:00:00,1,2.0,1,3,199740000.0,1,4.0
709178,2019-09-08,14,148500000.0,188357,Transfer,Outside_bank,2019-09-08 14:00:00,0,2.0,1,4,348240000.0,1,4.0
709178,2019-09-08,16,49850000.0,915483,Transfer,Outside_bank,2019-09-08 16:00:00,1,3.0,1,4,348090000.0,1,4.0
709178,2019-09-08,21,1000000.0,96372,Transfer,Outside_bank,2019-09-08 21:00:00,0,2.0,1,4,249100000.0,1,4.0
709178,2019-09-22,20,45000000.0,904464,Transfer,Outside_bank,2019-09-22 20:00:00,1,3.0,1,3,194560000.0,1,4.0
709178,2019-10-06,17,98820000.0,143310,Transfer,Outside_bank,2019-10-06 17:00:00,1,2.0,1,3,248800000.0,1,4.0
709178,2019-10-07,6,71900000.0,47455,Transfer,Outside_bank,2019-10-07 06:00:00,0,2.0,1,4,320700000.0,1,4.0
709178,2019-11-26,19,48800000.0,22638,Transfer,Outside_bank,2019-11-26 19:00:00,1,2.0,1,3,148700000.0,1,4.0
720530,2019-12-06,15,94000000.0,84614,Transfer,Outside_bank,2019-12-06 15:00:00,1,2.0,1,3,144300000.0,1,4.0
720530,2019-12-06,20,1140000.0,982260,Transfer,Outside_bank,2019-12-06 20:00:00,0,2.0,1,4,144440000.0,1,4.0
720530,2019-12-13,10,180860000.0,636699,Transfer,Outside_bank,2019-12-13 10:00:00,1,2.0,1,3,275860000.0,1,4.0
720530,2019-12-13,11,16500000.0,136510,Transfer,Outside_bank,2019-12-13 11:00:00,0,2.0,1,3,292360000.0,1,4.0
720530,2019-12-13,11,1.0,684500,Transfer,Within_bank,2019-12-13 11:00:00,0,2.0,1,4,292360001.0,1,4.0
720530,2019-12-13,15,98000000.0,670114,Transfer,Outside_bank,2019-12-13 15:00:00,1,2.0,1,4,295360001.0,1,4.0
720530,2019-12-13,17,5650000.0,998885,Transfer,Outside_bank,2019-12-13 17:00:00,0,2.0,1,5,301010001.0,1,4.0
720530,2019-12-14,8,65000000.0,993263,Transfer,Outside_bank,2019-12-14 08:00:00,0,2.0,1,6,366010001.0,1,4.0
720530,2019-12-18,10,95000000.0,173050,Transfer,Outside_bank,2019-12-18 10:00:00,1,2.0,1,3,390500000.0,1,4.0
728533,2019-10-19,14,94640000.0,505368,Transfer,Outside_bank,2019-10-19 14:00:00,1,2.0,1,4,184640000.0,1,4.0
730040,2019-09-03,1,47000000.0,58217,Transfer,Outside_bank,2019-09-03 01:00:00,1,2.0,1,3,98234000.0,1,4.0
730040,2019-09-03,2,23654000.0,486637,Transfer,Outside_bank,2019-09-03 02:00:00,0,2.0,1,4,121888000.0,1,4.0
730040,2019-09-03,3,990000.0,363217,Transfer,Outside_bank,2019-09-03 03:00:00,0,2.0,1,5,122878000.0,1,4.0
730040,2019-09-03,18,1485000.0,15938,Transfer,Outside_bank,2019-09-03 18:00:00,0,2.0,1,5,121393000.0,1,4.0
730040,2019-09-11,20,97397500.0,362202,Transfer,Outside_bank,2019-09-11 20:00:00,1,2.0,1,5,352919500.0,1,4.0
730040,2019-09-27,13,45296479.0,748,Transfer,Outside_bank,2019-09-27 13:00:00,1,2.0,1,4,162026479.0,1,4.0
730040,2019-09-27,14,11200000.0,522115,Transfer,Outside_bank,2019-09-27 14:00:00,0,2.0,1,5,173226479.0,1,4.0
730040,2019-10-12,19,198734000.0,405482,Transfer,Outside_bank,2019-10-12 19:00:00,1,2.0,1,8,563666020.0,1,4.0
730040,2019-10-25,0,45852000.0,746668,Transfer,Outside_bank,2019-10-25 00:00:00,1,2.0,1,6,440246720.0,1,4.0
733681,2019-12-14,19,45000000.0,712147,Transfer,Outside_bank,2019-12-14 19:00:00,1,2.0,1,5,99907556.0,1,4.0
733681,2019-12-14,20,752863.0,131249,Transfer,Outside_bank,2019-12-14 20:00:00,0,2.0,1,6,100660419.0,1,4.0
733681,2019-12-14,23,4260933.0,837296,Transfer,Outside_bank,2019-12-14 23:00:00,0,2.0,1,7,104237852.0,1,4.0
733681,2019-12-15,9,219631.0,847942,Transfer,Outside_bank,2019-12-15 09:00:00,0,2.0,1,6,100991519.0,1,4.0
733681,2019-12-27,8,199994500.0,948368,Transfer,Outside_bank,2019-12-27 08:00:00,1,2.0,1,8,777524403.0,1,4.0
733681,2019-12-27,9,2894673.0,402605,Transfer,Outside_bank,2019-12-27 09:00:00,0,2.0,1,9,780419076.0,1,4.0
736084,2019-08-26,13,74900000.0,155495,Transfer,Outside_bank,2019-08-26 13:00:00,0,2.0,1,3,222935000.0,1,4.0
