CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,Device_OS,ts_dt,tx_id,prev_os,prev_ts,is_os_changed,time_diff_hours,IS_OS_DRIFT,IS_RARE_OS,risk_score
51945,2019-11-21,9,10000000.0,IOS,2019-11-21 09:00:00,725425,WEB,2019-11-20 21:00:00,1,12.0,1,0,2.0
52336,2019-11-09,0,1000000.0,IOS,2019-11-09 00:00:00,458852,ANDROID,2019-11-08 21:00:00,1,3.0,1,0,2.0
52629,2019-10-09,16,180000.0,IOS,2019-10-09 16:00:00,1333256,WEB,2019-10-09 11:00:00,1,5.0,1,0,2.0
52656,2019-11-24,7,200000.0,IOS,2019-11-24 07:00:00,674630,WEB,2019-11-23 21:00:00,1,10.0,1,0,2.0
52670,2019-11-09,10,1000000.0,IOS,2019-11-09 10:00:00,1043736,ANDROID,2019-11-08 22:00:00,1,12.0,1,0,2.0
53153,2019-07-06,19,6000000.0,WEB,2019-07-06 19:00:00,648501,IOS,2019-07-06 12:00:00,1,7.0,1,0,2.0
53153,2019-11-06,16,500000.0,WEB,2019-11-06 16:00:00,648437,ANDROID,2019-11-06 13:00:00,1,3.0,1,0,2.0
53153,2019-11-07,9,2344000.0,ANDROID,2019-11-07 09:00:00,648448,WEB,2019-11-06 16:00:00,1,17.0,1,0,2.0
53531,2019-03-10,15,6000000.0,ANDROID,2019-03-10 15:00:00,68887,IOS,2019-03-09 18:00:00,1,21.0,1,0,2.0
53531,2019-03-10,18,44000000.0,IOS,2019-03-10 18:00:00,68813,ANDROID,2019-03-10 15:00:00,1,3.0,1,0,2.0
53531,2019-10-02,17,8000000.0,IOS,2019-10-02 17:00:00,68910,WEB,2019-10-02 14:00:00,1,3.0,1,0,2.0
53950,2019-10-12,11,1000000.0,IOS,2019-10-12 11:00:00,803977,ANDROID,2019-10-11 17:00:00,1,18.0,1,0,2.0
54018,2019-11-04,13,100000.0,WEB,2019-11-04 13:00:00,1192065,ANDROID,2019-11-04 11:00:00,1,2.0,1,0,2.0
54018,2019-11-05,13,340000.0,IOS,2019-11-05 13:00:00,1192078,WEB,2019-11-04 21:00:00,1,16.0,1,0,2.0
54286,2019-08-11,0,100000.0,ANDROID,2019-08-11 00:00:00,518449,WEB,2019-08-10 23:00:00,1,1.0,1,0,2.0
54286,2019-08-19,8,200000.0,WEB,2019-08-19 08:00:00,518258,ANDROID,2019-08-18 19:00:00,1,13.0,1,0,2.0
54286,2019-08-19,15,500000.0,IOS,2019-08-19 15:00:00,518259,WEB,2019-08-19 08:00:00,1,7.0,1,0,2.0
54286,2019-10-01,14,169000.0,WEB,2019-10-01 14:00:00,518417,ANDROID,2019-09-30 18:00:00,1,20.0,1,0,2.0
54286,2019-11-16,13,490000.0,IOS,2019-11-16 13:00:00,518244,ANDROID,2019-11-15 22:00:00,1,15.0,1,0,2.0
54286,2019-11-16,20,500000.0,WEB,2019-11-16 20:00:00,518336,IOS,2019-11-16 13:00:00,1,7.0,1,0,2.0
54286,2019-11-16,20,50000.0,ANDROID,2019-11-16 20:00:00,518500,WEB,2019-11-16 20:00:00,1,0.0,1,0,2.0
54318,2019-11-27,15,300000.0,ANDROID,2019-11-27 15:00:00,96460,IOS,2019-11-27 14:00:00,1,1.0,1,0,2.0
54318,2019-11-27,16,100000000.0,WEB,2019-11-27 16:00:00,96417,ANDROID,2019-11-27 15:00:00,1,1.0,1,0,2.0
55295,2019-05-16,9,50000000.0,IOS,2019-05-16 09:00:00,358948,ANDROID,2019-05-15 19:00:00,1,14.0,1,0,2.0
55428,2019-12-14,20,100000.0,IOS,2019-12-14 20:00:00,280662,WEB,2019-12-14 13:00:00,1,7.0,1,0,2.0
55490,2019-10-10,14,200000.0,IOS,2019-10-10 14:00:00,601499,WEB,2019-10-10 09:00:00,1,5.0,1,0,2.0
55664,2019-11-15,14,300000.0,WEB,2019-11-15 14:00:00,1103006,IOS,2019-11-14 15:00:00,1,23.0,1,0,2.0
55664,2019-11-28,20,300000.0,WEB,2019-11-28 20:00:00,1103017,ANDROID,2019-11-28 09:00:00,1,11.0,1,0,2.0
55664,2019-11-29,15,2000000.0,IOS,2019-11-29 15:00:00,1103022,WEB,2019-11-28 20:00:00,1,19.0,1,0,2.0
55847,2019-11-06,15,4810000.0,ANDROID,2019-11-06 15:00:00,1141621,WEB,2019-11-06 15:00:00,1,0.0,1,0,2.0
55847,2019-11-07,9,230000.0,IOS,2019-11-07 09:00:00,1141603,ANDROID,2019-11-06 15:00:00,1,18.0,1,0,2.0
56176,2019-11-14,16,890000.0,WEB,2019-11-14 16:00:00,961882,IOS,2019-11-14 10:00:00,1,6.0,1,0,2.0
56176,2019-11-15,11,5844000.0,IOS,2019-11-15 11:00:00,961746,WEB,2019-11-14 21:00:00,1,14.0,1,0,2.0
56418,2019-10-20,23,247000.0,WEB,2019-10-20 23:00:00,1364447,ANDROID,2019-10-20 22:00:00,1,1.0,1,0,2.0
56504,2019-11-16,12,17730.0,WEB,2019-11-16 12:00:00,1063000,IOS,2019-11-16 06:00:00,1,6.0,1,0,2.0
56504,2019-11-17,9,8500000.0,ANDROID,2019-11-17 09:00:00,1063005,WEB,2019-11-16 12:00:00,1,21.0,1,0,2.0
56525,2019-05-11,18,374000.0,WEB,2019-05-11 18:00:00,193804,IOS,2019-05-11 15:00:00,1,3.0,1,0,2.0
56537,2019-11-26,12,100000.0,WEB,2019-11-26 12:00:00,1210227,IOS,2019-11-25 17:00:00,1,19.0,1,0,2.0
56537,2019-11-26,14,120000.0,IOS,2019-11-26 14:00:00,1210238,WEB,2019-11-26 12:00:00,1,2.0,1,0,2.0
56568,2019-10-17,8,100000.0,WEB,2019-10-17 08:00:00,1089348,IOS,2019-10-16 15:00:00,1,17.0,1,0,2.0
57484,2019-09-08,8,500000.0,ANDROID,2019-09-08 08:00:00,640829,IOS,2019-09-07 19:00:00,1,13.0,1,0,2.0
58391,2019-09-04,9,12014000.0,IOS,2019-09-04 09:00:00,129155,ANDROID,2019-09-03 15:00:00,1,18.0,1,0,2.0
58526,2019-09-11,10,500000.0,ANDROID,2019-09-11 10:00:00,339620,IOS,2019-09-10 18:00:00,1,16.0,1,0,2.0
58559,2019-07-30,12,1000000.0,ANDROID,2019-07-30 12:00:00,979856,WEB,2019-07-29 15:00:00,1,21.0,1,0,2.0
59467,2019-11-10,23,20000.0,WEB,2019-11-10 23:00:00,1123630,IOS,2019-11-10 11:00:00,1,12.0,1,0,2.0
59467,2019-11-11,0,10000.0,ANDROID,2019-11-11 00:00:00,1123616,WEB,2019-11-10 23:00:00,1,1.0,1,0,2.0
59671,2019-03-20,21,50000.0,IOS,2019-03-20 21:00:00,52279,WEB,2019-03-20 20:00:00,1,1.0,1,0,2.0
60350,2019-09-12,14,500000.0,WEB,2019-09-12 14:00:00,335751,IOS,2019-09-11 15:00:00,1,23.0,1,0,2.0
60805,2019-04-11,16,70000000.0,WEB,2019-04-11 16:00:00,266862,IOS,2019-04-10 21:00:00,1,19.0,1,0,2.0
60840,2019-12-15,0,1500000.0,WEB,2019-12-15 00:00:00,1121457,IOS,2019-12-14 09:00:00,1,15.0,1,0,2.0
61750,2019-08-14,11,157000000.0,IOS,2019-08-14 11:00:00,762551,ANDROID,2019-08-13 12:00:00,1,23.0,1,0,2.0
61778,2019-12-30,15,700000.0,IOS,2019-12-30 15:00:00,1386608,ANDROID,2019-12-30 15:00:00,1,0.0,1,0,2.0
62249,2019-11-28,7,50000000.0,WEB,2019-11-28 07:00:00,1412300,ANDROID,2019-11-27 15:00:00,1,16.0,1,0,2.0
62430,2019-12-07,12,50000000.0,IOS,2019-12-07 12:00:00,1297673,WEB,2019-12-06 16:00:00,1,20.0,1,0,2.0
62461,2019-10-03,0,470000.0,WEB,2019-10-03 00:00:00,905576,IOS,2019-10-02 23:00:00,1,1.0,1,0,2.0
62461,2019-10-03,9,35000000.0,IOS,2019-10-03 09:00:00,904814,WEB,2019-10-03 00:00:00,1,9.0,1,0,2.0
62461,2019-10-03,17,8970000.0,ANDROID,2019-10-03 17:00:00,905415,IOS,2019-10-03 16:00:00,1,1.0,1,0,2.0
62461,2019-10-03,17,10200000.0,WEB,2019-10-03 17:00:00,905581,ANDROID,2019-10-03 17:00:00,1,0.0,1,0,2.0
62461,2019-10-03,19,8970000.0,ANDROID,2019-10-03 19:00:00,904816,WEB,2019-10-03 18:00:00,1,1.0,1,0,2.0
62461,2019-10-03,21,7300000.0,WEB,2019-10-03 21:00:00,904817,ANDROID,2019-10-03 20:00:00,1,1.0,1,0,2.0
62461,2019-10-04,11,302800000.0,IOS,2019-10-04 11:00:00,905578,WEB,2019-10-03 21:00:00,1,14.0,1,0,2.0
62461,2019-10-06,0,1470000.0,WEB,2019-10-06 00:00:00,905736,IOS,2019-10-05 23:00:00,1,1.0,1,0,2.0
62461,2019-10-06,11,990000.0,IOS,2019-10-06 11:00:00,905419,WEB,2019-10-06 00:00:00,1,11.0,1,0,2.0
62461,2019-10-06,13,2000000.0,ANDROID,2019-10-06 13:00:00,904633,IOS,2019-10-06 11:00:00,1,2.0,1,0,2.0
62461,2019-10-06,14,10970000.0,IOS,2019-10-06 14:00:00,904455,ANDROID,2019-10-06 13:00:00,1,1.0,1,0,2.0
62461,2019-10-06,18,263970000.0,ANDROID,2019-10-06 18:00:00,905042,IOS,2019-10-06 18:00:00,1,0.0,1,0,2.0
62461,2019-10-06,19,10990000.0,WEB,2019-10-06 19:00:00,904454,ANDROID,2019-10-06 18:00:00,1,1.0,1,0,2.0
62461,2019-10-07,0,5970000.0,IOS,2019-10-07 00:00:00,905582,WEB,2019-10-06 23:00:00,1,1.0,1,0,2.0
62461,2019-12-05,10,3000000.0,WEB,2019-12-05 10:00:00,904517,IOS,2019-12-04 22:00:00,1,12.0,1,0,2.0
62461,2019-12-05,14,9800000.0,IOS,2019-12-05 14:00:00,905482,WEB,2019-12-05 10:00:00,1,4.0,1,0,2.0
62461,2019-12-05,14,200000.0,ANDROID,2019-12-05 14:00:00,905635,IOS,2019-12-05 14:00:00,1,0.0,1,0,2.0
62461,2019-12-05,15,3000000.0,IOS,2019-12-05 15:00:00,904521,ANDROID,2019-12-05 14:00:00,1,1.0,1,0,2.0
62461,2019-12-05,16,3600000.0,WEB,2019-12-05 16:00:00,905290,IOS,2019-12-05 15:00:00,1,1.0,1,0,2.0
62461,2019-12-05,17,2000000.0,ANDROID,2019-12-05 17:00:00,904894,WEB,2019-12-05 17:00:00,1,0.0,1,0,2.0
62461,2019-12-05,18,18010000.0,WEB,2019-12-05 18:00:00,904696,ANDROID,2019-12-05 17:00:00,1,1.0,1,0,2.0
62461,2019-12-05,20,6140000.0,ANDROID,2019-12-05 20:00:00,905805,WEB,2019-12-05 19:00:00,1,1.0,1,0,2.0
62461,2019-12-05,21,180300000.0,WEB,2019-12-05 21:00:00,905804,ANDROID,2019-12-05 20:00:00,1,1.0,1,0,2.0
62461,2019-12-06,10,6270000.0,IOS,2019-12-06 10:00:00,904523,WEB,2019-12-05 22:00:00,1,12.0,1,0,2.0
62461,2019-12-11,8,9970000.0,WEB,2019-12-11 08:00:00,904904,IOS,2019-12-10 23:00:00,1,9.0,1,0,2.0
62461,2019-12-11,9,6600000.0,ANDROID,2019-12-11 09:00:00,904705,WEB,2019-12-11 08:00:00,1,1.0,1,0,2.0
62461,2019-12-11,10,15500000.0,IOS,2019-12-11 10:00:00,905488,ANDROID,2019-12-11 09:00:00,1,1.0,1,0,2.0
62461,2019-12-11,11,56000000.0,ANDROID,2019-12-11 11:00:00,905812,IOS,2019-12-11 10:00:00,1,1.0,1,0,2.0
62461,2019-12-11,17,10000000.0,WEB,2019-12-11 17:00:00,905490,ANDROID,2019-12-11 16:00:00,1,1.0,1,0,2.0
62461,2019-12-11,19,11000000.0,IOS,2019-12-11 19:00:00,905298,WEB,2019-12-11 18:00:00,1,1.0,1,0,2.0
62461,2019-12-11,20,5470000.0,WEB,2019-12-11 20:00:00,904903,IOS,2019-12-11 19:00:00,1,1.0,1,0,2.0
62461,2019-12-11,22,102400000.0,IOS,2019-12-11 22:00:00,904902,WEB,2019-12-11 21:00:00,1,1.0,1,0,2.0
62461,2019-12-30,7,4970000.0,WEB,2019-12-30 07:00:00,905328,IOS,2019-12-29 22:00:00,1,9.0,1,0,2.0
62461,2019-12-30,9,17000000.0,IOS,2019-12-30 09:00:00,905506,WEB,2019-12-30 07:00:00,1,2.0,1,0,2.0
62461,2019-12-30,10,5300000.0,WEB,2019-12-30 10:00:00,905669,IOS,2019-12-30 09:00:00,1,1.0,1,0,2.0
62461,2019-12-30,13,500000.0,ANDROID,2019-12-30 13:00:00,904733,WEB,2019-12-30 12:00:00,1,1.0,1,0,2.0
62461,2019-12-30,13,9420000.0,WEB,2019-12-30 13:00:00,905834,ANDROID,2019-12-30 13:00:00,1,0.0,1,0,2.0
62461,2019-12-30,16,20500000.0,ANDROID,2019-12-30 16:00:00,905835,WEB,2019-12-30 15:00:00,1,1.0,1,0,2.0
62461,2019-12-30,20,140000000.0,WEB,2019-12-30 20:00:00,905132,ANDROID,2019-12-30 18:00:00,1,2.0,1,0,2.0
62461,2019-12-30,21,3920000.0,IOS,2019-12-30 21:00:00,905131,WEB,2019-12-30 20:00:00,1,1.0,1,0,2.0
62461,2019-12-30,22,19600000.0,WEB,2019-12-30 22:00:00,905833,IOS,2019-12-30 22:00:00,1,0.0,1,0,2.0
62461,2019-12-30,23,5000000.0,IOS,2019-12-30 23:00:00,905327,WEB,2019-12-30 22:00:00,1,1.0,1,0,2.0
63181,2019-11-02,14,2500000.0,WEB,2019-11-02 14:00:00,1077544,ANDROID,2019-11-01 17:00:00,1,21.0,1,0,2.0
63911,2019-09-12,22,200000.0,ANDROID,2019-09-12 22:00:00,986428,IOS,2019-09-12 21:00:00,1,1.0,1,0,2.0
64140,2019-06-26,21,500000.0,IOS,2019-06-26 21:00:00,558673,ANDROID,2019-06-26 19:00:00,1,2.0,1,0,2.0
64140,2019-09-11,17,5250000.0,WEB,2019-09-11 17:00:00,558625,IOS,2019-09-10 19:00:00,1,22.0,1,0,2.0
64140,2019-09-12,13,89000.0,IOS,2019-09-12 13:00:00,558626,WEB,2019-09-11 17:00:00,1,20.0,1,0,2.0
64140,2019-11-15,21,1000000.0,WEB,2019-11-15 21:00:00,558666,IOS,2019-11-14 22:00:00,1,23.0,1,0,2.0
64594,2019-09-16,14,559328.0,WEB,2019-09-16 14:00:00,1194238,IOS,2019-09-16 12:00:00,1,2.0,1,0,2.0
64699,2019-11-22,9,1500000.0,ANDROID,2019-11-22 09:00:00,1173740,WEB,2019-11-21 15:00:00,1,18.0,1,0,2.0
65361,2019-12-05,8,1450000.0,IOS,2019-12-05 08:00:00,1073627,WEB,2019-12-04 21:00:00,1,11.0,1,0,2.0
65399,2019-04-27,11,3000000.0,ANDROID,2019-04-27 11:00:00,230073,IOS,2019-04-26 16:00:00,1,19.0,1,0,2.0
65438,2019-09-18,12,6000000.0,IOS,2019-09-18 12:00:00,439868,ANDROID,2019-09-18 12:00:00,1,0.0,1,0,2.0
65438,2019-09-18,15,32800000.0,ANDROID,2019-09-18 15:00:00,439723,IOS,2019-09-18 12:00:00,1,3.0,1,0,2.0
65438,2019-09-18,19,8750000.0,IOS,2019-09-18 19:00:00,439722,ANDROID,2019-09-18 15:00:00,1,4.0,1,0,2.0
65438,2019-11-23,20,16000000.0,WEB,2019-11-23 20:00:00,439639,ANDROID,2019-11-23 18:00:00,1,2.0,1,0,2.0
65438,2019-11-24,19,44000000.0,ANDROID,2019-11-24 19:00:00,439816,WEB,2019-11-23 20:00:00,1,23.0,1,0,2.0
65456,2019-12-15,12,107549.0,WEB,2019-12-15 12:00:00,613889,IOS,2019-12-14 15:00:00,1,21.0,1,0,2.0
65456,2019-12-15,13,884556.0,IOS,2019-12-15 13:00:00,613876,WEB,2019-12-15 12:00:00,1,1.0,1,0,2.0
65456,2019-12-15,17,100000.0,ANDROID,2019-12-15 17:00:00,613879,IOS,2019-12-15 13:00:00,1,4.0,1,0,2.0
65923,2019-11-19,16,10000000.0,WEB,2019-11-19 16:00:00,738044,ANDROID,2019-11-19 11:00:00,1,5.0,1,0,2.0
65923,2019-11-20,14,50000.0,IOS,2019-11-20 14:00:00,738065,WEB,2019-11-19 16:00:00,1,22.0,1,0,2.0
66346,2019-05-31,19,20000000.0,IOS,2019-05-31 19:00:00,141819,ANDROID,2019-05-31 17:00:00,1,2.0,1,0,2.0
66346,2019-06-01,9,9000000.0,ANDROID,2019-06-01 09:00:00,141818,IOS,2019-05-31 19:00:00,1,14.0,1,0,2.0
66346,2019-09-17,12,10000000.0,ANDROID,2019-09-17 12:00:00,141765,WEB,2019-09-16 17:00:00,1,19.0,1,0,2.0
66346,2019-12-25,14,132700000.0,WEB,2019-12-25 14:00:00,141935,ANDROID,2019-12-24 19:00:00,1,19.0,1,0,2.0
66346,2019-12-25,20,20000000.0,IOS,2019-12-25 20:00:00,141864,WEB,2019-12-25 16:00:00,1,4.0,1,0,2.0
66346,2019-12-26,10,1500000.0,ANDROID,2019-12-26 10:00:00,141903,IOS,2019-12-25 20:00:00,1,14.0,1,0,2.0
66496,2019-10-11,15,1000000.0,ANDROID,2019-10-11 15:00:00,657736,WEB,2019-10-11 14:00:00,1,1.0,1,0,2.0
66496,2019-10-11,16,500000.0,WEB,2019-10-11 16:00:00,657642,ANDROID,2019-10-11 15:00:00,1,1.0,1,0,2.0
66496,2019-10-11,18,1500000.0,ANDROID,2019-10-11 18:00:00,657737,WEB,2019-10-11 16:00:00,1,2.0,1,0,2.0
66756,2019-11-06,9,51000.0,ANDROID,2019-11-06 09:00:00,474864,WEB,2019-11-05 16:00:00,1,17.0,1,0,2.0
67605,2019-12-23,15,850000.0,ANDROID,2019-12-23 15:00:00,1205804,IOS,2019-12-22 19:00:00,1,20.0,1,0,2.0
68052,2019-03-28,14,500000.0,WEB,2019-03-28 14:00:00,136480,IOS,2019-03-28 07:00:00,1,7.0,1,0,2.0
68052,2019-08-04,16,2800000.0,IOS,2019-08-04 16:00:00,136508,WEB,2019-08-04 15:00:00,1,1.0,1,0,2.0
68052,2019-10-25,18,21400000.0,ANDROID,2019-10-25 18:00:00,136531,WEB,2019-10-25 15:00:00,1,3.0,1,0,2.0
68083,2019-10-29,7,10000.0,IOS,2019-10-29 07:00:00,1195553,ANDROID,2019-10-28 09:00:00,1,22.0,1,0,2.0
68119,2019-06-03,1,150000.0,ANDROID,2019-06-03 01:00:00,339988,IOS,2019-06-02 22:00:00,1,3.0,1,0,2.0
68119,2019-06-03,19,300000.0,WEB,2019-06-03 19:00:00,339941,ANDROID,2019-06-03 04:00:00,1,15.0,1,0,2.0
68119,2019-06-03,23,500000.0,ANDROID,2019-06-03 23:00:00,339942,WEB,2019-06-03 19:00:00,1,4.0,1,0,2.0
68119,2019-06-04,22,200000.0,IOS,2019-06-04 22:00:00,339989,ANDROID,2019-06-03 23:00:00,1,23.0,1,0,2.0
68119,2019-06-09,18,50000.0,ANDROID,2019-06-09 18:00:00,339773,IOS,2019-06-09 12:00:00,1,6.0,1,0,2.0
68119,2019-06-09,19,350000.0,WEB,2019-06-09 19:00:00,339990,ANDROID,2019-06-09 18:00:00,1,1.0,1,0,2.0
68119,2019-09-15,3,40000.0,ANDROID,2019-09-15 03:00:00,339717,WEB,2019-09-15 02:00:00,1,1.0,1,0,2.0
68119,2019-09-15,4,1200000.0,WEB,2019-09-15 04:00:00,339787,ANDROID,2019-09-15 03:00:00,1,1.0,1,0,2.0
68119,2019-09-15,6,800000.0,IOS,2019-09-15 06:00:00,339718,WEB,2019-09-15 05:00:00,1,1.0,1,0,2.0
68119,2019-09-15,6,500000.0,WEB,2019-09-15 06:00:00,340009,IOS,2019-09-15 06:00:00,1,0.0,1,0,2.0
68119,2019-09-15,16,20000.0,ANDROID,2019-09-15 16:00:00,339788,WEB,2019-09-15 15:00:00,1,1.0,1,0,2.0
68119,2019-09-15,16,300000.0,IOS,2019-09-15 16:00:00,339919,ANDROID,2019-09-15 16:00:00,1,0.0,1,0,2.0
68119,2019-09-15,17,50000.0,WEB,2019-09-15 17:00:00,339835,IOS,2019-09-15 16:00:00,1,1.0,1,0,2.0
68119,2019-09-15,18,10000.0,IOS,2019-09-15 18:00:00,340007,WEB,2019-09-15 17:00:00,1,1.0,1,0,2.0
68695,2019-08-28,15,1000000.0,WEB,2019-08-28 15:00:00,743153,IOS,2019-08-28 00:00:00,1,15.0,1,0,2.0
68695,2019-08-28,18,1000000.0,IOS,2019-08-28 18:00:00,743191,WEB,2019-08-28 15:00:00,1,3.0,1,0,2.0
68695,2019-10-02,15,800000.0,IOS,2019-10-02 15:00:00,743172,ANDROID,2019-10-01 18:00:00,1,21.0,1,0,2.0
68822,2019-11-25,19,60000.0,WEB,2019-11-25 19:00:00,288137,ANDROID,2019-11-25 18:00:00,1,1.0,1,0,2.0
68822,2019-11-25,22,55000.0,ANDROID,2019-11-25 22:00:00,288176,WEB,2019-11-25 19:00:00,1,3.0,1,0,2.0
68822,2019-11-26,18,2525000.0,IOS,2019-11-26 18:00:00,288155,ANDROID,2019-11-25 22:00:00,1,20.0,1,0,2.0
69057,2019-11-20,10,4000000.0,ANDROID,2019-11-20 10:00:00,690675,WEB,2019-11-19 11:00:00,1,23.0,1,0,2.0
69057,2019-11-20,14,20000000.0,WEB,2019-11-20 14:00:00,690703,ANDROID,2019-11-20 10:00:00,1,4.0,1,0,2.0
69163,2019-05-31,21,4300000.0,IOS,2019-05-31 21:00:00,98272,WEB,2019-05-31 21:00:00,1,0.0,1,0,2.0
69701,2019-12-15,4,500000.0,IOS,2019-12-15 04:00:00,1356217,ANDROID,2019-12-14 12:00:00,1,16.0,1,0,2.0
69797,2019-12-27,23,500000.0,IOS,2019-12-27 23:00:00,1376613,WEB,2019-12-27 20:00:00,1,3.0,1,0,2.0
69841,2019-12-09,18,6805000.0,WEB,2019-12-09 18:00:00,1177347,ANDROID,2019-12-09 17:00:00,1,1.0,1,0,2.0
69841,2019-12-09,20,3000000.0,IOS,2019-12-09 20:00:00,1177346,WEB,2019-12-09 18:00:00,1,2.0,1,0,2.0
69841,2019-12-19,11,31000000.0,IOS,2019-12-19 11:00:00,1177338,ANDROID,2019-12-18 15:00:00,1,20.0,1,0,2.0
69966,2019-12-03,11,1350000.0,ANDROID,2019-12-03 11:00:00,1293252,WEB,2019-12-03 10:00:00,1,1.0,1,0,2.0
70116,2019-07-31,7,1000000.0,IOS,2019-07-31 07:00:00,1223986,ANDROID,2019-07-30 16:00:00,1,15.0,1,0,2.0
70328,2019-10-11,11,35000.0,IOS,2019-10-11 11:00:00,417157,ANDROID,2019-10-10 19:00:00,1,16.0,1,0,2.0
70574,2019-11-16,20,3000000.0,IOS,2019-11-16 20:00:00,745367,ANDROID,2019-11-16 14:00:00,1,6.0,1,0,2.0
70579,2019-09-13,8,500000.0,IOS,2019-09-13 08:00:00,1019904,ANDROID,2019-09-12 13:00:00,1,19.0,1,0,2.0
70579,2019-09-23,18,400000.0,WEB,2019-09-23 18:00:00,1019934,IOS,2019-09-22 20:00:00,1,22.0,1,0,2.0
70802,2019-08-14,19,760000.0,WEB,2019-08-14 19:00:00,178040,ANDROID,2019-08-14 11:00:00,1,8.0,1,0,2.0
70802,2019-08-15,9,500000.0,ANDROID,2019-08-15 09:00:00,178066,WEB,2019-08-14 19:00:00,1,14.0,1,0,2.0
70802,2019-09-03,11,500000.0,WEB,2019-09-03 11:00:00,178070,ANDROID,2019-09-02 18:00:00,1,17.0,1,0,2.0
71231,2019-07-11,14,300000000.0,IOS,2019-07-11 14:00:00,650465,WEB,2019-07-10 20:00:00,1,18.0,1,0,2.0
71610,2019-08-28,22,1000000.0,IOS,2019-08-28 22:00:00,1058845,WEB,2019-08-28 20:00:00,1,2.0,1,0,2.0
71706,2019-09-27,10,290000.0,ANDROID,2019-09-27 10:00:00,927993,IOS,2019-09-27 10:00:00,1,0.0,1,0,2.0
71706,2019-09-28,0,3000000.0,IOS,2019-09-28 00:00:00,927934,ANDROID,2019-09-27 10:00:00,1,14.0,1,0,2.0
71995,2019-12-08,18,48000.0,ANDROID,2019-12-08 18:00:00,989783,IOS,2019-12-08 12:00:00,1,6.0,1,0,2.0
72007,2019-07-01,15,600000.0,IOS,2019-07-01 15:00:00,153473,ANDROID,2019-07-01 11:00:00,1,4.0,1,0,2.0
72007,2019-07-01,18,387046.0,WEB,2019-07-01 18:00:00,153433,IOS,2019-07-01 15:00:00,1,3.0,1,0,2.0
72007,2019-07-01,20,2200000.0,ANDROID,2019-07-01 20:00:00,153520,WEB,2019-07-01 18:00:00,1,2.0,1,0,2.0
72007,2019-07-02,10,600000.0,IOS,2019-07-02 10:00:00,153434,ANDROID,2019-07-01 20:00:00,1,14.0,1,0,2.0
72209,2019-07-30,11,250000.0,IOS,2019-07-30 11:00:00,46251,ANDROID,2019-07-29 21:00:00,1,14.0,1,0,2.0
72411,2019-04-14,16,7750000.0,ANDROID,2019-04-14 16:00:00,70357,WEB,2019-04-13 21:00:00,1,19.0,1,0,2.0
72411,2019-06-11,9,1000000.0,IOS,2019-06-11 09:00:00,70042,ANDROID,2019-06-10 19:00:00,1,14.0,1,0,2.0
72411,2019-06-11,20,179769500.0,WEB,2019-06-11 20:00:00,70573,IOS,2019-06-11 19:00:00,1,1.0,1,0,2.0
72411,2019-06-12,9,91581000.0,ANDROID,2019-06-12 09:00:00,70491,WEB,2019-06-11 20:00:00,1,13.0,1,0,2.0
72411,2019-06-19,10,16016100.0,WEB,2019-06-19 10:00:00,70158,ANDROID,2019-06-18 19:00:00,1,15.0,1,0,2.0
72411,2019-06-19,11,41020220.0,ANDROID,2019-06-19 11:00:00,70575,WEB,2019-06-19 10:00:00,1,1.0,1,0,2.0
72411,2019-06-19,12,13665078.0,WEB,2019-06-19 12:00:00,70043,ANDROID,2019-06-19 11:00:00,1,1.0,1,0,2.0
72411,2019-06-19,13,20441000.0,ANDROID,2019-06-19 13:00:00,70576,WEB,2019-06-19 12:00:00,1,1.0,1,0,2.0
72411,2019-06-19,16,49379350.0,IOS,2019-06-19 16:00:00,70392,ANDROID,2019-06-19 13:00:00,1,3.0,1,0,2.0
72411,2019-06-19,17,49266900.0,WEB,2019-06-19 17:00:00,70678,IOS,2019-06-19 16:00:00,1,1.0,1,0,2.0
72411,2019-06-19,17,200000.0,ANDROID,2019-06-19 17:00:00,70679,WEB,2019-06-19 17:00:00,1,0.0,1,0,2.0
72411,2019-06-19,19,141625300.0,IOS,2019-06-19 19:00:00,70494,ANDROID,2019-06-19 17:00:00,1,2.0,1,0,2.0
72411,2019-06-20,10,26369659.0,ANDROID,2019-06-20 10:00:00,70681,IOS,2019-06-19 19:00:00,1,15.0,1,0,2.0
72600,2019-12-20,15,100000.0,WEB,2019-12-20 15:00:00,213401,IOS,2019-12-20 01:00:00,1,14.0,1,0,2.0
72600,2019-12-20,15,200000.0,IOS,2019-12-20 15:00:00,213407,WEB,2019-12-20 15:00:00,1,0.0,1,0,2.0
72781,2019-07-18,12,799407.0,IOS,2019-07-18 12:00:00,699985,ANDROID,2019-07-17 13:00:00,1,23.0,1,0,2.0
73256,2019-11-23,4,60000.0,ANDROID,2019-11-23 04:00:00,1169056,IOS,2019-11-22 17:00:00,1,11.0,1,0,2.0
73306,2019-11-03,11,1000000.0,IOS,2019-11-03 11:00:00,1037542,ANDROID,2019-11-02 12:00:00,1,23.0,1,0,2.0
73509,2019-11-21,11,100000.0,IOS,2019-11-21 11:00:00,1369949,ANDROID,2019-11-21 07:00:00,1,4.0,1,0,2.0
73573,2019-10-03,6,30000.0,ANDROID,2019-10-03 06:00:00,812928,IOS,2019-10-02 19:00:00,1,11.0,1,0,2.0
