CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,IP_Address_Proxy,Device_ID_Hash,ts_dt,tx_id,prev_ip,prev_ts,is_ip_changed,time_diff_hours,IS_IMPOSSIBLE_TRAVEL,ip_cum_count,cum_tx_count,IS_NEW_LOCATION,IS_NEW_LOCATION_HIGH_VALUE,risk_score
428378,2019-12-30,13,200000000.0,84.4.XX.XX (HCM),5bbc4ca25b064362,2019-12-30 13:00:00,1047774,6.12.XX.XX (HCM),2019-12-30 13:00:00,1,0.0,1,0,19,1,1,4.0
7012,2019-12-01,16,54207670.0,253.252.XX.XX (BD),8b997d5c82a0b396,2019-12-01 16:00:00,769830,158.143.XX.XX (BD),2019-12-01 16:00:00,1,0.0,1,0,412,1,1,4.0
250608,2019-10-29,17,65000000.0,122.185.XX.XX (HCM),9049c676d93266d7,2019-10-29 17:00:00,993305,25.141.XX.XX (HCM),2019-10-29 17:00:00,1,0.0,1,0,10,1,1,4.0
81831,2019-11-29,14,69400000.0,213.60.XX.XX (HN),5fe96ae9309fc491,2019-11-29 14:00:00,1133364,53.103.XX.XX (HN),2019-11-29 14:00:00,1,0.0,1,0,55,1,1,4.0
360753,2019-11-01,12,100000000.0,217.11.XX.XX (TH),e0cc05b29706784f,2019-11-01 12:00:00,451952,233.200.XX.XX (DN),2019-11-01 12:00:00,1,0.0,1,0,40,1,1,4.0
81831,2019-11-29,17,114500000.0,194.65.XX.XX (HN),5fe96ae9309fc491,2019-11-29 17:00:00,1133363,117.56.XX.XX (HN),2019-11-29 17:00:00,1,0.0,1,0,57,1,1,4.0
237040,2019-05-30,9,138785000.0,205.158.XX.XX (HP),1adfc31891230cba,2019-05-30 09:00:00,317553,7.142.XX.XX (HP),2019-05-30 09:00:00,1,0.0,1,0,20,1,1,4.0
182074,2019-09-26,12,60000000.0,160.31.XX.XX (TH),a6bd183eeee45da3,2019-09-26 12:00:00,104383,133.195.XX.XX (TH),2019-09-26 12:00:00,1,0.0,1,0,199,1,1,4.0
129100,2019-12-16,13,50000000.0,76.184.XX.XX (HN),19ca023300526dae,2019-12-16 13:00:00,1163460,27.146.XX.XX (HN),2019-12-16 13:00:00,1,0.0,1,0,41,1,1,4.0
72411,2019-03-16,19,175716000.0,71.77.XX.XX (HCM),b6ae27092a230dc6,2019-03-16 19:00:00,70227,118.223.XX.XX (HCM),2019-03-16 19:00:00,1,0.0,1,0,58,1,1,4.0
186564,2019-11-01,14,39000000.0,15.83.XX.XX (CT),1900b5d1c8fa286c,2019-11-01 14:00:00,826471,60.244.XX.XX (CT),2019-11-01 14:00:00,1,0.0,1,0,68,1,1,4.0
14501,2019-12-27,19,55000000.0,254.127.XX.XX (HN),c7c6e41f069ee38e,2019-12-27 19:00:00,1194763,98.104.XX.XX (HN),2019-12-27 19:00:00,1,0.0,1,0,160,1,1,4.0
222703,2019-09-18,17,169000000.0,188.156.XX.XX (HCM),86d978a47e64814f,2019-09-18 17:00:00,1393663,195.185.XX.XX (HCM),2019-09-18 17:00:00,1,0.0,1,0,1,1,1,4.0
282717,2019-11-25,8,155000000.0,122.234.XX.XX (HCM),63db0fc3836c615a,2019-11-25 08:00:00,288523,209.90.XX.XX (HCM),2019-11-25 08:00:00,1,0.0,1,0,241,1,1,4.0
377044,2019-12-25,11,200000000.0,188.235.XX.XX (HN),a4d78143534c7022,2019-12-25 11:00:00,1190237,248.19.XX.XX (HN),2019-12-25 11:00:00,1,0.0,1,0,73,1,1,4.0
158122,2019-12-28,9,55200000.0,16.29.XX.XX (HN),daa204e0bdae9305,2019-12-28 09:00:00,1064027,73.116.XX.XX (HN),2019-12-28 09:00:00,1,0.0,1,0,65,1,1,4.0
169718,2019-12-16,19,407265029.0,150.203.XX.XX (NA),8e21f56abfd8794f,2019-12-16 19:00:00,1323791,229.249.XX.XX (NA),2019-12-16 19:00:00,1,0.0,1,0,1,1,1,4.0
129100,2019-12-21,12,60000000.0,104.155.XX.XX (HN),19ca023300526dae,2019-12-21 12:00:00,1163464,223.184.XX.XX (HN),2019-12-21 12:00:00,1,0.0,1,0,55,1,1,4.0
292247,2019-09-20,8,105537170.0,42.196.XX.XX (HN),0ef960c6a0faf784,2019-09-20 08:00:00,700643,231.124.XX.XX (HN),2019-09-20 08:00:00,1,0.0,1,0,280,1,1,4.0
442042,2019-10-03,14,100300000.0,132.176.XX.XX (DN),c2e78be9d8eb41ae,2019-10-03 14:00:00,387257,107.28.XX.XX (DN),2019-10-03 14:00:00,1,0.0,1,0,170,1,1,4.0
339454,2019-11-22,14,167000000.0,61.164.XX.XX (HCM),9a781ca010fae60d,2019-11-22 14:00:00,759810,225.241.XX.XX (HCM),2019-11-22 14:00:00,1,0.0,1,0,139,1,1,4.0
81831,2019-12-23,14,86900000.0,233.130.XX.XX (HN),5fe96ae9309fc491,2019-12-23 14:00:00,1133334,47.127.XX.XX (HN),2019-12-23 14:00:00,1,0.0,1,0,95,1,1,4.0
311676,2019-09-22,20,55000000.0,162.21.XX.XX (HCM),a897b7705b929b13,2019-09-22 20:00:00,59752,44.163.XX.XX (CT),2019-09-22 20:00:00,1,0.0,1,0,181,1,1,4.0
332723,2019-08-10,14,73211654.0,184.33.XX.XX (HN),e4f30d73015ac171,2019-08-10 14:00:00,308079,110.39.XX.XX (HN),2019-08-10 14:00:00,1,0.0,1,0,197,1,1,4.0
275957,2019-06-25,7,39000000.0,245.218.XX.XX (HN),5e81274bd23f42ba,2019-06-25 07:00:00,158325,205.28.XX.XX (HN),2019-06-25 07:00:00,1,0.0,1,0,16,1,1,4.0
264081,2019-12-13,13,100000000.0,77.132.XX.XX (HCM),a8e3fe7859e44109,2019-12-13 13:00:00,1281889,228.244.XX.XX (HCM),2019-12-13 13:00:00,1,0.0,1,0,18,1,1,4.0
129100,2019-12-25,17,65000000.0,223.229.XX.XX (HN),19ca023300526dae,2019-12-25 17:00:00,1163406,80.37.XX.XX (HN),2019-12-25 17:00:00,1,0.0,1,0,71,1,1,4.0
455123,2019-12-30,15,89500000.0,121.91.XX.XX (DN),d92d8929b91d0d0a,2019-12-30 15:00:00,784294,166.163.XX.XX (DN),2019-12-30 15:00:00,1,0.0,1,0,21,1,1,4.0
326151,2019-12-12,14,92433340.0,231.155.XX.XX (HP),b2e0ceb61052b770,2019-12-12 14:00:00,1300347,31.48.XX.XX (HP),2019-12-12 14:00:00,1,0.0,1,0,29,1,1,4.0
72411,2019-03-27,19,42000000.0,10.71.XX.XX (HCM),b6ae27092a230dc6,2019-03-27 19:00:00,70543,122.132.XX.XX (HCM),2019-03-27 19:00:00,1,0.0,1,0,96,1,1,4.0
199908,2019-10-21,10,46346340.0,192.37.XX.XX (HCM),16786c665e46c0cf,2019-10-21 10:00:00,560853,182.111.XX.XX (HCM),2019-10-21 10:00:00,1,0.0,1,0,107,1,1,4.0
264081,2019-12-20,13,50000000.0,37.214.XX.XX (HCM),a8e3fe7859e44109,2019-12-20 13:00:00,1281891,172.234.XX.XX (HCM),2019-12-20 13:00:00,1,0.0,1,0,21,1,1,4.0
102180,2019-08-27,19,115900000.0,217.132.XX.XX (HCM),0c440b5195c046b8,2019-08-27 19:00:00,578769,229.210.XX.XX (HCM),2019-08-27 19:00:00,1,0.0,1,0,63,1,1,4.0
326151,2019-12-16,17,72000000.0,10.92.XX.XX (HP),b2e0ceb61052b770,2019-12-16 17:00:00,1300338,115.68.XX.XX (HP),2019-12-16 17:00:00,1,0.0,1,0,33,1,1,4.0
264081,2019-12-23,20,200000000.0,246.69.XX.XX (HCM),a8e3fe7859e44109,2019-12-23 20:00:00,1281896,252.155.XX.XX (HCM),2019-12-23 20:00:00,1,0.0,1,0,24,1,1,4.0
160968,2019-09-26,16,114000000.0,105.142.XX.XX (HP),56ec9e625c5457fd,2019-09-26 16:00:00,405353,117.88.XX.XX (HP),2019-09-26 16:00:00,1,0.0,1,0,43,1,1,4.0
113563,2019-09-17,16,67550000.0,122.251.XX.XX (HCM),0e1e6b8e7920841d,2019-09-17 16:00:00,757172,9.32.XX.XX (HCM),2019-09-17 16:00:00,1,0.0,1,0,33,1,1,4.0
282717,2019-12-11,15,110000000.0,248.96.XX.XX (HCM),63db0fc3836c615a,2019-12-11 15:00:00,288527,231.239.XX.XX (HCM),2019-12-11 15:00:00,1,0.0,1,0,268,1,1,4.0
174600,2019-09-04,18,592115000.0,85.228.XX.XX (HCM),a006fa96f1ffa696,2019-09-04 18:00:00,737438,33.105.XX.XX (HCM),2019-09-04 18:00:00,1,0.0,1,0,25,1,1,4.0
199908,2019-10-23,8,245892500.0,3.70.XX.XX (HCM),16786c665e46c0cf,2019-10-23 08:00:00,560715,140.244.XX.XX (HCM),2019-10-23 08:00:00,1,0.0,1,0,115,1,1,4.0
64413,2019-06-11,13,250000000.0,18.162.XX.XX (HN),54cbb9122d25e08c,2019-06-11 13:00:00,1040263,117.8.XX.XX (HN),2019-06-11 13:00:00,1,0.0,1,0,5,1,1,4.0
199908,2019-10-25,15,42474765.0,77.31.XX.XX (HCM),16786c665e46c0cf,2019-10-25 15:00:00,560788,3.49.XX.XX (HCM),2019-10-25 15:00:00,1,0.0,1,0,121,1,1,4.0
261469,2019-12-15,2,71200000.0,114.23.XX.XX (HN),01f59c102e7bd060,2019-12-15 02:00:00,852321,198.95.XX.XX (HN),2019-12-15 02:00:00,1,0.0,1,0,158,1,1,4.0
453109,2019-09-25,16,156000000.0,100.145.XX.XX (HN),6bfd5e2a83c52358,2019-09-25 16:00:00,952566,126.88.XX.XX (HN),2019-09-25 16:00:00,1,0.0,1,0,75,1,1,4.0
199908,2019-10-29,14,100000000.0,224.172.XX.XX (HCM),16786c665e46c0cf,2019-10-29 14:00:00,560681,244.218.XX.XX (HCM),2019-10-29 14:00:00,1,0.0,1,0,126,1,1,4.0
158579,2019-10-11,15,82000000.0,134.119.XX.XX (DN),988e6c6323729c83,2019-10-11 15:00:00,517034,157.122.XX.XX (DN),2019-10-11 15:00:00,1,0.0,1,0,31,1,1,4.0
317017,2019-04-18,20,194893000.0,96.161.XX.XX (HCM),0d4e156b03e3133c,2019-04-18 20:00:00,169381,108.162.XX.XX (HCM),2019-04-18 20:00:00,1,0.0,1,0,30,1,1,4.0
129100,2019-12-31,19,50000000.0,93.52.XX.XX (HN),19ca023300526dae,2019-12-31 19:00:00,1163483,226.25.XX.XX (HN),2019-12-31 19:00:00,1,0.0,1,0,96,1,1,4.0
309475,2019-07-12,15,54500000.0,132.61.XX.XX (HCM),c506b83842e9ce8b,2019-07-12 15:00:00,253451,1.244.XX.XX (HCM),2019-07-12 15:00:00,1,0.0,1,0,34,1,1,4.0
398570,2019-11-04,10,62700000.0,56.224.XX.XX (HN),25f034adc58d08d4,2019-11-04 10:00:00,335813,205.248.XX.XX (HN),2019-11-04 10:00:00,1,0.0,1,0,47,1,1,4.0
246752,2019-12-11,10,200000000.0,109.123.XX.XX (HP),c7d0bddb3c02dfba,2019-12-11 10:00:00,433802,98.14.XX.XX (HP),2019-12-11 10:00:00,1,0.0,1,0,95,1,1,4.0
199908,2019-11-04,15,51217600.0,210.130.XX.XX (HCM),16786c665e46c0cf,2019-11-04 15:00:00,560824,182.104.XX.XX (HCM),2019-11-04 15:00:00,1,0.0,1,0,141,1,1,4.0
241904,2019-11-11,10,73065000.0,49.110.XX.XX (HN),5135229823e6a796,2019-11-11 10:00:00,711809,68.143.XX.XX (HN),2019-11-11 10:00:00,1,0.0,1,0,44,1,1,4.0
302487,2019-12-13,15,100000000.0,56.140.XX.XX (CT),8af09d00c864dcf9,2019-12-13 15:00:00,1068606,146.132.XX.XX (CT),2019-12-13 15:00:00,1,0.0,1,0,43,1,1,4.0
330616,2019-11-04,10,203576986.0,33.131.XX.XX (TH),198ea307b69d06e1,2019-11-04 10:00:00,910896,107.148.XX.XX (TH),2019-11-04 10:00:00,1,0.0,1,0,12,1,1,4.0
292247,2019-09-26,17,44639000.0,25.22.XX.XX (HN),0ef960c6a0faf784,2019-09-26 17:00:00,700600,53.210.XX.XX (HN),2019-09-26 17:00:00,1,0.0,1,0,305,1,1,4.0
72411,2019-04-10,20,149635850.0,14.69.XX.XX (HCM),b6ae27092a230dc6,2019-04-10 20:00:00,70653,6.18.XX.XX (HCM),2019-04-10 20:00:00,1,0.0,1,0,141,1,1,4.0
302524,2019-04-11,11,41250000.0,20.207.XX.XX (HP),1c8957e2b1ff6923,2019-04-11 11:00:00,915125,162.8.XX.XX (HP),2019-04-11 11:00:00,1,0.0,1,0,1,1,1,4.0
449930,2019-06-05,13,47000000.0,41.116.XX.XX (CT),e484a90d4853c895,2019-06-05 13:00:00,55080,54.248.XX.XX (CT),2019-06-05 13:00:00,1,0.0,1,0,163,1,1,4.0
292247,2019-09-27,7,66173000.0,105.174.XX.XX (HN),0ef960c6a0faf784,2019-09-27 07:00:00,700601,75.218.XX.XX (HN),2019-09-27 07:00:00,1,0.0,1,0,310,1,1,4.0
76682,2019-11-29,22,173021000.0,157.2.XX.XX (HP),da9831edfcbe2f69,2019-11-29 22:00:00,80648,74.153.XX.XX (HP),2019-11-29 22:00:00,1,0.0,1,0,144,1,1,4.0
241904,2019-12-30,16,400000000.0,227.140.XX.XX (HN),5135229823e6a796,2019-12-30 16:00:00,711795,66.116.XX.XX (HN),2019-12-30 16:00:00,1,0.0,1,0,63,1,1,4.0
332723,2019-08-21,9,53886280.0,197.32.XX.XX (HN),e4f30d73015ac171,2019-08-21 09:00:00,308131,225.60.XX.XX (HN),2019-08-21 09:00:00,1,0.0,1,0,219,1,1,4.0
292247,2019-09-27,10,50210110.0,247.248.XX.XX (HN),0ef960c6a0faf784,2019-09-27 10:00:00,700647,176.191.XX.XX (HN),2019-09-27 10:00:00,1,0.0,1,0,314,1,1,4.0
199908,2019-11-15,18,49691000.0,37.59.XX.XX (HCM),16786c665e46c0cf,2019-11-15 18:00:00,560792,208.213.XX.XX (HCM),2019-11-15 18:00:00,1,0.0,1,0,165,1,1,4.0
89828,2019-12-26,13,45000000.0,6.187.XX.XX (NA),c3943ac2722836ae,2019-12-26 13:00:00,37731,206.50.XX.XX (NA),2019-12-26 13:00:00,1,0.0,1,0,268,1,1,4.0
449930,2019-06-05,14,96000000.0,204.231.XX.XX (CT),e484a90d4853c895,2019-06-05 14:00:00,55005,9.250.XX.XX (CT),2019-06-05 14:00:00,1,0.0,1,0,165,1,1,4.0
50236,2019-09-17,11,122030000.0,150.15.XX.XX (BD),25a52e14582d45ee,2019-09-17 11:00:00,845608,166.240.XX.XX (BD),2019-09-17 11:00:00,1,0.0,1,0,39,1,1,4.0
59360,2019-10-14,9,49500000.0,53.68.XX.XX (HCM),a11b86c25ce5ec64,2019-10-14 09:00:00,1054619,242.161.XX.XX (HCM),2019-10-14 09:00:00,1,0.0,1,0,11,1,1,4.0
34607,2019-11-26,17,49000000.0,48.151.XX.XX (HCM),572fb9c6221ea670,2019-11-26 17:00:00,1230137,10.79.XX.XX (HCM),2019-11-26 17:00:00,1,0.0,1,0,31,1,1,4.0
242047,2019-12-09,16,68670000.0,78.251.XX.XX (BD),abb34e2a27947b29,2019-12-09 16:00:00,1324661,235.186.XX.XX (BD),2019-12-09 16:00:00,1,0.0,1,0,5,1,1,4.0
59360,2019-10-17,16,250000000.0,114.239.XX.XX (HCM),a11b86c25ce5ec64,2019-10-17 16:00:00,1054631,117.226.XX.XX (HCM),2019-10-17 16:00:00,1,0.0,1,0,14,1,1,4.0
76682,2019-12-04,19,146502800.0,49.106.XX.XX (HP),da9831edfcbe2f69,2019-12-04 19:00:00,80678,241.62.XX.XX (HP),2019-12-04 19:00:00,1,0.0,1,0,154,1,1,4.0
25366,2019-10-31,11,145000000.0,60.96.XX.XX (HN),a59b71fcd31539e8,2019-10-31 11:00:00,66032,159.165.XX.XX (HN),2019-10-31 11:00:00,1,0.0,1,0,131,1,1,4.0
25366,2019-11-23,11,91703000.0,205.80.XX.XX (HN),a59b71fcd31539e8,2019-11-23 11:00:00,65951,240.28.XX.XX (HN),2019-11-23 11:00:00,1,0.0,1,0,140,1,1,4.0
153446,2019-07-22,16,53000000.0,11.166.XX.XX (DN),fb2d51fac8e638dd,2019-07-22 16:00:00,449090,32.2.XX.XX (DN),2019-07-22 16:00:00,1,0.0,1,0,46,1,1,4.0
72411,2019-04-16,20,77000000.0,127.165.XX.XX (HCM),b6ae27092a230dc6,2019-04-16 20:00:00,70654,245.30.XX.XX (HCM),2019-04-16 20:00:00,1,0.0,1,0,160,1,1,4.0
42523,2019-08-20,13,47900000.0,64.70.XX.XX (DN),a1efe0a7cd9aaeda,2019-08-20 13:00:00,685796,147.112.XX.XX (DN),2019-08-20 13:00:00,1,0.0,1,0,64,1,1,4.0
42523,2019-08-21,17,44000000.0,43.102.XX.XX (DN),a1efe0a7cd9aaeda,2019-08-21 17:00:00,686006,245.92.XX.XX (DN),2019-08-21 17:00:00,1,0.0,1,0,67,1,1,4.0
16120,2019-07-23,14,81633570.0,146.216.XX.XX (HCM),00231f12684e7c6d,2019-07-23 14:00:00,740445,242.106.XX.XX (HCM),2019-07-23 14:00:00,1,0.0,1,0,2,1,1,4.0
339454,2019-12-18,16,62200000.0,67.44.XX.XX (HCM),9a781ca010fae60d,2019-12-18 16:00:00,759829,68.237.XX.XX (HCM),2019-12-18 16:00:00,1,0.0,1,0,172,1,1,4.0
212844,2019-07-25,18,250000000.0,12.178.XX.XX (HN),0a1a180157c81026,2019-07-25 18:00:00,480762,10.19.XX.XX (HN),2019-07-25 18:00:00,1,0.0,1,0,16,1,1,4.0
76682,2019-12-07,8,60000000.0,213.37.XX.XX (HP),da9831edfcbe2f69,2019-12-07 08:00:00,80655,135.90.XX.XX (HP),2019-12-07 08:00:00,1,0.0,1,0,161,1,1,4.0
242047,2019-12-24,11,106000000.0,70.70.XX.XX (BD),abb34e2a27947b29,2019-12-24 11:00:00,1324663,168.23.XX.XX (BD),2019-12-24 11:00:00,1,0.0,1,0,16,1,1,4.0
192160,2019-08-11,9,40000000.0,53.106.XX.XX (HCM),e9fbf78ac0c7990e,2019-08-11 09:00:00,212542,112.235.XX.XX (HCM),2019-08-11 09:00:00,1,0.0,1,0,86,1,1,4.0
16120,2019-08-20,10,38245000.0,205.7.XX.XX (HCM),00231f12684e7c6d,2019-08-20 10:00:00,740426,164.41.XX.XX (HCM),2019-08-20 10:00:00,1,0.0,1,0,19,1,1,4.0
65302,2019-12-11,11,40923077.0,45.125.XX.XX (DN),a5c7ec42368c6d87,2019-12-11 11:00:00,1085069,204.208.XX.XX (DN),2019-12-11 11:00:00,1,0.0,1,0,31,1,1,4.0
455127,2019-05-31,11,44000000.0,147.61.XX.XX (HCM),c32d948d666f328a,2019-05-31 11:00:00,364003,106.28.XX.XX (HCM),2019-05-31 11:00:00,1,0.0,1,0,10,1,1,4.0
348242,2019-09-12,10,108215140.0,7.48.XX.XX (BD),5afac37c18190bfb,2019-09-12 10:00:00,806406,62.115.XX.XX (BD),2019-09-12 10:00:00,1,0.0,1,0,139,1,1,4.0
332723,2019-09-10,15,44201754.0,117.148.XX.XX (HN),e4f30d73015ac171,2019-09-10 15:00:00,308262,172.217.XX.XX (HN),2019-09-10 15:00:00,1,0.0,1,0,250,1,1,4.0
235316,2019-06-24,19,76744300.0,245.99.XX.XX (HN),6a8dc03c48d178b4,2019-06-24 19:00:00,414522,209.82.XX.XX (HN),2019-06-24 19:00:00,1,0.0,1,0,67,1,1,4.0
94819,2019-11-05,17,45000000.0,141.16.XX.XX (HN),c3b2e0edfa8b375a,2019-11-05 17:00:00,710737,209.156.XX.XX (HN),2019-11-05 17:00:00,1,0.0,1,0,21,1,1,4.0
235316,2019-06-24,20,123050100.0,176.176.XX.XX (HN),6a8dc03c48d178b4,2019-06-24 20:00:00,414561,132.58.XX.XX (HN),2019-06-24 20:00:00,1,0.0,1,0,69,1,1,4.0
288567,2019-12-12,15,300000000.0,27.130.XX.XX (HCM),427e607fe2829335,2019-12-12 15:00:00,215678,244.20.XX.XX (HCM),2019-12-12 15:00:00,1,0.0,1,0,193,1,1,4.0
317017,2019-04-23,19,192941800.0,108.248.XX.XX (HCM),0d4e156b03e3133c,2019-04-23 19:00:00,169330,42.105.XX.XX (HCM),2019-04-23 19:00:00,1,0.0,1,0,48,1,1,4.0
237040,2019-09-10,8,100000000.0,82.56.XX.XX (HP),1adfc31891230cba,2019-09-10 08:00:00,317564,38.86.XX.XX (HP),2019-09-10 08:00:00,1,0.0,1,0,116,1,1,4.0
462483,2019-10-17,8,110000000.0,182.203.XX.XX (DN),11d15a7cc627ffce,2019-10-17 08:00:00,461506,123.145.XX.XX (DN),2019-10-17 08:00:00,1,0.0,1,0,67,1,1,4.0
199908,2019-12-04,11,44390000.0,16.69.XX.XX (HCM),16786c665e46c0cf,2019-12-04 11:00:00,560830,214.126.XX.XX (HCM),2019-12-04 11:00:00,1,0.0,1,0,212,1,1,4.0
129847,2019-08-20,9,116600000.0,9.214.XX.XX (HCM),49b3cd4afeb3d224,2019-08-20 09:00:00,844759,105.123.XX.XX (HCM),2019-08-20 09:00:00,1,0.0,1,0,8,1,1,4.0
42523,2019-09-21,13,40000000.0,205.145.XX.XX (DN),a1efe0a7cd9aaeda,2019-09-21 13:00:00,686012,10.140.XX.XX (DN),2019-09-21 13:00:00,1,0.0,1,0,150,1,1,4.0
208370,2019-09-26,16,40330000.0,238.205.XX.XX (HCM),3df285fa88e71e4f,2019-09-26 16:00:00,278914,43.67.XX.XX (HCM),2019-09-26 16:00:00,1,0.0,1,0,1509,1,1,4.0
257119,2019-11-22,9,65000000.0,254.96.XX.XX (HN),224ef05ae9577ada,2019-11-22 09:00:00,913809,126.125.XX.XX (HN),2019-11-22 09:00:00,1,0.0,1,0,22,1,1,4.0
313760,2019-08-20,8,60000000.0,85.13.XX.XX (NA),d85bc417466e5d10,2019-08-20 08:00:00,860932,89.145.XX.XX (NA),2019-08-20 08:00:00,1,0.0,1,0,6,1,1,4.0
65438,2019-10-12,19,38400000.0,27.112.XX.XX (HN),d9c6380503ab7d56,2019-10-12 19:00:00,439693,45.18.XX.XX (HN),2019-10-12 19:00:00,1,0.0,1,0,126,1,1,4.0
332723,2019-09-10,16,38282000.0,126.39.XX.XX (HN),e4f30d73015ac171,2019-09-10 16:00:00,308137,62.184.XX.XX (HN),2019-09-10 16:00:00,1,0.0,1,0,252,1,1,4.0
72411,2019-04-25,18,120491600.0,245.33.XX.XX (HCM),b6ae27092a230dc6,2019-04-25 18:00:00,70362,114.115.XX.XX (HCM),2019-04-25 18:00:00,1,0.0,1,0,193,1,1,4.0
453109,2019-12-05,17,50000000.0,11.139.XX.XX (HN),6bfd5e2a83c52358,2019-12-05 17:00:00,952601,101.19.XX.XX (HN),2019-12-05 17:00:00,1,0.0,1,0,328,1,1,4.0
42523,2019-09-25,12,50000000.0,39.193.XX.XX (DN),a1efe0a7cd9aaeda,2019-09-25 12:00:00,685911,165.72.XX.XX (DN),2019-09-25 12:00:00,1,0.0,1,0,169,1,1,4.0
427722,2019-11-20,9,52781000.0,46.40.XX.XX (HN),0424ba13852a7691,2019-11-20 09:00:00,1138651,48.215.XX.XX (HN),2019-11-20 09:00:00,1,0.0,1,0,111,1,1,4.0
313836,2019-09-03,10,50000000.0,162.110.XX.XX (HP),4834cf81075d3033,2019-09-03 10:00:00,1074629,221.228.XX.XX (HP),2019-09-03 10:00:00,1,0.0,1,0,11,1,1,4.0
223291,2019-08-19,9,104640000.0,34.49.XX.XX (DN),2f66eca588a909c8,2019-08-19 09:00:00,425964,134.214.XX.XX (DN),2019-08-19 09:00:00,1,0.0,1,0,56,1,1,4.0
16120,2019-11-19,15,55376056.0,180.43.XX.XX (HCM),00231f12684e7c6d,2019-11-19 15:00:00,740362,107.194.XX.XX (HCM),2019-11-19 15:00:00,1,0.0,1,0,103,1,1,4.0
292247,2019-10-04,18,97135005.0,203.130.XX.XX (HN),0ef960c6a0faf784,2019-10-04 18:00:00,700604,77.119.XX.XX (HN),2019-10-04 18:00:00,1,0.0,1,0,337,1,1,4.0
442042,2019-11-22,15,200000000.0,22.234.XX.XX (DN),c2e78be9d8eb41ae,2019-11-22 15:00:00,387227,127.137.XX.XX (DN),2019-11-22 15:00:00,1,0.0,1,0,230,1,1,4.0
483238,2019-11-21,14,144000000.0,165.119.XX.XX (DN),10979605ec1c2328,2019-11-21 14:00:00,425194,76.158.XX.XX (DN),2019-11-21 14:00:00,1,0.0,1,0,293,1,1,4.0
292247,2019-10-05,19,463397140.0,176.166.XX.XX (HN),0ef960c6a0faf784,2019-10-05 19:00:00,700648,43.53.XX.XX (HN),2019-10-05 19:00:00,1,0.0,1,0,342,1,1,4.0
199908,2019-12-12,15,117793042.0,27.190.XX.XX (HCM),16786c665e46c0cf,2019-12-12 15:00:00,560807,160.183.XX.XX (HCM),2019-12-12 15:00:00,1,0.0,1,0,234,1,1,4.0
130315,2019-07-22,14,40000000.0,229.7.XX.XX (HCM),bcd8d680c6f84013,2019-07-22 14:00:00,720957,194.91.XX.XX (HCM),2019-07-22 14:00:00,1,0.0,1,0,9,1,1,4.0
90096,2019-03-10,12,45000000.0,14.123.XX.XX (HN),3215a7a0aaa3ed4d,2019-03-10 12:00:00,99191,27.19.XX.XX (HN),2019-03-10 12:00:00,1,0.0,1,0,5,1,1,4.0
433151,2019-10-18,14,75000000.0,114.10.XX.XX (HCM),2412dbecf5db4731,2019-10-18 14:00:00,258404,181.26.XX.XX (HCM),2019-10-18 14:00:00,1,0.0,1,0,99,1,1,4.0
336423,2019-12-25,15,47450000.0,228.83.XX.XX (BD),a504376d9e3b978e,2019-12-25 15:00:00,1092866,191.40.XX.XX (BD),2019-12-25 15:00:00,1,0.0,1,0,65,1,1,4.0
424636,2019-12-25,10,80000000.0,147.251.XX.XX (HCM),43c0e83089f3622e,2019-12-25 10:00:00,780795,104.22.XX.XX (HCM),2019-12-25 10:00:00,1,0.0,1,0,93,1,1,4.0
16120,2019-12-23,9,72613954.0,87.78.XX.XX (HCM),00231f12684e7c6d,2019-12-23 09:00:00,740443,89.74.XX.XX (HCM),2019-12-23 09:00:00,1,0.0,1,0,134,1,1,4.0
72411,2019-05-05,18,185642000.0,166.163.XX.XX (HCM),b6ae27092a230dc6,2019-05-05 18:00:00,70659,155.139.XX.XX (HCM),2019-05-05 18:00:00,1,0.0,1,0,223,1,1,4.0
317017,2019-05-01,20,57668000.0,135.45.XX.XX (HCM),0d4e156b03e3133c,2019-05-01 20:00:00,169279,36.58.XX.XX (HCM),2019-05-01 20:00:00,1,0.0,1,0,62,1,1,4.0
65438,2019-11-22,18,67000000.0,90.33.XX.XX (HN),d9c6380503ab7d56,2019-11-22 18:00:00,439883,52.21.XX.XX (HN),2019-11-22 18:00:00,1,0.0,1,0,208,1,1,4.0
341953,2019-10-16,11,74700000.0,169.43.XX.XX (DN),61c2cd7a7c5214c0,2019-10-16 11:00:00,111120,151.44.XX.XX (HN),2019-10-16 11:00:00,1,0.0,1,0,105,1,1,4.0
242439,2019-07-31,16,45000000.0,251.104.XX.XX (HCM),4a09647680a785c5,2019-07-31 16:00:00,1392109,245.149.XX.XX (HCM),2019-07-31 16:00:00,1,0.0,1,0,1,1,1,4.0
329870,2019-10-17,10,64000000.0,117.17.XX.XX (HCM),42be79df73b272fb,2019-10-17 10:00:00,541227,146.164.XX.XX (HCM),2019-10-17 10:00:00,1,0.0,1,0,174,1,1,4.0
8539,2019-12-17,16,90900000.0,137.62.XX.XX (HCM),cd9e5846cc559dfe,2019-12-17 16:00:00,1321960,176.49.XX.XX (HCM),2019-12-17 16:00:00,1,0.0,1,0,6,1,1,4.0
