CUSTOMER_NUMBER,TRANS_DATE,TRANS_HOUR,TRANS_AMOUNT,TRANS_LV1,TRANS_LV2,IP_Address_Proxy,Device_ID_Hash,ts_dt,SUM_1H,COUNT_1H,SUM_3H,COUNT_3H,SUM_24H,COUNT_24H,SUM_48H,COUNT_48H,SUM_7D,COUNT_7D,SUM_30D,COUNT_30D,VELOCITY_RATIO_AMOUNT_1H_VS_24H,VELOCITY_RATIO_AMOUNT_24H_VS_7D,VELOCITY_RATIO_AMOUNT_7D_VS_30D,VELOCITY_RATIO_COUNT_1H_VS_24H,VELOCITY_RATIO_COUNT_24H_VS_7D,VELOCITY_RATIO_COUNT_7D_VS_30D,HIST_AVG_30D_TRANS_AMOUNT,TRANS_AMOUNT_VS_30D_AVG_RATIO
794461,2019-10-25,16,190000000.0,Transfer,Outside_bank,139.175.xx.xx (HN),b9c587efe1ad04b3,2019-10-25 16:00:00,192155000.0,2.0,193155000.0,3.0,193155000.0,3.0,194275000.0,4.0,254458000.0,17.0,527111900.0,84.0,0.9948228106960215,0.7590840138647337,0.4827400026445906,0.6666644444518518,0.1764704844291268,0.2023809282879847,6275140.91962608,30.27820449505042
190167,2019-08-02,11,185716883.0,Transfer,Outside_bank,89.77.xx.xx (HN),fb95128a08fa6318,2019-08-02 11:00:00,191593272.0,2.0,191593272.0,2.0,191593272.0,2.0,191593272.0,2.0,191593272.0,2.0,191593272.0,2.0,0.9999999999999477,0.9999999999999477,0.9999999999999477,0.9999950000249999,0.9999950000249999,0.9999950000249999,95796157.0192149,1.9386673618100287
254607,2019-05-10,16,190000000.0,Transfer,Outside_bank,183.163.xx.xx (HCM),20c1f28775282c58,2019-05-10 16:00:00,191553027.0,2.0,191553027.0,2.0,191553027.0,2.0,191553027.0,2.0,196923676.0,4.0,928139623.0,13.0,0.9999999999999477,0.9727272560156264,0.21217031481048823,0.9999950000249999,0.49999875000312505,0.30769207100609924,71395300.69592254,2.661239579467511
405257,2019-11-23,23,31000000.0,Transfer,Within_bank,187.149.xx.xx (HN),246c27a59f07dcd4,2019-11-23 23:00:00,191000000.0,2.0,191000000.0,2.0,191000000.0,2.0,212000000.0,3.0,212000000.0,3.0,212100000.0,4.0,0.9999999999999476,0.9009433962263725,0.9995285242809523,0.9999950000249999,0.6666644444518518,0.7499981250046875,53024867.43783141,0.5846313531352032
198809,2019-12-12,16,103890616.0,Transfer,Outside_bank,10.103.xx.xx (HCM),c543611de87301f7,2019-12-12 16:00:00,190750000.0,2.0,190750000.0,2.0,190750000.0,2.0,191870000.0,3.0,463010959.0,10.0,1991302439.0,37.0,0.9999999999999475,0.4119772897211184,0.23251664334450087,0.9999950000249999,0.1999998000002,0.270270197224271,53818970.29217019,1.9303716781644769
969673,2019-11-08,14,15540000.0,Transfer,Within_bank,62.219.xx.xx (HCM),15ce0bfa42b75f8c,2019-11-08 14:00:00,190558000.0,2.0,190558000.0,2.0,190558000.0,2.0,343186000.0,4.0,687013000.0,6.0,2332280000.0,20.0,0.9999999999999475,0.2773717527907001,0.2945671188708033,0.9999950000249999,0.33333277777870374,0.299999850000075,116613941.69302915,0.1332602240725699
84135,2019-10-11,14,276325.0,Payment,Utilities_payment,80.41.xx.xx (TH),2ff28e3159d8f8e7,2019-10-11 14:00:00,190276325.0,2.0,190276325.0,2.0,190276325.0,2.0,190276325.0,2.0,190276325.0,2.0,190276325.0,2.0,0.9999999999999474,0.9999999999999474,0.9999999999999474,0.9999950000249999,0.9999950000249999,0.9999950000249999,95137686.81156594,0.0029044746541638427
928137,2019-08-29,11,46000000.0,Transfer,Outside_bank,93.147.xx.xx (HCM),5b73552dc3b6c1d2,2019-08-29 11:00:00,190050000.0,3.0,190050000.0,3.0,190050000.0,3.0,190150000.0,4.0,260250000.0,7.0,676171000.0,16.0,0.9999999999999473,0.7302593659942083,0.38488784641754253,0.9999966666777778,0.4285708163274053,0.4374997265626709,42260661.08708682,1.0884827358757265
656543,2019-05-06,14,170000000.0,Transfer,Outside_bank,157.176.xx.xx (HN),960d1fc8156bb40b,2019-05-06 14:00:00,190000000.0,2.0,190000000.0,2.0,190000000.0,2.0,190000000.0,2.0,190000000.0,2.0,239498000.0,8.0,0.9999999999999473,0.9999999999999473,0.7933260403009297,0.9999950000249999,0.9999950000249999,0.24999968750039064,29937212.57848428,5.678551386648514
826350,2019-10-26,14,90000000.0,Payment,Credit_card_repayment,18.112.xx.xx (DN),74186757f0ed74a2,2019-10-26 14:00:00,190000000.0,2.0,190000000.0,2.0,190000000.0,2.0,232000000.0,3.0,232000000.0,3.0,413400000.0,8.0,0.9999999999999473,0.8189655172413439,0.5611998064828118,0.9999950000249999,0.6666644444518518,0.37499953125058594,51674935.40633074,1.741656748911129
229460,2019-12-13,14,60000000.0,Transfer,Outside_bank,208.101.xx.xx (HN),d781ec52c38ef2a2,2019-12-13 14:00:00,190000000.0,2.0,190000000.0,2.0,190000000.0,2.0,313041000.0,3.0,1437930144.0,10.0,5228511725.0,43.0,0.9999999999999473,0.13213437439419776,0.27501710230935694,0.9999950000249999,0.1999998000002,0.23255808545160803,121593267.65272844,0.4934483722516254
146404,2019-07-31,13,140000000.0,Transfer,Within_bank,254.107.xx.xx (HCM),4e5d139a90d365bd,2019-07-31 13:00:00,190000000.0,2.0,190000000.0,2.0,195000000.0,3.0,195000000.0,3.0,308940000.0,5.0,1364070000.0,22.0,0.9743589743589244,0.6311905224315196,0.22648397809496415,0.6666644444518518,0.5999988000024,0.2272726239669891,62003153.63493016,2.257949665339391
395462,2019-06-19,11,60000000.0,Transfer,Outside_bank,200.230.xx.xx (HN),7d7cdb91d988407e,2019-06-19 11:00:00,188000000.0,2.0,188000000.0,2.0,188000000.0,2.0,188000000.0,2.0,188000000.0,2.0,657570000.0,10.0,0.9999999999999467,0.9999999999999467,0.28590112079321917,0.9999950000249999,0.9999950000249999,0.1999998000002,65756934.24306576,0.9124512979605346
779761,2019-09-24,9,173000000.0,Transfer,Within_bank,57.6.xx.xx (HN),659b0405928bb478,2019-09-24 09:00:00,188000000.0,2.0,188000000.0,2.0,191570000.0,3.0,191895000.0,4.0,316380000.0,10.0,322380000.0,11.0,0.9813645142767143,0.6055060370440418,0.9813884235994484,0.6666644444518518,0.2999997000003,0.9090900826453795,29307246.08432174,5.902977014701132
728533,2019-12-31,17,44470000.0,Transfer,Within_bank,96.244.xx.xx (HCM),bcacc228d001a180,2019-12-31 17:00:00,187630000.0,2.0,187630000.0,2.0,203430000.0,5.0,466810000.0,8.0,1460100000.0,25.0,4901280000.0,83.0,0.9223320060954174,0.13932607355660476,0.29790177259817785,0.39999920000160005,0.199999920000032,0.3012047829873755,59051559.150414556,0.7530707171798745
27381,2019-09-13,21,20000.0,Topup,Mobile,223.94.xx.xx (CT),fd7156acbf33e90a,2019-09-13 21:00:00,187020000.0,2.0,187020000.0,2.0,224020000.0,4.0,226020000.0,6.0,238439000.0,14.0,239819000.0,22.0,0.83483617534145,0.9395275101807615,0.9942456602687445,0.49999875000312505,0.2857140816327988,0.6363633471075695,10900858.681427872,0.0018347178497099745
401313,2019-11-21,15,77900000.0,Transfer,Within_bank,197.24.xx.xx (HN),c438bafb9e1bc068,2019-11-21 15:00:00,186800000.0,2.0,197000000.0,3.0,199000000.0,4.0,199000000.0,4.0,943989000.0,14.0,1619773000.0,33.0,0.9386934673366362,0.2108075411895667,0.5827909219378234,0.49999875000312505,0.2857140816327988,0.4242422956841528,49084015.42908623,1.5870747191115524
316519,2019-08-26,16,182750000.0,Payment,Credit_card_repayment,32.4.xx.xx (BD),37149e241d5e6fae,2019-08-26 16:00:00,186750000.0,2.0,186750000.0,2.0,186750000.0,2.0,186750000.0,2.0,367650000.0,6.0,989150000.0,13.0,0.9999999999999464,0.5079559363524954,0.3716827579234659,0.9999950000249999,0.33333277777870374,0.46153810650914884,76088403.00892076,2.4018114820802587
515299,2019-08-30,10,200000.0,Topup,Mobile,182.48.xx.xx (NA),011b6179871e0b89,2019-08-30 10:00:00,186400000.0,2.0,186400000.0,2.0,196570000.0,4.0,196570000.0,4.0,196570000.0,4.0,204957000.0,5.0,0.94826270539752,0.999999999999949,0.9590792214951936,0.49999875000312505,0.9999975000062501,0.7999984000032001,40991318.017363966,0.00487908195377448
773299,2019-10-06,19,116350000.0,Transfer,Outside_bank,6.72.xx.xx (HCM),dc3929893261f513,2019-10-06 19:00:00,186350000.0,2.0,186350000.0,2.0,186350000.0,2.0,186350000.0,2.0,378979589.0,6.0,614987432.0,16.0,0.9999999999999463,0.49171513561379443,0.6162395673152453,0.9999950000249999,0.33333277777870374,0.3749997656251465,38436690.477068454,3.0270556220074356
112162,2019-12-20,15,183000000.0,Transfer,Outside_bank,176.132.xx.xx (HP),855d36e3b07849c6,2019-12-20 15:00:00,185510000.0,2.0,185510000.0,2.0,185510000.0,2.0,185510000.0,2.0,185510000.0,2.0,507710000.0,9.0,0.999999999999946,0.999999999999946,0.36538575170864535,0.9999950000249999,0.9999950000249999,0.22222197530891633,56412159.54204495,3.243981465796829
840746,2019-08-15,12,5000000.0,Payment,Credit_card_repayment,215.153.xx.xx (CT),06ae697b7e006e15,2019-08-15 12:00:00,185000000.0,2.0,185000000.0,2.0,185000000.0,2.0,185000000.0,2.0,185000000.0,2.0,940700000.0,9.0,0.9999999999999458,0.9999999999999458,0.19666206016795792,0.9999950000249999,0.9999950000249999,0.22222197530891633,104522106.08654879,0.04783677049005602
229460,2019-11-21,14,12058000.0,Transfer,Within_bank,168.10.xx.xx (HN),d781ec52c38ef2a2,2019-11-21 14:00:00,183904696.0,2.0,183904696.0,2.0,183904696.0,2.0,328004696.0,3.0,967346464.0,9.0,6031940001.0,44.0,0.9999999999999456,0.19011254275903167,0.16037070392603836,0.9999950000249999,0.22222197530891633,0.20454540805786178,137089514.32056493,0.08795712830233791
928553,2019-09-07,9,180000000.0,Transfer,Within_bank,141.219.xx.xx (NA),1b391b2f3d7c7777,2019-09-07 09:00:00,183599000.0,2.0,183599000.0,2.0,183599000.0,2.0,183599000.0,2.0,183599000.0,2.0,207911904.0,5.0,0.9999999999999455,0.9999999999999455,0.8830615105135642,0.9999950000249999,0.9999950000249999,0.39999920000160005,41582297.635404736,4.328765129291411
401313,2019-12-06,15,45200000.0,Transfer,Outside_bank,208.142.xx.xx (HN),c438bafb9e1bc068,2019-12-06 15:00:00,183200000.0,2.0,183200000.0,2.0,183700000.0,3.0,209941000.0,6.0,826414000.0,19.0,2876203000.0,56.0,0.9972781709308112,0.22228568247875494,0.28732811974676237,0.6666644444518518,0.15789465373965592,0.3392856536989904,51360758.6855788,0.8800493052818273
862362,2019-10-22,17,97000000.0,Transfer,Outside_bank,166.58.xx.xx (HCM),c4a6fd4549acb468,2019-10-22 17:00:00,183000000.0,2.0,183000000.0,2.0,183000000.0,2.0,683000000.0,3.0,683000000.0,3.0,683000000.0,3.0,0.9999999999999453,0.2679355783308892,0.9999999999999853,0.9999950000249999,0.6666644444518518,0.9999966666777778,227665907.78030738,0.42606291361637955
411228,2019-12-02,11,126200000.0,Transfer,Outside_bank,14.84.xx.xx (HCM),5867fea34973d028,2019-12-02 11:00:00,182904000.0,2.0,182904000.0,2.0,182904000.0,2.0,184604000.0,3.0,353171701.0,13.0,395716101.0,29.0,0.9999999999999453,0.5178897388497014,0.892487569010974,0.9999950000249999,0.15384603550304962,0.4482757074911354,13645378.08780066,9.248552820440626
55844,2019-07-25,13,32680000.0,Payment,Credit_card_repayment,29.137.xx.xx (NA),a027b37b1bcc4c28,2019-07-25 13:00:00,182680000.0,2.0,182680000.0,2.0,182680000.0,2.0,182680000.0,2.0,182680000.0,2.0,182680000.0,2.0,0.9999999999999452,0.9999999999999452,0.9999999999999452,0.9999950000249999,0.9999950000249999,0.9999950000249999,91339543.30228348,0.35778589227059804
394191,2019-10-23,10,2450000.0,Transfer,Outside_bank,205.102.xx.xx (TH),09e340e666ab22ae,2019-10-23 10:00:00,182450000.0,2.0,182450000.0,2.0,182450000.0,2.0,182950000.0,3.0,182950000.0,3.0,182950000.0,3.0,0.9999999999999452,0.9972670128449851,0.9999999999999453,0.9999950000249999,0.6666644444518518,0.9999966666777778,60983130.056233145,0.04017504509428147
734533,2019-06-28,6,1000000.0,Transfer,Within_bank,156.137.xx.xx (HCM),c4b69e9799faf359,2019-06-28 06:00:00,181000000.0,2.0,181000000.0,2.0,225800000.0,4.0,228180000.0,7.0,322230000.0,14.0,322230000.0,14.0,0.8015943312665721,0.7007417062346554,0.9999999999999689,0.49999875000312505,0.2857140816327988,0.9999992857147959,23016412.131134193,0.043447258169611515
161207,2019-11-12,16,30000000.0,Transfer,Within_bank,157.15.xx.xx (HN),aa9be2762ba182d1,2019-11-12 16:00:00,180000000.0,2.0,180000000.0,2.0,212400000.0,3.0,212400000.0,3.0,242400000.0,4.0,792400000.0,6.0,0.8474576271186041,0.87623762376234,0.3059061080262455,0.6666644444518518,0.7499981250046875,0.6666655555574075,132066446.55592242,0.22715837960624224
437477,2019-07-11,11,90000000.0,Transfer,Outside_bank,242.192.xx.xx (HCM),798c022321b10e59,2019-07-11 11:00:00,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,0.9999999999999444,0.9999999999999444,0.9999999999999444,0.9999950000249999,0.9999950000249999,0.9999950000249999,89999550.00224999,1.000004999999889
591532,2019-12-24,14,40000000.0,Transfer,Within_bank,195.54.xx.xx (HN),9a05f524eb56f440,2019-12-24 14:00:00,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,185550000.0,3.0,205550000.0,4.0,843300000.0,11.0,0.9999999999999444,0.87569934322545,0.24374481204790413,0.9999950000249999,0.49999875000312505,0.3636360330581518,76663566.66948485,0.5217602276769152
594553,2019-09-22,9,40000000.0,Transfer,Within_bank,26.77.xx.xx (TH),63b0ac9610a4c219,2019-09-22 09:00:00,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,250100000.0,6.0,321000000.0,11.0,708980000.0,35.0,0.9999999999999444,0.5607476635513844,0.4527631244886957,0.9999950000249999,0.1818180165290759,0.31428562448982156,20256565.640981242,1.974668396850841
179795,2019-03-07,18,48000000.0,Transfer,Within_bank,57.137.xx.xx (HCM),d9b0247da5a5ed32,2019-03-07 18:00:00,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,180000000.0,2.0,0.9999999999999444,0.9999999999999444,0.9999999999999444,0.9999950000249999,0.9999950000249999,0.9999950000249999,89999550.00224999,0.5333359999999407
44662,2019-12-17,15,94390000.0,Transfer,Outside_bank,88.90.xx.xx (HN),e24baed7bfe9ace8,2019-12-17 15:00:00,179890000.0,2.0,179890000.0,2.0,189890000.0,4.0,192306667.0,6.0,275006667.0,12.0,508139907.0,43.0,0.9473379324871795,0.6904923508635995,0.5412026554332301,0.49999875000312505,0.33333305555578707,0.27906970254192964,11817204.391347814,7.987506763361859
944922,2019-08-26,11,4000000.0,Transfer,Outside_bank,249.118.xx.xx (HP),8a0447d9b8c19d91,2019-08-26 11:00:00,179250000.0,2.0,179250000.0,2.0,179250000.0,2.0,179250000.0,2.0,1192650000.0,13.0,1933010000.0,22.0,0.9999999999999442,0.15029556030687838,0.6169911174799891,0.9999950000249999,0.15384603550304962,0.5909088223141716,87864050.97088592,0.04552487571196734
519766,2019-08-28,11,400000.0,Transfer,Outside_bank,168.2.xx.xx (HN),e1917d398cd74996,2019-08-28 11:00:00,178000000.0,2.0,178000000.0,2.0,178000000.0,2.0,477030000.0,5.0,916510000.0,9.0,1711440000.0,16.0,0.9999999999999437,0.19421501129283703,0.5355197961950139,0.9999950000249999,0.22222197530891633,0.5624996484377197,106964933.14691679,0.0037395433085585243
42523,2019-11-01,15,134000000.0,Transfer,Within_bank,148.125.xx.xx (DN),a1efe0a7cd9aaeda,2019-11-01 15:00:00,177860000.0,2.0,177860000.0,2.0,180360000.0,3.0,262270000.0,9.0,1055860000.0,20.0,2519989000.0,70.0,0.9861388334441679,0.17081810088458535,0.41899389243365576,0.6666644444518518,0.1499999250000375,0.285714244897965,35999837.714308895,3.722239001835879
7012,2019-12-04,19,2000000.0,Transfer,Within_bank,78.204.xx.xx (BD),8b997d5c82a0b396,2019-12-04 19:00:00,177610000.0,2.0,177610000.0,2.0,177610000.0,2.0,237610000.0,3.0,1181967065.0,18.0,5593221600.0,90.0,0.9999999999999436,0.15026645433643998,0.21132133670512857,0.9999950000249999,0.11111104938275035,0.19999997777778025,62146899.76145558,0.03218181450203422
715354,2019-09-21,8,30050000.0,Payment,Insurance_payment,43.9.xx.xx (DN),90cc13fb54590850,2019-09-21 08:00:00,177285000.0,2.0,192730000.0,3.0,216431159.0,8.0,232746159.0,9.0,261006159.0,11.0,405469259.0,25.0,0.8191288205410008,0.8292185894356298,0.6437138037140161,0.24999968750039064,0.7272720661163036,0.4399998240000704,16218763.872494452,1.8527922495341052
223500,2019-07-03,11,50000.0,Topup,eWallet,125.43.xx.xx (NA),079ae42222fa4138,2019-07-03 11:00:00,177250000.0,2.0,177250000.0,2.0,177250000.0,2.0,277250000.0,3.0,277250000.0,3.0,543350000.0,8.0,0.9999999999999435,0.6393146979260365,0.510260421459455,0.9999950000249999,0.6666644444518518,0.37499953125058594,67918665.10166863,0.0007361746572189953
449930,2019-08-29,20,129000000.0,Transfer,Outside_bank,91.99.xx.xx (CT),e484a90d4853c895,2019-08-29 20:00:00,176000000.0,2.0,185000000.0,3.0,187000000.0,5.0,187553000.0,7.0,244732821.0,15.0,914174257.0,51.0,0.9411764705881849,0.7640985758914304,0.2677091584301715,0.39999920000160005,0.3333331111112593,0.29411758938870797,17924981.91667021,7.196659979888638
909546,2019-10-07,10,55297561.0,Payment,Credit_card_repayment,62.78.xx.xx (HCM),61a0178beb252120,2019-10-07 10:00:00,175807561.0,2.0,175807561.0,2.0,175807561.0,2.0,175807561.0,2.0,175807561.0,2.0,175807561.0,2.0,0.999999999999943,0.999999999999943,0.999999999999943,0.9999950000249999,0.9999950000249999,0.9999950000249999,87903340.98329508,0.6290723467553107
868395,2019-05-04,12,95700000.0,Payment,Credit_card_repayment,33.72.xx.xx (HN),5989da48bfeed781,2019-05-04 12:00:00,175500000.0,2.0,175500000.0,2.0,185500000.0,3.0,192680000.0,6.0,282680000.0,8.0,382013988.0,19.0,0.9460916442048006,0.6562190462713791,0.7399729038194083,0.6666644444518518,0.37499953125058594,0.42105240997241583,20105988.786321692,4.759775856686943
808971,2019-11-29,17,175000000.0,Transfer,Outside_bank,208.103.xx.xx (TH),4fa85bd6bc0a06ee,2019-11-29 17:00:00,175210000.0,2.0,195250000.0,3.0,200530000.0,5.0,222590000.0,9.0,377500000.0,15.0,469618408.0,51.0,0.873734603301208,0.5312052980132309,0.8038441286994694,0.39999920000160005,0.3333331111112593,0.29411758938870797,9208202.272901515,19.004795378443315
199908,2019-10-29,14,100000000.0,Transfer,Within_bank,224.172.xx.xx (HCM),16786c665e46c0cf,2019-10-29 14:00:00,175000000.0,2.0,175000000.0,2.0,175000000.0,2.0,304338900.0,4.0,742146035.0,14.0,1549293000.0,44.0,0.9999999999999428,0.23580264765545456,0.4790223895673673,0.9999950000249999,0.1428570408163994,0.318181745867785,35211196.542909876,2.8400057316458223
485006,2019-11-02,12,169100000.0,Transfer,Outside_bank,172.157.xx.xx (HCM),e3b0e51c82832c64,2019-11-02 12:00:00,174100000.0,2.0,174100000.0,2.0,174100000.0,2.0,619600000.0,4.0,2339880000.0,15.0,8353280000.0,58.0,0.9999999999999425,0.07440552506966137,0.2801151164572476,0.9999950000249999,0.1333332444445037,0.258620645065406,144022044.1341303,1.174125815368253
146404,2019-10-21,10,163340000.0,Transfer,Within_bank,122.20.xx.xx (HCM),4e5d139a90d365bd,2019-10-21 10:00:00,173340000.0,2.0,173340000.0,2.0,173340000.0,2.0,253340000.0,3.0,293340000.0,4.0,1085390000.0,21.0,0.9999999999999423,0.5909183882184295,0.2702623020296827,0.9999950000249999,0.49999875000312505,0.19047609977328583,51685213.48323168,3.160284905332955
929144,2019-12-25,22,170800000.0,Transfer,Within_bank,108.146.xx.xx (BD),f07d4f159ebaaec0,2019-12-25 22:00:00,173235000.0,2.0,173235000.0,2.0,173235000.0,2.0,174235000.0,3.0,575819001.0,18.0,908434214.0,42.0,0.9999999999999422,0.30084974566512607,0.6338587782427949,0.9999950000249999,0.11111104938275035,0.4285713265306365,21629380.897766452,7.896666150881767
356856,2019-12-10,16,144908000.0,Transfer,Within_bank,64.158.xx.xx (HN),2b4121594ae651ec,2019-12-10 16:00:00,173024000.0,2.0,176024000.0,3.0,191024000.0,8.0,266524000.0,16.0,619664000.0,58.0,3138166000.0,236.0,0.9057710025964849,0.3082702884143615,0.19746055498657433,0.24999968750039064,0.13793101070154987,0.24576270145073298,13297312.995876567,10.897539980056594
630257,2019-12-20,10,66854000.0,Transfer,Outside_bank,206.231.xx.xx (CT),17dd3b4e4419f68d,2019-12-20 10:00:00,172903000.0,2.0,172903000.0,2.0,173053000.0,4.0,181978000.0,7.0,256445000.0,18.0,452180169.0,44.0,0.9991332135241227,0.6748152625319006,0.5671301343602141,0.49999875000312505,0.2222220987655007,0.40909081611572357,10276819.687086433,6.505319937056191
160968,2019-12-30,11,30849802.0,Payment,Credit_card_repayment,53.54.xx.xx (HP),56ec9e625c5457fd,2019-12-30 11:00:00,172849802.0,2.0,172849802.0,2.0,172849802.0,2.0,172849802.0,2.0,185459324.0,7.0,310809324.0,17.0,0.999999999999942,0.9320092313071877,0.5966980707438302,0.9999950000249999,0.2857138775516035,0.41176446366796254,18282890.657123145,1.6873591041230576
618883,2019-12-20,9,165814000.0,Transfer,Outside_bank,71.112.xx.xx (BD),656fe8d282fe8349,2019-12-20 09:00:00,172814000.0,2.0,172814000.0,2.0,172814000.0,2.0,172814000.0,2.0,172814000.0,2.0,1362337000.0,25.0,0.999999999999942,0.999999999999942,0.12685113888854133,0.9999950000249999,0.9999950000249999,0.0799999680000128,54493458.20261672,3.0428239548211926
531411,2019-10-07,16,22800000.0,Transfer,Outside_bank,207.136.xx.xx (HN),8b6e31039d59bb1d,2019-10-07 16:00:00,172800000.0,2.0,172800000.0,2.0,172800000.0,2.0,172800000.0,2.0,342750000.0,6.0,342750000.0,6.0,0.999999999999942,0.5041575492341209,0.9999999999999708,0.9999950000249999,0.33333277777870374,0.9999983333361112,57124904.791825354,0.39912539168483163
693319,2019-12-02,20,887095.0,Payment,Utilities_payment,39.51.xx.xx (DN),414e477a704d7d3e,2019-12-02 20:00:00,172581095.0,2.0,188986095.0,3.0,188986095.0,3.0,188986095.0,3.0,350380095.0,7.0,1024511328.0,19.0,0.9131946718090072,0.5393745184069163,0.3419972873154962,0.6666644444518518,0.4285708163274053,0.36842085872586383,53921620.462305024,0.016451564185093005
978286,2019-08-29,19,170604920.0,Transfer,Outside_bank,227.74.xx.xx (HCM),f71f56fe531a3c93,2019-08-29 19:00:00,172206920.0,2.0,184968920.0,3.0,187868920.0,4.0,498907120.0,9.0,1857431506.0,55.0,3855003793.0,111.0,0.916633363304536,0.10114446718122966,0.4818235222940013,0.49999875000312505,0.07272725950413463,0.4954954508562657,34729760.772093624,4.912355173406116
655363,2019-12-29,20,102983000.0,Payment,Credit_card_repayment,172.60.xx.xx (HCM),ac64a47e9325b191,2019-12-29 20:00:00,172153000.0,2.0,172153000.0,2.0,172153000.0,2.0,195788000.0,3.0,1675820000.0,19.0,5519448000.0,52.0,0.9999999999999418,0.10272761991144572,0.30362094180432486,0.9999950000249999,0.10526310249310396,0.36538454511835666,106143210.35707493,0.970226919400182
116603,2019-08-26,9,420000.0,Transfer,Outside_bank,61.131.xx.xx (HN),d1e4d3f68c24f09b,2019-08-26 09:00:00,172141000.0,2.0,172141000.0,2.0,172465000.0,3.0,172465000.0,3.0,540866217.0,17.0,2364977218.0,53.0,0.9981213579566289,0.31886813148841353,0.228698277887596,0.6666644444518518,0.1764704844291268,0.32075465646138557,44622203.241093725,0.009412354601377397
655363,2019-11-28,12,70963000.0,Payment,Credit_card_repayment,61.17.xx.xx (HCM),ac64a47e9325b191,2019-11-28 12:00:00,170963000.0,2.0,170963000.0,2.0,212963000.0,3.0,455341000.0,8.0,1984720000.0,28.0,5792291000.0,71.0,0.8027826429942853,0.10730128179289719,0.3426485306073187,0.6666644444518518,0.10714281887756469,0.3943661416385716,81581551.88992226,0.8698412613643518
110068,2019-08-27,14,170000000.0,Transfer,Outside_bank,234.107.xx.xx (HCM),400b966a1109392d,2019-08-27 14:00:00,170850000.0,2.0,170850000.0,2.0,170850000.0,2.0,170850000.0,2.0,175200101.0,12.0,220250101.0,24.0,0.9999999999999414,0.9751706707063499,0.7954597986767418,0.9999950000249999,0.16666652777789354,0.49999979166675346,9177083.717881784,18.52440331001507
330127,2019-05-30,16,20000000.0,Transfer,Outside_bank,152.23.xx.xx (HCM),ce4cca78bbdc6b1f,2019-05-30 16:00:00,170500000.0,2.0,170500000.0,2.0,170500000.0,2.0,303240000.0,5.0,1178350000.0,11.0,6763590000.0,41.0,0.9999999999999413,0.14469385157211231,0.17421960822580884,0.9999950000249999,0.1818180165290759,0.2682926174896055,164965569.52059278,0.1212374197726282
565134,2019-12-04,16,50300000.0,Transfer,Outside_bank,190.106.xx.xx (CT),1d7dd2491e36f159,2019-12-04 16:00:00,170266000.0,2.0,170266000.0,2.0,170266000.0,2.0,170266000.0,2.0,361126000.0,6.0,1484540789.0,21.0,0.9999999999999412,0.4714864064066151,0.2432577148946209,0.9999950000249999,0.33333277777870374,0.28571414965992875,70692384.86076911,0.7115334996698771
914056,2019-10-21,9,100000000.0,Transfer,Outside_bank,132.172.xx.xx (CT),8c691954997c138b,2019-10-21 09:00:00,170000000.0,2.0,170000000.0,2.0,170020000.0,3.0,171370000.0,5.0,385530000.0,12.0,479206000.0,39.0,0.9998823667803199,0.44100329416646067,0.8045183073667523,0.6666644444518518,0.24999979166684028,0.30769222879686436,12287330.18273585,8.138464459954228
382835,2019-09-16,15,169700000.0,Transfer,Outside_bank,251.28.xx.xx (HN),aacc9a1145e6de57,2019-09-16 15:00:00,169850000.0,2.0,169850000.0,2.0,169850000.0,2.0,169850000.0,2.0,169850000.0,2.0,505540000.0,9.0,0.999999999999941,0.999999999999941,0.3359773707322796,0.9999950000249999,0.9999950000249999,0.22222197530891633,56171048.698834784,3.021129281559774
655363,2019-10-15,17,50245000.0,Transfer,Outside_bank,154.115.xx.xx (HCM),ac64a47e9325b191,2019-10-15 17:00:00,169545000.0,2.0,169545000.0,2.0,169545000.0,2.0,368293000.0,3.0,553312000.0,6.0,5455364000.0,48.0,0.9999999999999409,0.3064184402290153,0.10142531277472942,0.9999950000249999,0.33333277777870374,0.12499997395833876,113653392.98887645,0.44208974918076743
998696,2019-11-07,14,85000000.0,Transfer,Within_bank,9.90.xx.xx (HCM),5742b14b7958c5ea,2019-11-07 14:00:00,169500000.0,2.0,177500000.0,3.0,197500000.0,5.0,199500000.0,6.0,817454000.0,17.0,1112322000.0,34.0,0.8582278481012223,0.24160380889933572,0.7349076975911585,0.39999920000160005,0.29411747404854466,0.4999998529412197,32715343.31901667,2.598169280117733
360753,2019-11-01,12,100000000.0,Payment,Credit_card_repayment,217.11.xx.xx (TH),e0cc05b29706784f,2019-11-01 12:00:00,169000000.0,2.0,169000000.0,2.0,169000000.0,2.0,169000000.0,2.0,265050000.0,4.0,537050000.0,11.0,0.9999999999999407,0.6376155442369124,0.49352946653010904,0.9999950000249999,0.49999875000312505,0.3636360330581518,48822682.888470106,2.0482282841444457
