CUSTOMER_NUMBER,ANOMALY_PRED,ANOMALY_SCORE,EXPLANATION,TOP_SHAP_CONTRIBUTORS,TOP_INTERACTIONS,COUNTERFACTUAL,TRANS_LV1,TRANS_LV2,TRANS_DATE,DAY_OF_WEEK,TRANS_HOUR,TRANS_NO,TRANS_AMOUNT,Beneficiary_CUSTOMER_NUMBER,Device_OS,IP_Address_Proxy,CLIENT_SEX,CLIENT_CREATE_DATE,DATE_OF_BIRTH,STAFF,IB_REGISTER_DATE,EB_REGISTER_CHANNEL,SMS,VERIFY_METHOD,Occupation_Group,SUM_AMOUNT_1H,COUNT_1H,SUM_AMOUNT_3H,COUNT_3H,SUM_AMOUNT_24H,COUNT_24H,SUM_AMOUNT_48H,COUNT_48H,SUM_AMOUNT_7D,COUNT_7D,SUM_AMOUNT_30D,COUNT_30D,HIST_AVG_CA_BALANCE,HIST_AVG_TRANS_AMOUNT,HIST_TRANS_COUNT,DAYS_SINCE_LAST_TRANS,UNIQUE_BENEFICIARIES_24H,HOURS_SINCE_SEC_EVENT,LAST_LOGIN_METHOD,HIST_BIOMETRIC_RATIO,HIST_LOGIN_COUNT,BENFORD_DEV,ACTIVITY_SEQ_RARITY
1149,1,0.08744431287050247,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 74.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.8166), BALANCE_COVERAGE_RATIO (+1.3950), TRANS_LV1 (+0.9194)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556)","TRANS_AMOUNT: 110,800,000.00 -> 106,940,719.99 (-3,859,280.01)",Payment,Credit_card_repayment,2019-08-26,Mon,13,3,110800000.0,NaN,Android,35.244.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,134300000.0,2,227890000.0,3,227890000.0,3,227890000.0,3,673290000.0,14,1571850000.0,23,1492431.96125,70275347.51773049,141,0.041666666666666664,0,2112.0,LOGIN,0.0,43.0,0.043763912950767064,-0.8376228017000888
1149,1,0.9907490015029907,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 123.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1089), BALANCE_COVERAGE_RATIO (+1.9140), TRANS_LV1 (+1.0180)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5312), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3050), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2383)","TRANS_AMOUNT: 184,100,000.00 -> 51,171,174.53 (-132,928,825.47)",Payment,Credit_card_repayment,2019-09-03,Tue,14,1,184100000.0,NaN,Web,21.100.xx.xx (DN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,184100000.0,1,184100000.0,1,184100000.0,1,184100000.0,1,451800000.0,6,1514547000.0,27,1492431.96125,70275347.51773049,141,3.875,0,2305.0,LOGIN,0.0,56.0,0.043763912950767064,-0.8376228017000888
1149,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 189.4x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0669), BALANCE_COVERAGE_RATIO (+1.8443), TRANS_LV1 (+1.0850)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.4191), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556)","TRANS_AMOUNT: 282,680,000.00 -> 90,250,472.72 (-192,429,527.28)",Payment,Credit_card_repayment,2019-09-03,Tue,22,2,282680000.0,NaN,iOS,51.162.xx.xx (DN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,282680000.0,1,282680000.0,1,466780000.0,2,466780000.0,2,678980000.0,6,1797227000.0,28,1492431.96125,70275347.51773049,141,0.3333333333333333,0,2313.0,LOGIN,0.0,58.0,0.043763912950767064,-0.8376228017000888
1149,1,0.14913791418075562,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 73.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.9539), BALANCE_COVERAGE_RATIO (+1.4055), TRANS_LV1 (+0.9179)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2393)","TRANS_AMOUNT: 108,900,000.00 -> 90,250,629.90 (-18,649,370.10)",Payment,Credit_card_repayment,2019-09-04,Wed,20,2,108900000.0,NaN,Android,228.101.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,108900000.0,1,108900000.0,1,507580000.0,4,691680000.0,5,903880000.0,9,1972127000.0,30,1492431.96125,70275347.51773049,141,0.25,0,2335.0,LOGIN,0.0,61.0,0.043763912950767064,-0.8376228017000888
1149,1,0.04715731367468834,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 50.3x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6448), BALANCE_COVERAGE_RATIO (+1.0997), TRANS_LV1 (+0.9668)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2710), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2125)","TRANS_AMOUNT: 75,000,000.00 -> 67,575,788.50 (-7,424,211.50)",Payment,Credit_card_repayment,2019-09-04,Wed,22,1,75000000.0,NaN,Android,151.179.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,75000000.0,1,183900000.0,2,582580000.0,5,766680000.0,6,978880000.0,10,2047127000.0,31,1492431.96125,70275347.51773049,141,0.08333333333333333,0,2337.0,LOGIN,0.0,62.0,0.043763912950767064,-0.8376228017000888
1149,1,0.6501638889312744,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 138.1x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0520), BALANCE_COVERAGE_RATIO (+1.7474), TRANS_LV1 (+0.9758)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3332)","TRANS_AMOUNT: 206,100,000.00 -> 90,250,515.75 (-115,849,484.25)",Payment,Credit_card_repayment,2019-09-05,Thu,8,3,206100000.0,NaN,Android,101.69.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,206100000.0,1,206100000.0,1,506000000.0,5,972780000.0,7,1184980000.0,11,2253227000.0,32,1492431.96125,70275347.51773049,141,0.4166666666666667,0,2347.0,LOGIN,0.0,63.0,0.043763912950767064,-0.8376228017000888
1149,1,0.06019037216901779,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 66.9x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5076), BALANCE_COVERAGE_RATIO (+1.4026), TRANS_LV1 (+0.9194)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2393)","TRANS_AMOUNT: 99,800,000.00 -> 90,250,636.48 (-9,549,363.52)",Payment,Credit_card_repayment,2019-09-11,Wed,18,1,99800000.0,NaN,Android,65.50.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,99800000.0,1,99800000.0,1,99800000.0,1,106800000.0,2,496800000.0,5,2360027000.0,34,1492431.96125,70275347.51773049,141,1.2916666666666667,0,2501.0,LOGIN,0.0,66.0,0.043763912950767064,-0.8376228017000888
1149,1,0.05523870140314102,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00), and transaction amount covers 15.4x monthly average balance.","TRANS_LV2 (+1.5571), TRANS_LV1 (+0.9626), BALANCE_COVERAGE_RATIO (+0.6648)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1793)","TRANS_AMOUNT: 23,000,000.00 -> 13,375,071.53 (-9,624,928.47)",Payment,Credit_card_repayment,2019-09-24,Tue,15,1,23000000.0,NaN,Android,157.39.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,23000000.0,1,23000000.0,1,23000000.0,1,23000000.0,1,23000000.0,1,1754427000.0,23,1492431.96125,70275347.51773049,141,8.083333333333334,0,2810.0,LOGIN,0.0,68.0,0.043763912950767064,-0.8376228017000888
1149,1,0.18338581919670105,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 67.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.7445), BALANCE_COVERAGE_RATIO (+1.5117), TRANS_LV1 (+0.9552)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2541), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2332)","TRANS_AMOUNT: 100,300,000.00 -> 84,478,331.57 (-15,821,668.43)",Payment,Credit_card_repayment,2019-10-03,Thu,20,1,100300000.0,NaN,Android,77.28.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,100300000.0,1,100300000.0,1,100300000.0,1,100300000.0,1,102300000.0,2,1032280000.0,12,1492431.96125,70275347.51773049,141,3.0833333333333335,0,3031.0,LOGIN,0.0,70.0,0.043763912950767064,-0.8376228017000888
1149,1,0.6506072878837585,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 118.1x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1206), BALANCE_COVERAGE_RATIO (+1.7396), TRANS_LV1 (+0.9321)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3089)","TRANS_AMOUNT: 176,250,000.00 -> 54,803,473.95 (-121,446,526.05)",Payment,Credit_card_repayment,2019-10-05,Sat,13,2,176250000.0,NaN,Android,189.99.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,176250000.0,1,176250000.0,1,176250000.0,1,276550000.0,2,278550000.0,3,419850000.0,7,1492431.96125,70275347.51773049,141,1.7083333333333333,0,3072.0,LOGIN,0.0,71.0,0.043763912950767064,-0.8376228017000888
1149,1,0.06804583221673965,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 44.3x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6933), BALANCE_COVERAGE_RATIO (+0.9364), TRANS_LV1 (+0.8364)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4032), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2710), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.1626)","TRANS_AMOUNT: 66,100,000.00 -> 59,795,330.24 (-6,304,669.76)",Payment,Credit_card_repayment,2019-10-05,Sat,14,1,66100000.0,NaN,Android,93.94.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,66100000.0,1,242350000.0,2,242350000.0,2,342650000.0,3,344650000.0,4,485950000.0,8,1492431.96125,70275347.51773049,141,0.041666666666666664,0,3073.0,LOGIN,0.0,72.0,0.043763912950767064,-0.8376228017000888
1149,1,0.11893603950738907,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 32.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5571), BALANCE_COVERAGE_RATIO (+1.0990), TRANS_LV1 (+0.9149)","TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2147), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.1964)","TRANS_AMOUNT: 48,000,000.00 -> 13,375,030.52 (-34,624,969.48)",Payment,Credit_card_repayment,2019-10-12,Sat,21,1,48000000.0,NaN,Android,147.188.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,48000000.0,1,48000000.0,1,48000000.0,1,48000000.0,1,48000000.0,1,581150000.0,10,1492431.96125,70275347.51773049,141,7.166666666666667,0,3248.0,LOGIN,0.0,78.0,0.043763912950767064,-0.8376228017000888
1149,1,0.3002292811870575,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 80.1x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.9539), BALANCE_COVERAGE_RATIO (+1.6346), TRANS_LV1 (+0.9199)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2125)","TRANS_AMOUNT: 119,500,000.00 -> 59,788,633.82 (-59,711,366.18)",Payment,Credit_card_repayment,2019-10-16,Wed,21,4,119500000.0,NaN,Android,205.197.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,119500000.0,1,119500000.0,1,119500000.0,1,149500000.0,2,197500000.0,3,719150000.0,11,1492431.96125,70275347.51773049,141,1.3333333333333333,0,3344.0,LOGIN,0.0,80.0,0.043763912950767064,-0.8376228017000888
1149,1,0.4029790759086609,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 87.1x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.9519), BALANCE_COVERAGE_RATIO (+1.7531), TRANS_LV1 (+0.9184)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), BALANCE_COVERAGE_RATIO × TRANS_LV2 (+0.2125)","TRANS_AMOUNT: 130,000,000.00 -> 65,186,586.38 (-64,813,413.62)",Payment,Credit_card_repayment,2019-10-17,Thu,21,2,130000000.0,NaN,Android,40.33.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,130000000.0,1,130000000.0,1,249500000.0,2,249500000.0,2,327500000.0,4,849150000.0,12,1492431.96125,70275347.51773049,141,1.0,0,3368.0,LOGIN,0.0,81.0,0.043763912950767064,-0.8376228017000888
1149,1,0.08701486140489578,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 57.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5529), BALANCE_COVERAGE_RATIO (+1.1903), TRANS_LV1 (+0.9352)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3141), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2436)","TRANS_AMOUNT: 85,000,000.00 -> 70,557,532.31 (-14,442,467.69)",Payment,Credit_card_repayment,2019-10-21,Mon,10,2,85000000.0,NaN,Android,46.11.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,85000000.0,1,85000000.0,1,85000000.0,1,85000000.0,1,364500000.0,4,934150000.0,13,1492431.96125,70275347.51773049,141,3.5416666666666665,0,3453.0,LOGIN,0.0,82.0,0.043763912950767064,-0.8376228017000888
1149,1,0.9487594366073608,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 113.2x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0984), BALANCE_COVERAGE_RATIO (+1.9804), TRANS_LV1 (+0.8907)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5312), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3058), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2656)","TRANS_AMOUNT: 169,000,000.00 -> 62,869,245.53 (-106,130,754.47)",Payment,Credit_card_repayment,2019-10-28,Mon,22,2,169000000.0,NaN,Android,94.185.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,169000000.0,1,169000000.0,1,169000000.0,1,169000000.0,1,392700000.0,7,1303850000.0,19,1492431.96125,70275347.51773049,141,3.25,0,3633.0,LOGIN,0.0,89.0,0.043763912950767064,-0.8376228017000888
1149,1,0.14526505768299103,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 63.3x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.6448), BALANCE_COVERAGE_RATIO (+1.5981), TRANS_LV1 (+0.9121)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2650), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2428)","TRANS_AMOUNT: 94,540,000.00 -> 68,430,548.65 (-26,109,451.35)",Payment,Credit_card_repayment,2019-10-29,Tue,20,2,94540000.0,NaN,Android,34.118.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,94540000.0,1,94540000.0,1,263540000.0,2,263540000.0,2,464240000.0,7,1398390000.0,20,1492431.96125,70275347.51773049,141,0.9166666666666666,0,3655.0,LOGIN,0.0,90.0,0.043763912950767064,-0.8376228017000888
1149,1,0.06500336527824402,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 57.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5076), BALANCE_COVERAGE_RATIO (+1.2133), TRANS_LV1 (+0.9135)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2624)","TRANS_AMOUNT: 85,100,000.00 -> 70,717,559.81 (-14,382,440.19)",Payment,Credit_card_repayment,2019-10-31,Thu,19,1,85100000.0,NaN,Android,20.136.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,85100000.0,1,85100000.0,1,85100000.0,1,272490000.0,4,581190000.0,9,1574340000.0,22,1492431.96125,70275347.51773049,141,1.0416666666666667,0,3702.0,LOGIN,0.0,94.0,0.043763912950767064,-0.8376228017000888
1149,1,0.06500336527824402,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 50.9x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.5076), BALANCE_COVERAGE_RATIO (+1.2133), TRANS_LV1 (+0.9148)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2624)","TRANS_AMOUNT: 75,900,000.00 -> 71,360,879.23 (-4,539,120.77)",Payment,Credit_card_repayment,2019-11-01,Fri,16,1,75900000.0,NaN,Android,156.82.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,75900000.0,1,75900000.0,1,161000000.0,2,211050000.0,3,549590000.0,7,1650240000.0,23,1492431.96125,70275347.51773049,141,0.875,0,3723.0,LOGIN,0.0,95.0,0.043763912950767064,-0.8376228017000888
1149,1,0.3788735866546631,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 87.9x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.9381), BALANCE_COVERAGE_RATIO (+1.7511), TRANS_LV1 (+0.8630)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.4463), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), HOURS_SINCE_SEC_EVENT × BALANCE_COVERAGE_RATIO (+0.2656)","TRANS_AMOUNT: 131,250,000.00 -> 71,549,409.63 (-59,700,590.37)",Payment,Credit_card_repayment,2019-11-01,Fri,19,1,131250000.0,NaN,Android,114.40.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,131250000.0,1,207150000.0,2,292250000.0,3,292250000.0,3,648640000.0,7,1781490000.0,24,1492431.96125,70275347.51773049,141,0.125,0,3726.0,LOGIN,0.0,96.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8246170878410339,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 145.9x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+1.9316), BALANCE_COVERAGE_RATIO (+1.9271), TRANS_LV1 (+0.9236)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.3598), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556)","TRANS_AMOUNT: 217,700,000.00 -> 71,844,720.46 (-145,855,279.54)",Payment,Credit_card_repayment,2019-11-03,Sun,16,3,217700000.0,NaN,Android,11.40.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,217700000.0,1,217700000.0,1,265600000.0,2,472750000.0,4,914240000.0,9,1946790000.0,25,1492431.96125,70275347.51773049,141,0.9583333333333334,0,3771.0,LOGIN,0.0,98.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8445590138435364,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 130.5x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.0531), BALANCE_COVERAGE_RATIO (+1.9637), TRANS_LV1 (+0.8878)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3556), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3424)","TRANS_AMOUNT: 194,700,000.00 -> 73,566,941.64 (-121,133,058.36)",Payment,Credit_card_repayment,2019-11-04,Mon,14,3,194700000.0,NaN,Android,141.55.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,194700000.0,1,194700000.0,1,412400000.0,2,460300000.0,3,1108940000.0,10,1965240000.0,25,1492431.96125,70275347.51773049,141,0.9166666666666666,0,3793.0,LOGIN,0.0,99.0,0.043763912950767064,-0.8376228017000888
1149,1,0.8835494518280029,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and transaction amount covers 123.0x monthly average balance, and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","TRANS_LV2 (+2.1226), BALANCE_COVERAGE_RATIO (+1.9181), TRANS_LV1 (+0.8665)","TRANS_AMOUNT_Z_SCORE × TRANS_LV2 (+0.5294), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.3547), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (+0.3424)","TRANS_AMOUNT: 183,600,000.00 -> 78,910,410.69 (-104,689,589.31)",Payment,Credit_card_repayment,2019-11-04,Mon,15,1,183600000.0,NaN,Android,19.141.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,378300000.0,2,378300000.0,2,596000000.0,3,643900000.0,4,1292540000.0,11,2082740000.0,25,1492431.96125,70275347.51773049,141,0.041666666666666664,0,3794.0,LOGIN,0.0,100.0,0.043763912950767064,-0.8376228017000888
1149,1,1.0,"Flagged due to: unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual combination of high transaction amount and long inactivity period (combined score: 50.61), and transaction amount covers 40.2x monthly average balance.","TRANS_LV2 (+2.6784), DAYS_AMOUNT_COMBINED (+1.4633), BALANCE_COVERAGE_RATIO (+1.2565)","DAYS_AMOUNT_COMBINED × TRANS_LV2 (+2.0243), TRANS_AMOUNT_VS_30D_AVG_RATIO × TRANS_LV2 (-0.3936), DAYS_SINCE_LAST_TRANS × BALANCE_COVERAGE_RATIO (+0.1984)","TRANS_AMOUNT: 60,000,000.00 -> 11,018,829.35 (-48,981,170.65)",Payment,Credit_card_repayment,2019-11-20,Wed,15,1,60000000.0,NaN,Android,49.130.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,60000000.0,1,60000000.0,1,60000000.0,1,60000000.0,1,60000000.0,1,1694990000.0,21,1492431.96125,70275347.51773049,141,15.875,0,4178.0,LOGIN,0.0,106.0,0.043763912950767064,-0.8376228017000888
1149,1,0.10175710916519165,"Flagged due to: transaction amount covers 65.7x monthly average balance, and unusual behavior in feature 'TRANS_LV2' (value: 1.00), and unusual behavior in feature 'TRANS_LV1' (value: 0.00).","BALANCE_COVERAGE_RATIO (+1.5674), TRANS_LV2 (+1.5076), TRANS_LV1 (+0.8530)","VELOCITY_RATIO_AMOUNT_24H_VS_7D × TRANS_LV2 (-0.4131), DAYS_AMOUNT_COMBINED × TRANS_LV2 (-0.4041), TRANS_AMOUNT_Z_SCORE × BALANCE_COVERAGE_RATIO (-0.2428)","TRANS_AMOUNT: 98,000,000.00 -> 81,205,690.38 (-16,794,309.62)",Payment,Credit_card_repayment,2019-11-25,Mon,14,3,98000000.0,NaN,Android,109.145.xx.xx (HN),M,2019-05-29,1987-06-18,0,2019-05-30,BRANCH,1,SMART_OTP,Businessman,98000000.0,1,98000000.0,1,158011000.0,2,182911000.0,3,478243000.0,9,1889533000.0,23,1492431.96125,70275347.51773049,141,0.16666666666666666,0,4297.0,LOGIN,0.0,114.0,0.043763912950767064,-0.8376228017000888
